Dataset Name,Image Name,Organism,Cell Line,Cell Cycle Phase,Targeted Protein,Gene Identifier %% url=http://www.ensembl.org/id/%s,Gene Symbol,Gene Symbol Synonyms,Channels,Phenotype 1,Mean Outer Toroid Diameter,Standard Deviation of Outer Toroid Diameter,Number of Centrosomes Measured
CEP152,Cep152_gtub_002_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,Cep152_gtub_003_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,Cep152_gtub_006_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,Cep152_gtub_009_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,Cep152_gtub_010_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,Cep152_gtub_011_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,Cep152_gtub_012_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,Cep152_gtub_013_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,Cep152_gtub_015_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,Cep152_gtub_016_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,Cep152_gtub_018_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,Cep152_gtub_019_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,Cep152_gtub_021_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,Cep152_gtub_024_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,Cep152_gtub_026_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,Cep152_gtub_028_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,Cep152_gtub_031_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,Cep152_gtub_032_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,Cep152_gtub_033_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_001_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_002_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_003_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_004_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_005_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_006_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_007_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_008_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_009_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_011_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_014_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_017_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_018_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_019_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_020_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_021_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_022_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_023_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_024_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_025_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_027_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_028_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_030_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_031_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_032_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_033_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_034_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_035_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_036_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP152,JG_Cep152_gtub_039_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
CEP192-M,Centrin_Sas6_Cep192_001_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CENT2; 442:Sas6; 615:CEP192-M,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Centrin_Sas6_Cep192_002_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CENT2; 442:Sas6; 615:CEP192-M,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Centrin_Sas6_Cep192_003_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CENT2; 442:Sas6; 615:CEP192-M,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Centrin_Sas6_Cep192_004_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CENT2; 442:Sas6; 615:CEP192-M,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Centrin_Sas6_Cep192_007_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CENT2; 442:Sas6; 615:CEP192-M,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Centrin_Sas6_Cep192_008_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CENT2; 442:Sas6; 615:CEP192-M,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Centrin_Sas6_Cep192_009_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CENT2; 442:Sas6; 615:CEP192-M,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Centrin_Sas6_Cep192_010_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CENT2; 442:Sas6; 615:CEP192-M,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Centrin_Sas6_Cep192_012_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CENT2; 442:Sas6; 615:CEP192-M,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Centrin_Sas6_Cep192_013_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CENT2; 442:Sas6; 615:CEP192-M,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Centrin_Sas6_Cep192_014_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CENT2; 442:Sas6; 615:CEP192-M,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Centrin_Sas6_Cep192_016_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CENT2; 442:Sas6; 615:CEP192-M,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Centrin_Sas6_Cep192_017_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CENT2; 442:Sas6; 615:CEP192-M,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Centrin_Sas6_Cep192_018_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CENT2; 442:Sas6; 615:CEP192-M,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Centrin_Sas6_Cep192_019_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CENT2; 442:Sas6; 615:CEP192-M,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Centrin_Sas6_Cep192_020_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CENT2; 442:Sas6; 615:CEP192-M,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Centrin_Sas6_Cep192_022_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CENT2; 442:Sas6; 615:CEP192-M,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Centrin_Sas6_Cep192_026_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CENT2; 442:Sas6; 615:CEP192-M,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Centrin_Sas6_Cep192_028_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CENT2; 442:Sas6; 615:CEP192-M,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Centrin_Sas6_Cep192_030_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CENT2; 442:Sas6; 615:CEP192-M,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Centrin_Sas6_Cep192_032_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CENT2; 442:Sas6; 615:CEP192-M,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Centrin_Sas6_Cep192_035_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CENT2; 442:Sas6; 615:CEP192-M,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Centrin_Sas6_Cep192_036_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CENT2; 442:Sas6; 615:CEP192-M,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Centrin_Sas6_Cep192_038_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CENT2; 442:Sas6; 615:CEP192-M,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Centrin_Sas6_Cep192_039_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CENT2; 442:Sas6; 615:CEP192-M,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Ctrl_Cep192_Cent_20101014_Thu-1301_1_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CEP192-M; 615:CENT2,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Ctrl_Cep192_Cent_20101014_Thu-1315_1_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CEP192-M; 615:CENT2,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Ctrl_Cep192_Cent_20101014_Thu-1318_1_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CEP192-M; 615:CENT2,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Ctrl_Cep192_Cent_20101014_Thu-1436_1_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CEP192-M; 615:CENT2,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Ctrl_Cep192_Cent_20101014_Thu-1438_1_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CEP192-M; 615:CENT2,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Ctrl_Cep192_Cent_20101014_Thu-1443_1_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CEP192-M; 615:CENT2,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Ctrl_Cep192_Cent_20101014_Thu-1446_1_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CEP192-M; 615:CENT2,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CEP192-M,Ctrl_Cep192_Cent_20101014_Thu-1452_1_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP192-M,ENSG00000101639,CEP192,,525:CEP192-M; 615:CENT2,protein localized to centrosome,395.5 nanometers,17.9 nanometers,59
CPAP,Centrin_Cpap_PCNTN20_001_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CENT2; 442:CPAP; 615:PCNT-N20,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,Centrin_Cpap_PCNTN20_002_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CENT2; 442:CPAP; 615:PCNT-N20,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,Centrin_Cpap_PCNTN20_003_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CENT2; 442:CPAP; 615:PCNT-N20,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,Centrin_Cpap_PCNTN20_004_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CENT2; 442:CPAP; 615:PCNT-N20,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,Centrin_Cpap_PCNTN20_005_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CENT2; 442:CPAP; 615:PCNT-N20,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,Centrin_Cpap_PCNTN20_007_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CENT2; 442:CPAP; 615:PCNT-N20,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,Centrin_Cpap_PCNTN20_008_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CENT2; 442:CPAP; 615:PCNT-N20,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,Centrin_Cpap_PCNTN20_009_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CENT2; 442:CPAP; 615:PCNT-N20,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,Centrin_Cpap_PCNTN20_010_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CENT2; 442:CPAP; 615:PCNT-N20,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,Centrin_Cpap_PCNTN20_011_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CENT2; 442:CPAP; 615:PCNT-N20,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,Centrin_Cpap_PCNTN20_012_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CENT2; 442:CPAP; 615:PCNT-N20,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,Centrin_Cpap_PCNTN20_014_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CENT2; 442:CPAP; 615:PCNT-N20,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,Centrin_Cpap_PCNTN20_016_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CENT2; 442:CPAP; 615:PCNT-N20,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,Centrin_Cpap_PCNTN20_017_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CENT2; 442:CPAP; 615:PCNT-N20,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,Centrin_Cpap_PCNTN20_018_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CENT2; 442:CPAP; 615:PCNT-N20,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,Centrin_Cpap_PCNTN20_019_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CENT2; 442:CPAP; 615:PCNT-N20,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,CPAP_gtub_001_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CPAP; 615:TUBG1-N,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,CPAP_gtub_002_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CPAP; 615:TUBG1-N,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,CPAP_gtub_003_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CPAP; 615:TUBG1-N,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,CPAP_gtub_005_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CPAP; 615:TUBG1-N,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,CPAP_gtub_006_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CPAP; 615:TUBG1-N,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,CPAP_gtub_007_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CPAP; 615:TUBG1-N,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,CPAP_gtub_008_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CPAP; 615:TUBG1-N,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,CPAP_gtub_009_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CPAP; 615:TUBG1-N,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,CPAP_gtub_012_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CPAP; 615:TUBG1-N,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,CPAP_gtub_013_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CPAP; 615:TUBG1-N,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,CPAP_gtub_015_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CPAP; 615:TUBG1-N,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,CPAP_gtub_016_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CPAP; 615:TUBG1-N,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,CPAP_gtub_017_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CPAP; 615:TUBG1-N,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,CPAP_gtub_019_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CPAP; 615:TUBG1-N,protein localized to centrosome,194.1 nanometers,13 nanometers,59
CPAP,CPAP_gtub_020_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CPAP,ENSG00000151849,CENPJ,CPAP,525:CPAP; 615:TUBG1-N,protein localized to centrosome,194.1 nanometers,13 nanometers,59
