Plate	Well	Well Number	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Cell Line]	Term Source 2 REF	Term Source 2 Accession	Replicate	Batch	Compound Name	Dose	Compound SMILES	"Compound MOA (from Ljosa et al, 2013)"	Control Type	Channels
Week1_22401	D3	39	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	epothilone B	3 micromolar	C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\\C(=C\\c3csc(C)n3)\\C			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	D4	40	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	epothilone B	1 micromolar	C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\\C(=C\\c3csc(C)n3)\\C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	D5	41	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	epothilone B	0.3 micromolar	C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\\C(=C\\c3csc(C)n3)\\C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	D6	42	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	epothilone B	0.1 micromolar	C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\\C(=C\\c3csc(C)n3)\\C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	D7	43	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	epothilone B	0.03 micromolar	C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\\C(=C\\c3csc(C)n3)\\C			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	D8	44	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	epothilone B	0.01 micromolar	C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\\C(=C\\c3csc(C)n3)\\C			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	D9	45	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	epothilone B	0.003 micromolar	C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\\C(=C\\c3csc(C)n3)\\C			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	D10	46	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	epothilone B	0.001 micromolar	C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\\C(=C\\c3csc(C)n3)\\C			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	D11	47	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	taxol	0.3 micromolar	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	E2	50	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	taxol	0.3 micromolar	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	E3	51	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	colchicine	3 micromolar	COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	E4	52	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	colchicine	1 micromolar	COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	E5	53	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	colchicine	0.3 micromolar	COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	E6	54	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	colchicine	0.1 micromolar	COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	E7	55	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	colchicine	0.03 micromolar	COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C	Microtubule destabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	E8	56	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	colchicine	0.01 micromolar	COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	E9	57	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	colchicine	0.003 micromolar	COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	E10	58	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	colchicine	0.001 micromolar	COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	E11	59	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	DMSO				negative control	DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	F2	62	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	taxol	0.3 micromolar	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	F3	63	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	monastrol	30 micromolar	CCOC(=O)C1=C(C)NC(=S)NC1c2cccc(O)c2			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	F4	64	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	monastrol	10 micromolar	CCOC(=O)C1=C(C)NC(=S)NC1c2cccc(O)c2			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	F5	65	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	monastrol	3 micromolar	CCOC(=O)C1=C(C)NC(=S)NC1c2cccc(O)c2			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	F6	66	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	monastrol	1 micromolar	CCOC(=O)C1=C(C)NC(=S)NC1c2cccc(O)c2			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	F7	67	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	monastrol	0.3 micromolar	CCOC(=O)C1=C(C)NC(=S)NC1c2cccc(O)c2			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	F8	68	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	monastrol	0.1 micromolar	CCOC(=O)C1=C(C)NC(=S)NC1c2cccc(O)c2			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	F9	69	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	monastrol	0.03 micromolar	CCOC(=O)C1=C(C)NC(=S)NC1c2cccc(O)c2			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	F10	70	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	monastrol	0.01 micromolar	CCOC(=O)C1=C(C)NC(=S)NC1c2cccc(O)c2			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	F11	71	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	DMSO				negative control	DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	G2	74	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	taxol	0.3 micromolar	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	G3	75	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	AZ-I	30 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	G4	76	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	AZ-I	10 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	G5	77	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	AZ-I	3 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	G6	78	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	AZ-I	1 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	G7	79	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	AZ-I	0.3 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	G8	80	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	AZ-I	0.1 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	G9	81	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	AZ-I	0.03 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	G10	82	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	AZ-I	0.01 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week1_22401	G11	83	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week1	DMSO				negative control	DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	B2	14	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	DMSO				negative control	DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	B3	15	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	Cdk1/2 inhibitor (NU6102)	10 micromolar	NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c4nc[nH]c4n2)cc1			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	B4	16	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	Cdk1/2 inhibitor (NU6102)	3 micromolar	NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c4nc[nH]c4n2)cc1			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	B5	17	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	Cdk1/2 inhibitor (NU6102)	1 micromolar	NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c4nc[nH]c4n2)cc1			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	B6	18	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	Cdk1/2 inhibitor (NU6102)	0.3 micromolar	NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c4nc[nH]c4n2)cc1			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	B7	19	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	Cdk1/2 inhibitor (NU6102)	0.1 micromolar	NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c4nc[nH]c4n2)cc1			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	B8	20	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	Cdk1/2 inhibitor (NU6102)	0.03 micromolar	NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c4nc[nH]c4n2)cc1			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	B9	21	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	Cdk1/2 inhibitor (NU6102)	0.01 micromolar	NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c4nc[nH]c4n2)cc1			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	B10	22	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	Cdk1/2 inhibitor (NU6102)	0.003 micromolar	NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c4nc[nH]c4n2)cc1			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	B11	23	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	taxol	0.3 micromolar	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	C2	26	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	DMSO				negative control	DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	C3	27	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	AZ138	30 micromolar	CC[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4ccccc4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	C4	28	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	AZ138	10 micromolar	CC[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4ccccc4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	C5	29	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	AZ138	3 micromolar	CC[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4ccccc4	Eg5 inhibitors		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	C6	30	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	AZ138	1 micromolar	CC[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4ccccc4	Eg5 inhibitors		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	C7	31	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	AZ138	0.3 micromolar	CC[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4ccccc4	Eg5 inhibitors		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	C8	32	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	AZ138	0.1 micromolar	CC[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4ccccc4	Eg5 inhibitors		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	C9	33	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	AZ138	0.03 micromolar	CC[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4ccccc4	Eg5 inhibitors		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	C10	34	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	AZ138	0.01 micromolar	CC[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4ccccc4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	C11	35	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	taxol	0.3 micromolar	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	D2	38	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	DMSO				negative control	DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	D3	39	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	AZ-U	30 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	D4	40	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	AZ-U	10 micromolar		Epithelial		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	D5	41	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	AZ-U	3 micromolar		Epithelial		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	D6	42	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	AZ-U	1 micromolar		Epithelial		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	D7	43	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	AZ-U	0.3 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	D8	44	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	AZ-U	0.1 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	D9	45	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	AZ-U	0.03 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	D10	46	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	AZ-U	0.01 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	D11	47	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	taxol	0.3 micromolar	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	E2	50	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	taxol	0.3 micromolar	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	E3	51	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	temozolomide	20 micromolar	CN1N=Nc2c(ncn2C1=O)C(=O)N			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	E4	52	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	temozolomide	6 micromolar	CN1N=Nc2c(ncn2C1=O)C(=O)N			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	E5	53	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	temozolomide	2 micromolar	CN1N=Nc2c(ncn2C1=O)C(=O)N			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	E6	54	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	temozolomide	0.6 micromolar	CN1N=Nc2c(ncn2C1=O)C(=O)N			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	E7	55	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	temozolomide	0.2 micromolar	CN1N=Nc2c(ncn2C1=O)C(=O)N			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	E8	56	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	temozolomide	0.06 micromolar	CN1N=Nc2c(ncn2C1=O)C(=O)N			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	E9	57	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	temozolomide	0.02 micromolar	CN1N=Nc2c(ncn2C1=O)C(=O)N			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	E10	58	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	temozolomide	0.006 micromolar	CN1N=Nc2c(ncn2C1=O)C(=O)N			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	E11	59	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	DMSO				negative control	DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	F2	62	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	taxol	0.3 micromolar	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	F3	63	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	TKK	10 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	F4	64	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	TKK	3 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	F5	65	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	TKK	1 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	F6	66	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	TKK	0.3 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	F7	67	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	TKK	0.1 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	F8	68	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	TKK	0.03 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	F9	69	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	TKK	0.01 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	F10	70	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	TKK	0.003 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	F11	71	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	DMSO				negative control	DAPI:DNA;Phallodin:F-actin;B-tubulin
Week10_40111	G2	74	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week10	taxol	0.3 micromolar	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
