Source Name	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Strain]	Characteristics [Genotype]	Characteristics [Genomic Separation Of Operators]	Characteristics [Cell Identifier]	Protocol REF	Protocol REF	Assay Name	Experimental Condition [Genomic Separation Of Operators]	Experimental Condition [Cell Identifier]	Channels	Dataset Name	Image File Path	Image Name	Comment [Associated File]	Comment [Image File Type]
DD1471_v_upper_t_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1471	"TetO between ATG2 and ZWF1, LacO between SSU72 and SNR19"	42kb	DD1471_v_upper_t_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 42kb	42kb	DD1471_v_upper_t_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 42kb	./ProcessedVideos/42kb/v_upper_t_lower_ALX.dv	v_upper_t_lower_ALX.dv		derived
DD1471_x_upper_z_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1471	"TetO between ATG2 and ZWF1, LacO between SSU72 and SNR19"	42kb	DD1471_x_upper_z_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 42kb	42kb	DD1471_x_upper_z_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 42kb	./RawVideos/42kb/x_upper_z_lower.dv	x_upper_z_lower.dv	x_upper_z_lower.log	raw
DD1471_x_upper_z_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1471	"TetO between ATG2 and ZWF1, LacO between SSU72 and SNR19"	42kb	DD1471_x_upper_z_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 42kb	42kb	DD1471_x_upper_z_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 42kb	./ProcessedVideos/42kb/x_upper_z_lower_ALX.dv	x_upper_z_lower_ALX.dv		derived
DD1471_y_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1471	"TetO between ATG2 and ZWF1, LacO between SSU72 and SNR19"	42kb	DD1471_y_upper	growth protocol	image aquistion and feature extraction protocol	Genomic separation 42kb	42kb	DD1471_y_upper	mCherry: operator 1; GFP: operator 2	Genomic separation 42kb	./RawVideos/42kb/y_upper.dv	y_upper.dv	y_upper.log	raw
DD1471_y_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1471	"TetO between ATG2 and ZWF1, LacO between SSU72 and SNR19"	42kb	DD1471_y_upper	growth protocol	image aquistion and feature extraction protocol	Genomic separation 42kb	42kb	DD1471_y_upper	mCherry: operator 1; GFP: operator 2	Genomic separation 42kb	./ProcessedVideos/42kb/y_upper_ALX.dv	y_upper_ALX.dv		derived
DD1472_cc_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1472	"TetO between INN1 and RPC31, LacO between SPC98 and ESBP6"	51kb	DD1472_cc_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 51kb	51kb	DD1472_cc_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 51kb	./RawVideos/51kb/cc_lower.dv	cc_lower.dv	cc_lower.log	raw
DD1472_cc_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1472	"TetO between INN1 and RPC31, LacO between SPC98 and ESBP6"	51kb	DD1472_cc_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 51kb	51kb	DD1472_cc_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 51kb	./ProcessedVideos/51kb/cc_lower_ALX.dv	cc_lower_ALX.dv		derived
DD1472_dd_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1472	"TetO between INN1 and RPC31, LacO between SPC98 and ESBP6"	51kb	DD1472_dd_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 51kb	51kb	DD1472_dd_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 51kb	./RawVideos/51kb/dd_lower.dv	dd_lower.dv	dd_lower.log	raw
DD1472_dd_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1472	"TetO between INN1 and RPC31, LacO between SPC98 and ESBP6"	51kb	DD1472_dd_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 51kb	51kb	DD1472_dd_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 51kb	./ProcessedVideos/51kb/dd_lower_ALX.dv	dd_lower_ALX.dv		derived
DD1472_gg_upper_ee_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1472	"TetO between INN1 and RPC31, LacO between SPC98 and ESBP6"	51kb	DD1472_gg_upper_ee_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 51kb	51kb	DD1472_gg_upper_ee_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 51kb	./RawVideos/51kb/gg_upper_ee_lower.dv	gg_upper_ee_lower.dv	gg_upper_ee_lower.log	raw
DD1472_gg_upper_ee_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1472	"TetO between INN1 and RPC31, LacO between SPC98 and ESBP6"	51kb	DD1472_gg_upper_ee_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 51kb	51kb	DD1472_gg_upper_ee_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 51kb	./ProcessedVideos/51kb/gg_upper_ee_lower_ALX.dv	gg_upper_ee_lower_ALX.dv		derived
DD1472_hh_upper_ff_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1472	"TetO between INN1 and RPC31, LacO between SPC98 and ESBP6"	51kb	DD1472_hh_upper_ff_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 51kb	51kb	DD1472_hh_upper_ff_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 51kb	./RawVideos/51kb/hh_upper_ff_lower.dv	hh_upper_ff_lower.dv	hh_upper_ff_lower.log	raw
DD1472_hh_upper_ff_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1472	"TetO between INN1 and RPC31, LacO between SPC98 and ESBP6"	51kb	DD1472_hh_upper_ff_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 51kb	51kb	DD1472_hh_upper_ff_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 51kb	./ProcessedVideos/51kb/hh_upper_ff_lower_ALX.dv	hh_upper_ff_lower_ALX.dv		derived
DD1472_ii_upper_oo_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1472	"TetO between INN1 and RPC31, LacO between SPC98 and ESBP6"	51kb	DD1472_ii_upper_oo_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 51kb	51kb	DD1472_ii_upper_oo_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 51kb	./RawVideos/51kb/ii_upper_oo_lower.dv	ii_upper_oo_lower.dv	ii_upper_oo_lower.log	raw
DD1472_ii_upper_oo_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1472	"TetO between INN1 and RPC31, LacO between SPC98 and ESBP6"	51kb	DD1472_ii_upper_oo_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 51kb	51kb	DD1472_ii_upper_oo_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 51kb	./ProcessedVideos/51kb/ii_upper_oo_lower_ALX.dv	ii_upper_oo_lower_ALX.dv		derived
DD1472_kk_upper_jj_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1472	"TetO between INN1 and RPC31, LacO between SPC98 and ESBP6"	51kb	DD1472_kk_upper_jj_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 51kb	51kb	DD1472_kk_upper_jj_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 51kb	./RawVideos/51kb/kk_upper_jj_lower.dv	kk_upper_jj_lower.dv	kk_upper_jj_lower.log	raw
DD1472_kk_upper_jj_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1472	"TetO between INN1 and RPC31, LacO between SPC98 and ESBP6"	51kb	DD1472_kk_upper_jj_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 51kb	51kb	DD1472_kk_upper_jj_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 51kb	./ProcessedVideos/51kb/kk_upper_jj_lower_ALX.dv	kk_upper_jj_lower_ALX.dv		derived
DD1472_mm_upper_ll_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1472	"TetO between INN1 and RPC31, LacO between SPC98 and ESBP6"	51kb	DD1472_mm_upper_ll_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 51kb	51kb	DD1472_mm_upper_ll_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 51kb	./RawVideos/51kb/mm_upper_ll_lower.dv	mm_upper_ll_lower.dv	mm_upper_ll_lower.log	raw
DD1472_mm_upper_ll_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1472	"TetO between INN1 and RPC31, LacO between SPC98 and ESBP6"	51kb	DD1472_mm_upper_ll_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 51kb	51kb	DD1472_mm_upper_ll_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 51kb	./ProcessedVideos/51kb/mm_upper_ll_lower_ALX.dv	mm_upper_ll_lower_ALX.dv		derived
DD1472_nn_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1472	"TetO between INN1 and RPC31, LacO between SPC98 and ESBP6"	51kb	DD1472_nn_upper	growth protocol	image aquistion and feature extraction protocol	Genomic separation 51kb	51kb	DD1472_nn_upper	mCherry: operator 1; GFP: operator 2	Genomic separation 51kb	./RawVideos/51kb/nn_upper.dv	nn_upper.dv	nn_upper.log	raw
DD1472_nn_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1472	"TetO between INN1 and RPC31, LacO between SPC98 and ESBP6"	51kb	DD1472_nn_upper	growth protocol	image aquistion and feature extraction protocol	Genomic separation 51kb	51kb	DD1472_nn_upper	mCherry: operator 1; GFP: operator 2	Genomic separation 51kb	./ProcessedVideos/51kb/nn_upper_ALX.dv	nn_upper_ALX.dv		derived
DD1472_pp_upper_tt_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1472	"TetO between INN1 and RPC31, LacO between SPC98 and ESBP6"	51kb	DD1472_pp_upper_tt_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 51kb	51kb	DD1472_pp_upper_tt_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 51kb	./RawVideos/51kb/pp_upper_tt_lower.dv	pp_upper_tt_lower.dv	pp_upper_tt_lower.log	raw
DD1472_pp_upper_tt_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1472	"TetO between INN1 and RPC31, LacO between SPC98 and ESBP6"	51kb	DD1472_pp_upper_tt_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 51kb	51kb	DD1472_pp_upper_tt_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 51kb	./ProcessedVideos/51kb/pp_upper_tt_lower_ALX.dv	pp_upper_tt_lower_ALX.dv		derived
DD1472_rr_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1472	"TetO between INN1 and RPC31, LacO between SPC98 and ESBP6"	51kb	DD1472_rr_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 51kb	51kb	DD1472_rr_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 51kb	./RawVideos/51kb/rr_lower.dv	rr_lower.dv	rr_lower.log	raw
DD1472_rr_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1472	"TetO between INN1 and RPC31, LacO between SPC98 and ESBP6"	51kb	DD1472_rr_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 51kb	51kb	DD1472_rr_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 51kb	./ProcessedVideos/51kb/rr_lower_ALX.dv	rr_lower_ALX.dv		derived
DD1472_ss_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1472	"TetO between INN1 and RPC31, LacO between SPC98 and ESBP6"	51kb	DD1472_ss_upper	growth protocol	image aquistion and feature extraction protocol	Genomic separation 51kb	51kb	DD1472_ss_upper	mCherry: operator 1; GFP: operator 2	Genomic separation 51kb	./RawVideos/51kb/ss_upper.dv	ss_upper.dv	ss_upper.log	raw
DD1472_ss_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1472	"TetO between INN1 and RPC31, LacO between SPC98 and ESBP6"	51kb	DD1472_ss_upper	growth protocol	image aquistion and feature extraction protocol	Genomic separation 51kb	51kb	DD1472_ss_upper	mCherry: operator 1; GFP: operator 2	Genomic separation 51kb	./ProcessedVideos/51kb/ss_upper_ALX.dv	ss_upper_ALX.dv		derived
DD1472_uu_upper_qq_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1472	"TetO between INN1 and RPC31, LacO between SPC98 and ESBP6"	51kb	DD1472_uu_upper_qq_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 51kb	51kb	DD1472_uu_upper_qq_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 51kb	./RawVideos/51kb/uu_upper_qq_lower.dv	uu_upper_qq_lower.dv	uu_upper_qq_lower.log	raw
DD1472_uu_upper_qq_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1472	"TetO between INN1 and RPC31, LacO between SPC98 and ESBP6"	51kb	DD1472_uu_upper_qq_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 51kb	51kb	DD1472_uu_upper_qq_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 51kb	./ProcessedVideos/51kb/uu_upper_qq_lower_ALX.dv	uu_upper_qq_lower_ALX.dv		derived
DD1472_vv_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1472	"TetO between INN1 and RPC31, LacO between SPC98 and ESBP6"	51kb	DD1472_vv_upper	growth protocol	image aquistion and feature extraction protocol	Genomic separation 51kb	51kb	DD1472_vv_upper	mCherry: operator 1; GFP: operator 2	Genomic separation 51kb	./RawVideos/51kb/vv_upper.dv	vv_upper.dv	vv_upper.log	raw
DD1472_vv_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1472	"TetO between INN1 and RPC31, LacO between SPC98 and ESBP6"	51kb	DD1472_vv_upper	growth protocol	image aquistion and feature extraction protocol	Genomic separation 51kb	51kb	DD1472_vv_upper	mCherry: operator 1; GFP: operator 2	Genomic separation 51kb	./ProcessedVideos/51kb/vv_upper_ALX.dv	vv_upper_ALX.dv		derived
DD1473_a_upper_d_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_a_upper_d_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_a_upper_d_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./RawVideos/64kb/a_upper_d_lower.dv	a_upper_d_lower.dv	a_upper_d_lower.log	raw
DD1473_a_upper_d_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_a_upper_d_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_a_upper_d_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./ProcessedVideos/64kb/a_upper_d_lower_ALX.dv	a_upper_d_lower_ALX.dv		derived
DD1473_b_upper_c_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_b_upper_c_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_b_upper_c_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./RawVideos/64kb/b_upper_c_lower.dv	b_upper_c_lower.dv	b_upper_c_lower.log	raw
DD1473_b_upper_c_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_b_upper_c_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_b_upper_c_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./ProcessedVideos/64kb/b_upper_c_lower_ALX.dv	b_upper_c_lower_ALX.dv		derived
DD1473_bb_upper_x_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_bb_upper_x_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_bb_upper_x_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./RawVideos/64kb/bb_upper_x_lower.dv	bb_upper_x_lower.dv	bb_upper_x_lower.log	raw
DD1473_bb_upper_x_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_bb_upper_x_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_bb_upper_x_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./ProcessedVideos/64kb/bb_upper_x_lower_ALX.dv	bb_upper_x_lower_ALX.dv		derived
DD1473_cc_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_cc_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_cc_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./RawVideos/64kb/cc_lower.dv	cc_lower.dv	cc_lower.log	raw
DD1473_cc_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_cc_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_cc_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./ProcessedVideos/64kb/cc_lower_ALX.dv	cc_lower_ALX.dv		derived
DD1473_dd_upper_y_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_dd_upper_y_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_dd_upper_y_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./RawVideos/64kb/dd_upper_y_lower.dv	dd_upper_y_lower.dv	dd_upper_y_lower.log	raw
DD1473_dd_upper_y_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_dd_upper_y_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_dd_upper_y_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./ProcessedVideos/64kb/dd_upper_y_lower_ALX.dv	dd_upper_y_lower_ALX.dv		derived
DD1473_e_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_e_upper	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_e_upper	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./RawVideos/64kb/e_upper.dv	e_upper.dv	e_upper.log	raw
DD1473_e_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_e_upper	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_e_upper	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./ProcessedVideos/64kb/e_upper_ALX.dv	e_upper_ALX.dv		derived
DD1473_g_upper_f_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_g_upper_f_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_g_upper_f_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./RawVideos/64kb/g_upper_f_lower.dv	g_upper_f_lower.dv	g_upper_f_lower.log	raw
DD1473_g_upper_f_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_g_upper_f_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_g_upper_f_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./ProcessedVideos/64kb/g_upper_f_lower_ALX.dv	g_upper_f_lower_ALX.dv		derived
DD1473_h_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_h_upper	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_h_upper	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./RawVideos/64kb/h_upper.dv	h_upper.dv	h_upper.log	raw
DD1473_h_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_h_upper	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_h_upper	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./ProcessedVideos/64kb/h_upper_ALX.dv	h_upper_ALX.dv		derived
DD1473_i_upper_j_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_i_upper_j_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_i_upper_j_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./RawVideos/64kb/i_upper_j_lower.dv	i_upper_j_lower.dv	i_upper_j_lower.log	raw
DD1473_i_upper_j_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_i_upper_j_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_i_upper_j_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./ProcessedVideos/64kb/i_upper_j_lower_ALX.dv	i_upper_j_lower_ALX.dv		derived
DD1473_m_upper_l_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_m_upper_l_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_m_upper_l_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./RawVideos/64kb/m_upper_l_lower.dv	m_upper_l_lower.dv	m_upper_l_lower.log	raw
DD1473_m_upper_l_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_m_upper_l_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_m_upper_l_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./ProcessedVideos/64kb/m_upper_l_lower_ALX.dv	m_upper_l_lower_ALX.dv		derived
DD1473_n_upper_k_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_n_upper_k_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_n_upper_k_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./RawVideos/64kb/n_upper_k_lower.dv	n_upper_k_lower.dv	n_upper_k_lower.log	raw
DD1473_n_upper_k_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_n_upper_k_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_n_upper_k_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./ProcessedVideos/64kb/n_upper_k_lower_ALX.dv	n_upper_k_lower_ALX.dv		derived
DD1473_o_upper_r_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_o_upper_r_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_o_upper_r_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./RawVideos/64kb/o_upper_r_lower.dv	o_upper_r_lower.dv	o_upper_r_lower.log	raw
DD1473_o_upper_r_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_o_upper_r_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_o_upper_r_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./ProcessedVideos/64kb/o_upper_r_lower_ALX.dv	o_upper_r_lower_ALX.dv		derived
DD1473_p_upper_q_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_p_upper_q_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_p_upper_q_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./RawVideos/64kb/p_upper_q_lower.dv	p_upper_q_lower.dv	p_upper_q_lower.log	raw
DD1473_p_upper_q_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_p_upper_q_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_p_upper_q_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./ProcessedVideos/64kb/p_upper_q_lower_ALX.dv	p_upper_q_lower_ALX.dv		derived
DD1473_s_upper_v_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_s_upper_v_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_s_upper_v_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./RawVideos/64kb/s_upper_v_lower.dv	s_upper_v_lower.dv	s_upper_v_lower.log	raw
DD1473_s_upper_v_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_s_upper_v_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_s_upper_v_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./ProcessedVideos/64kb/s_upper_v_lower_ALX.dv	s_upper_v_lower_ALX.dv		derived
