Plate,Well Number,Well,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,ORF Identifier,hORFeome V5.1 Clone Description,ORF Comments,Reagent Design Gene Annotation Build,Gene Identifier,Gene Symbol,Analysis Gene Annotation Build,Control Type,Control Comments,Channels,Comments,Scored As Nuclear Foci At Initial Stage,Subcellular Localization Based On Secondary Screening,Scored Subcellular Localization By Secondary Screening,Has Phenotype,Phenotype Annotation Level,Phenotype 1,Phenotype 1 Term Name,Phenotype 1 Term Accession,Phenotype 2,Phenotype 2 Term Name,Phenotype 2 Term Accession,Phenotype 3,Phenotype 3 Term Name,Phenotype 3 Term Accession,Phenotype 4,Phenotype 4 Term Name,Phenotype 4 Term Accession,Phenotype 5,Phenotype 5 Term Name,Phenotype 5 Term Accession,Phenotype 6,Phenotype 6 Term Name,Phenotype 6 Term Accession,Phenotype 7,Phenotype 7 Term Name,Phenotype 7 Term Accession,Phenotype 8,Phenotype 8 Term Name,Phenotype 8 Term Accession
11042,53,E5,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,2248,Homo sapiens vesicle-associated membrane protein 4,hORFeome V5.1 identifier,,8674,VAMP4,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,54,E6,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,8624,Homo sapiens APG4 autophagy 4 homolog D (S. cerevisiae,hORFeome V5.1 identifier,,84971,ATG4D,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,55,E7,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,8297,"Homo sapiens hemoglobin, zeta",hORFeome V5.1 identifier,,3050,HBZ,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,56,E8,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,7003,Homo sapiens FK506 binding protein 9-like,hORFeome V5.1 identifier,,360132,FKBP9L,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,57,E9,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,4983,"Homo sapiens adaptor-related protein complex 2, sigma 1 subunit",hORFeome V5.1 identifier,,1175,AP2S1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,58,E10,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,6787,Homo sapiens translocase of outer mitochondrial membrane 22 homolog (yeast,hORFeome V5.1 identifier,,56993,TOMM22,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,59,E11,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,7027,"Homo sapiens myosin, heavy polypeptide 9, non-muscle",hORFeome V5.1 identifier,,4627,MYH9,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,60,E12,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,1902,Homo sapiens hypothetical protein MGC33212,hORFeome V5.1 identifier,,255758,TCTEX1D2,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,61,F1,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,1918,Homo sapiens hypothetical protein MGC34034,hORFeome V5.1 identifier,,154089,MGC34034,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,62,F2,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,2408,"Homo sapiens mitochondrial ribosomal protein L42, transcript variant 2",hORFeome V5.1 identifier,,28977,MRPL42,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,63,F3,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,5982,Homo sapiens coactosin-like 1 (Dictyostelium,hORFeome V5.1 identifier,,23406,COTL1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,64,F4,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,9026,Homo sapiens sterol carrier protein 2,hORFeome V5.1 identifier,,6342,SCP2,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,65,F5,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,962,"Homo sapiens eukaryotic translation initiation factor 1A, X-linked",hORFeome V5.1 identifier,,1964,EIF1AX,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,66,F6,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,8531,Homo sapiens hypothetical protein MGC35361,hORFeome V5.1 identifier,,222234,FAM185A,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,67,F7,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,6635,Homo sapiens cell death-regulatory protein GRIM19,hORFeome V5.1 identifier,,51079,NDUFA13,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,68,F8,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,9118,Homo sapiens serine/threonine kinase 10,hORFeome V5.1 identifier,,6793,STK10,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,69,F9,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,5491,Homo sapiens HSPCO34 protein,hORFeome V5.1 identifier,,51668,HSPB11,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,70,F10,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,5649,"Homo sapiens eukaryotic translation initiation factor 1A, Y-linked",hORFeome V5.1 identifier,,9086,EIF1AY,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,71,F11,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,5677,Homo sapiens SRB7 suppressor of RNA polymerase B homolog (yeast,hORFeome V5.1 identifier,,9412,MED21,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,72,F12,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,5812,"Homo sapiens phospholipase A2, group IIA (platelets, synovial fluid",hORFeome V5.1 identifier,,5320,PLA2G2A,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,73,G1,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,1284,Homo sapiens 6-pyruvoyltetrahydropterin synthase,hORFeome V5.1 identifier,,5805,PTS,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,74,G2,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,8249,Homo sapiens hypothetical protein MGC35558,hORFeome V5.1 identifier,,219833,C11orf45,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,75,G3,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,8304,"Homo sapiens phospholipase A2, group IID",hORFeome V5.1 identifier,,26279,PLA2G2D,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,76,G4,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,5572,Homo sapiens ubiquitin-conjugating enzyme E2 variant 2,hORFeome V5.1 identifier,,7336,UBE2V2,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,77,G5,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,60,Homo sapiens jumping translocation breakpoint,hORFeome V5.1 identifier,,10899,JTB,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,78,G6,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,2612,"Homo sapiens thyroid hormone responsive (SPOT14 homolog, rat",hORFeome V5.1 identifier,,7069,THRSP,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,79,G7,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,6404,Homo sapiens prolactin-induced protein,hORFeome V5.1 identifier,,5304,PIP,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,80,G8,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,6821,Homo sapiens ribosomal protein S16,hORFeome V5.1 identifier,,6217,RPS16,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,81,G9,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,4349,"Homo sapiens G antigen, family B, 1 (prostate associated",hORFeome V5.1 identifier,,8712,PAGE1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,82,G10,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,8999,"Homo sapiens transthyretin (prealbumin, amyloidosis type I",hORFeome V5.1 identifier,,7276,TTR,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,83,G11,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,5743,"Homo sapiens ubiquitin-conjugating enzyme E2D 1 (UBC4/5 homolog, yeast",hORFeome V5.1 identifier,,7321,UBE2D1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,84,G12,,,,,,,,,,,,,,,,,annotation not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,85,H1,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,5472,Homo sapiens ribosomal protein L27a,hORFeome V5.1 identifier,,6157,RPL27A,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,86,H2,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,7334,Homo sapiens DKFZp564J157 protein,hORFeome V5.1 identifier,,54458,PRR13,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,87,H3,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,4375,Homo sapiens gastrin-releasing peptide,hORFeome V5.1 identifier,,2922,GRP,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,88,H4,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,395,"Homo sapiens calmodulin 1 (phosphorylase kinase, delta",hORFeome V5.1 identifier,,801,CALM1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,89,H5,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,1080,Homo sapiens hypothetical protein MGC5395,hORFeome V5.1 identifier,,79026,AHNAK,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,90,H6,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,8180,Homo sapiens calmodulin-like 3,hORFeome V5.1 identifier,,810,CALML3,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,91,H7,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,3484,"Homo sapiens calmodulin 1 (phosphorylase kinase, delta",hORFeome V5.1 identifier,,808,CALM3,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,92,H8,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,5580,"Homo sapiens C-type (calcium dependent, carbohydrate-recognition domain) lectin, superfamily member 2 (activation-induced",hORFeome V5.1 identifier,,9976,CLEC2B,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,93,H9,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,5697,"Homo sapiens calmodulin 2 (phosphorylase kinase, delta",hORFeome V5.1 identifier,,805,CALM2,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,94,H10,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,5671,Homo sapiens chromosome 15 open reading frame 15,hORFeome V5.1 identifier,,51187,RSL24D1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,95,H11,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,6362,Homo sapiens glycophorin A (includes MN blood group,hORFeome V5.1 identifier,,2993,GYPA,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,96,H12,,,,,,,,,,,,,,,,,annotation not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,1,A1,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,5126,"Homo sapiens phosphodiesterase 6D, cGMP-specific, rod, delta",hORFeome V5.1 identifier,,5147,PDE6D,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,2,A2,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,6402,"Homo sapiens DnaJ (Hsp40) homolog, subfamily D, member 1",hORFeome V5.1 identifier,,29103,DNAJC15,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,3,A3,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,5471,"Homo sapiens myosin, light polypeptide 1, alkali; skeletal, fast, transcript variant 3f",hORFeome V5.1 identifier,,4632,MYL1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,4,A4,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,5645,Homo sapiens glycophorin A (includes MN blood group,hORFeome V5.1 identifier,,2993,GYPA,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,5,A5,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,921,Homo sapiens ribosomal protein S14,hORFeome V5.1 identifier,,6208,RPS14,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,yes,yes,Nucleolus,yes,single replicate of reagent,,,,,,,,,,protein localized in nucleolus,protein localized in nucleolus phenotype,CMPO_0000397,,,,,,,,,,,,
11043,6,A6,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,4229,"Homo sapiens MAX protein, transcript variant 2",hORFeome V5.1 identifier,,4149,MAX,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,7,A7,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,5577,Homo sapiens chromosome 14 open reading frame 168,hORFeome V5.1 identifier,,83544,DNAL1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,8,A8,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,5974,"Homo sapiens myosin, light polypeptide 6, alkali, smooth muscle and non-muscle, transcript variant 1",hORFeome V5.1 identifier,,4637,MYL6,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,9,A9,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,8488,Homo sapiens chromosome 9 open reading frame 62,hORFeome V5.1 identifier,,157927,C9orf62,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,10,A10,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,5728,Homo sapiens ubiquitin-conjugating enzyme E2B (RAD6 homolog,hORFeome V5.1 identifier,,7320,UBE2B,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,11,A11,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,5771,Homo sapiens microsomal glutathione S-transferase 3,hORFeome V5.1 identifier,,4259,MGST3,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,12,A12,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,4318,"Homo sapiens chemokine-like factor, transcript variant 1",hORFeome V5.1 identifier,,51192,CKLF,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,13,B1,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,4792,Homo sapiens prostaglandin E synthase,hORFeome V5.1 identifier,,9536,PTGES,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,14,B2,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,8738,"Homo sapiens SCAN domain containing 2, transcript variant 6",hORFeome V5.1 identifier,,54581,SCAND2,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,15,B3,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,7092,Homo sapiens hypothetical protein LOC339047,hORFeome V5.1 identifier,,339047,,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,16,B4,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,5492,Homo sapiens hypothetical protein LOC51240,hORFeome V5.1 identifier,,94101,ORMDL1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,17,B5,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,5718,Homo sapiens natriuretic peptide precursor A,hORFeome V5.1 identifier,,4878,NPPA,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,18,B6,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,5687,Homo sapiens KIAA1143 protein,hORFeome V5.1 identifier,,57456,KIAA1143,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,19,B7,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,8538,Homo sapiens chromosome 10 open reading frame 111,hORFeome V5.1 identifier,,221060,C10orf111,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,20,B8,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,4781,"Homo sapiens ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c",hORFeome V5.1 identifier,,527,ATP6V0C,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,21,B9,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,4939,"Homo sapiens ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c",hORFeome V5.1 identifier,,527,ATP6V0C,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,22,B10,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,5101,Homo sapiens hypothetical protein MGC31957,hORFeome V5.1 identifier,,254896,LOC254896,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,23,B11,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,4584,Homo sapiens chromosome 6 open reading frame 82,hORFeome V5.1 identifier,,51596,CUTA,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,24,B12,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,8893,"Homo sapiens calpain 3, (p94), transcript variant 5",hORFeome V5.1 identifier,,825,CAPN3,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,25,C1,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,8951,Homo sapiens zinc finger protein 607,hORFeome V5.1 identifier,,84775,ZNF607,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,26,C2,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,5532,"Homo sapiens ribonuclease, RNase A family, 1 (pancreatic",hORFeome V5.1 identifier,,6035,RNASE1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,27,C3,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,8282,Homo sapiens similar to CG4995 gene product,hORFeome V5.1 identifier,,153328,SLC25A48,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,28,C4,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,9059,"Homo sapiens secretory carrier membrane protein 1, transcript variant 2",hORFeome V5.1 identifier,,9522,SCAMP1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,29,C5,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,8670,"Homo sapiens lectin, mannose-binding, 1 like",hORFeome V5.1 identifier,,594855,CPLX3,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,30,C6,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,6364,Homo sapiens hypothetical protein FLJ10241,hORFeome V5.1 identifier,,55101,ATP5SL,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,31,C7,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,6363,"Homo sapiens succinate dehydrogenase complex, subunit D, integral membrane protein",hORFeome V5.1 identifier,,6392,SDHD,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,32,C8,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,8243,"Homo sapiens S-phase kinase-associated protein 1A (p19A), transcript variant 1",hORFeome V5.1 identifier,,6500,SKP1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,33,C9,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,4384,"Homo sapiens MAX protein, transcript variant 1",hORFeome V5.1 identifier,,4149,MAX,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,34,C10,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,7323,"Homo sapiens peripheral myelin protein 22, transcript variant 2",hORFeome V5.1 identifier,,5376,PMP22,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,35,C11,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,5511,Homo sapiens M-phase phosphoprotein 6,hORFeome V5.1 identifier,,10200,MPHOSPH6,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,36,C12,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,5650,"Homo sapiens troponin C2, fast",hORFeome V5.1 identifier,,7125,TNNC2,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
11043,37,D1,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,1504,"Homo sapiens RNA binding motif protein, Y-linked, family 2, pseudogene",hORFeome V5.1 identifier,,159162,RBMY2FP,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
