Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Characteristics [Replicate Group],Experimental Condition [Targeted Protein],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Gene Symbol Synonyms],Comment [Gene Annotation Comments],Experimental Condition [Antibody],Channels,Comment [Image File Comments],Comment [Image File Type],NumberOfImages,NumberOfParticles,RadialDistance,SEMerror,Has Phenotype,Phenotype Annotation Level,Phenotype 1,Phenotype 1 Term Name,Phenotype 1 Term Accession
Nup160-aa941-1436_antibody_3,SUM_trans_norm.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup160-aa941-1436_antibody_3,Nup160,ENSG00000030066,NUP160,"FLJ22583, KIAA0197, NUP120","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup160-aa941-1436 antibody,greyscale,,derived,5,3151,58.3 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup160-aa941-1436_antibody_3,trans_norm.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup160-aa941-1436_antibody_3,Nup160,ENSG00000030066,NUP160,"FLJ22583, KIAA0197, NUP120","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup160-aa941-1436 antibody,greyscale,,derived,5,3151,58.3 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup160-aa941-1436_antibody_4,all_particles.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup160-aa941-1436_antibody_4,Nup160,ENSG00000030066,NUP160,"FLJ22583, KIAA0197, NUP120","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup160-aa941-1436 antibody,greyscale,,derived,5,3151,58.3 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup160-aa941-1436_antibody_4,nup160_corr1_low500_2.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup160-aa941-1436_antibody_4,Nup160,ENSG00000030066,NUP160,"FLJ22583, KIAA0197, NUP120","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup160-aa941-1436 antibody,greyscale,,raw,5,3151,58.3 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup160-aa941-1436_antibody_4,nup160_corr1_low500_4.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup160-aa941-1436_antibody_4,Nup160,ENSG00000030066,NUP160,"FLJ22583, KIAA0197, NUP120","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup160-aa941-1436 antibody,greyscale,,raw,5,3151,58.3 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup160-aa941-1436_antibody_4,nup160_corr1_low500_5.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup160-aa941-1436_antibody_4,Nup160,ENSG00000030066,NUP160,"FLJ22583, KIAA0197, NUP120","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup160-aa941-1436 antibody,greyscale,,raw,5,3151,58.3 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup160-aa941-1436_antibody_4,nup160_corr2_low500_1.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup160-aa941-1436_antibody_4,Nup160,ENSG00000030066,NUP160,"FLJ22583, KIAA0197, NUP120","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup160-aa941-1436 antibody,greyscale,,raw,5,3151,58.3 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup160-aa941-1436_antibody_4,nup160_corr2_low500_3.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup160-aa941-1436_antibody_4,Nup160,ENSG00000030066,NUP160,"FLJ22583, KIAA0197, NUP120","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup160-aa941-1436 antibody,greyscale,,raw,5,3151,58.3 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup160-aa941-1436_antibody_4,nup160_corr2_low500_6.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup160-aa941-1436_antibody_4,Nup160,ENSG00000030066,NUP160,"FLJ22583, KIAA0197, NUP120","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup160-aa941-1436 antibody,greyscale,,raw,5,3151,58.3 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup160-aa941-1436_antibody_4,SUM_trans_norm.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup160-aa941-1436_antibody_4,Nup160,ENSG00000030066,NUP160,"FLJ22583, KIAA0197, NUP120","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup160-aa941-1436 antibody,greyscale,,derived,5,3151,58.3 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup160-aa941-1436_antibody_4,trans_norm.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup160-aa941-1436_antibody_4,Nup160,ENSG00000030066,NUP160,"FLJ22583, KIAA0197, NUP120","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup160-aa941-1436 antibody,greyscale,,derived,5,3151,58.3 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup160-aa941-1436_antibody_5,all_particles.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup160-aa941-1436_antibody_5,Nup160,ENSG00000030066,NUP160,"FLJ22583, KIAA0197, NUP120","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup160-aa941-1436 antibody,greyscale,,derived,5,3151,58.3 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup160-aa941-1436_antibody_5,nup160_corr1_low500_1.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup160-aa941-1436_antibody_5,Nup160,ENSG00000030066,NUP160,"FLJ22583, KIAA0197, NUP120","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup160-aa941-1436 antibody,greyscale,,raw,5,3151,58.3 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup160-aa941-1436_antibody_5,nup160_corr1_low500_2.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup160-aa941-1436_antibody_5,Nup160,ENSG00000030066,NUP160,"FLJ22583, KIAA0197, NUP120","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup160-aa941-1436 antibody,greyscale,,raw,5,3151,58.3 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup160-aa941-1436_antibody_5,nup160_corr2_low500_3.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup160-aa941-1436_antibody_5,Nup160,ENSG00000030066,NUP160,"FLJ22583, KIAA0197, NUP120","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup160-aa941-1436 antibody,greyscale,,raw,5,3151,58.3 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup160-aa941-1436_antibody_5,SUM_trans_norm.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup160-aa941-1436_antibody_5,Nup160,ENSG00000030066,NUP160,"FLJ22583, KIAA0197, NUP120","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup160-aa941-1436 antibody,greyscale,,derived,5,3151,58.3 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup160-aa941-1436_antibody_5,trans_norm.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup160-aa941-1436_antibody_5,Nup160,ENSG00000030066,NUP160,"FLJ22583, KIAA0197, NUP120","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup160-aa941-1436 antibody,greyscale,,derived,5,3151,58.3 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_1,all_particles.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_1,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,derived,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_1,nup96_corr1_low500_2.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_1,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,raw,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_1,nup96_corr1_low500_4.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_1,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,raw,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_1,nup96_corr2_low500_1.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_1,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,raw,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_1,nup96_corr2_low500_3.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_1,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,raw,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_1,nup96_corr2_low500_5.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_1,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,raw,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_1,SUM_trans_norm.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_1,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,derived,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_1,trans_norm.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_1,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,derived,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_2,all_particles.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_2,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,derived,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_2,nup96_corr1_low500_10.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_2,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,raw,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_2,nup96_corr1_low500_8.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_2,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,raw,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_2,nup96_corr2_low500_1.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_2,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,raw,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_2,nup96_corr2_low500_2.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_2,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,raw,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_2,nup96_corr2_low500_3.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_2,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,raw,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_2,nup96_corr2_low500_4.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_2,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,raw,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_2,nup96_corr2_low500_5.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_2,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,raw,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_2,nup96_corr2_low500_6.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_2,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,raw,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_2,nup96_corr2_low500_7.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_2,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,raw,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_2,nup96_corr2_low500_9.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_2,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,raw,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_2,SUM_trans_norm.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_2,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,derived,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_2,trans_norm.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_2,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,derived,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_3,all_particles.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_3,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,derived,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_3,nup96_corr1_low500_2.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_3,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,raw,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_3,nup96_corr1_low500_3.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_3,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,raw,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_3,nup96_corr1_low500_4.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_3,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,raw,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_3,nup96_corr1_low500_5.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_3,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,raw,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_3,nup96_corr2_low500_1.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_3,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,raw,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_3,nup96_corr2_low500_6.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_3,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,raw,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_3,SUM_trans_norm.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_3,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,derived,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_3,trans_norm.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_3,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,derived,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_4,all_particles.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_4,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,derived,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup96-aa880-900_antibody_4,nup96_corr1_low500_2.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup96-aa880-900_antibody_4,Nup96,ENSG00000110713,NUP98,"NUP96, ADAR2, NUP196, ADIR2","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup96-aa880-900 antibody,greyscale,,raw,8,11027,59 nanometers,0.1 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
