Plate	Well	Well Number	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Cell Line]	Term Source 2 REF	Term Source 2 Accession	Compound Broad Identifier	Compound Broad Identifier Short	Compound Name	Compound Source	Compound SMILES	PubChem InChIKey	Dose	Control Type	Control Comments	Channels
20592	E14	110	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-K37447567-004-05-3	BRD-K37447567	Hydrocotarnine hydrobromide	Prestwick Chemical Inc.	COc1c2OCOc2cc3CCN(C)Cc13	XXANNZJIZQTCBP-UHFFFAOYSA-N	3.31 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	E15	111	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-K38197229-001-06-7	BRD-K38197229	bumetanide	Biomol International Inc.	CCCCNc1cc(cc(c1Oc2ccccc2)S(=O)(=O)N)C(=O)O	MAEIEVLCKWDQJH-UHFFFAOYSA-N	6.86 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	E16	112	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-K65508953-001-05-5	BRD-K65508953	Monocrotaline	Prestwick Chemical Inc.	C[C@H]1C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@](C)(O)[C@]1(C)O)[C@H]23	QVCMHGGNRFRMAD-XFGHUUIASA-N	3.07 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	E17	113	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869			DMSO		CS(=O)C			negative control	mock	Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	E18	114	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869			DMSO		CS(=O)C			negative control	mock	Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	E19	115	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-K24689407-001-04-8	BRD-K24689407	Bromo-7-nitroindazole [3-Bromo-7-nitroindazole]	Biomol International Inc.	[O-][N+](=O)c1cccc2c(Br)n[nH]c12	NFSTZPMYAZRZPC-UHFFFAOYSA-N	10.33 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	E20	116	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-K38449220-001-03-8	BRD-K38449220	Seneciphylline	Prestwick Chemical Inc.	C/C=C\\1/CC(=C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@H]32	FCEVNJIUIMLVML-QPSVUOIXSA-N	3.00 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	E21	117	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-A41301928-001-02-5	BRD-A41301928	bongkrekic acid	Biomol International Inc.	COC(C/C=C/C=C/CC\\C=C/CC(C)\\C=C/C(=C\\C(=O)O)/CC(=O)O)/C(=C\\C=C(/C)\\C(=O)O)/C	SHCXABJSXUACKU-IPUKGTGASA-N	0.51 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	E22	118	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-K21565985-001-05-0	BRD-K21565985	Xylazine	Prestwick Chemical Inc.	Cc1cccc(C)c1NC2=NCCCS2	BPICBUSOMSTKRF-UHFFFAOYSA-N	4.54 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	E23	119	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-A75817871-001-02-6	BRD-A75817871	Blebbistatin	Biomol International Inc.	Cc1ccc2N=C3N(CCC3(O)C(=O)c2c1)c4ccccc4	LZAXPYOBKSJSEX-UHFFFAOYSA-N	8.55 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	E24	120	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-K67016489-003-02-3	BRD-K67016489	Convolamine hydrochloride	Prestwick Chemical Inc.	COc1ccc(cc1OC)C(=O)O[C@H]2C[C@H]3CC[C@H](C2)N3C	AEFPCFUCFQBXDQ-CHWSQXEVSA-N	2.93 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	F1	121	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869			DMSO		CS(=O)C			negative control	mock	Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	F2	122	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869			DMSO		CS(=O)C			negative control	mock	Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	F3	123	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-K93754473-048-05-3	BRD-K93754473	Tamoxifen citrate	Prestwick Chemical Inc.	CC/C(=C(\\c1ccccc1)/c2ccc(OCCN(C)C)cc2)/c3ccccc3	NKANXQFJJICGDU-QPLCGJKRSA-N	1.77 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	F4	124	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-K27450477-001-03-9	BRD-K27450477	EHNA	Biomol International Inc.	CCCCCC[C@@H]([C@@H](C)O)n1cnc2c(N)ncnc12	IOSAAWHGJUZBOG-MNOVXSKESA-N	9.01 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	F5	125	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-K61250553-003-05-8	BRD-K61250553	Loperamide hydrochloride	Prestwick Chemical Inc.	CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4	RDOIQAHITMMDAJ-UHFFFAOYSA-N	1.95 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	F6	126	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-A74904029-001-04-0	BRD-A74904029	DRB	Biomol International Inc.	OC[C@H]1O[C@H](C(O)[C@H]1O)n2cnc3cc(Cl)c(Cl)cc23	XHSQDZXAVJRBMX-AYLPWXGPSA-N	7.83 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	F7	127	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-A09533288-003-05-6	BRD-A09533288	Verapamyl hydrochloride	Prestwick Chemical Inc.	COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC	SGTNSNPWRIOYBX-UHFFFAOYSA-N	2.04 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	F8	128	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-K65814004-001-02-3	BRD-K65814004	diphenyleneiodonium	Biomol International Inc.	[I+]1c2ccccc2-c3ccccc13	QFXKXRXFBRLLPQ-UHFFFAOYSA-N	8.96 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	F9	129	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869			DMSO		CS(=O)C			negative control	mock	Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	F10	130	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869			DMSO		CS(=O)C			negative control	mock	Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	F11	131	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-K78364995-236-03-5	BRD-K78364995	Cefotaxime sodium salt	Prestwick Chemical Inc.	CO/N=C(\\C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)COC(=O)C)/c3csc(N)n3	GPRBEKHLDVQUJE-QSWIMTSFSA-N	2.09 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	F12	132	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-K93258693-001-02-5	BRD-K93258693	GW-9662	Biomol International Inc.	[O-][N+](=O)c1ccc(Cl)c(c1)C(=O)Nc2ccccc2	DNTSIBUQMRRYIU-UHFFFAOYSA-N	9.04 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	F13	133	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-A06352418-001-03-6	BRD-A06352418	Terfenadine	Prestwick Chemical Inc.	CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4	GUGOEEXESWIERI-UHFFFAOYSA-N	2.12 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	F14	134	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-A06726973-001-02-0	BRD-A06726973	dibutyrylcyclic GMP	Biomol International Inc.	CCCC(=O)Nc1nc2n(cnc2c(=O)[nH]1)C3O[C@H]4COP(=O)(O)O[C@@H]4[C@@H]3OC(=O)CCC	SWTMOFFYOXKQNN-UVQKOMKVSA-N	5.15 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	F15	135	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-A23034328-003-03-4	BRD-A23034328	Clindamycin hydrochloride	Prestwick Chemical Inc.	CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)C2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O	KDLRVYVGXIQJDK-NOWPCOIGSA-N;KDLRVYVGXIQJDK-SSDYFQDUSA-N	2.17 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	F16	136	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-A94624445-236-02-2	BRD-A94624445	dibutyrylcyclic AMP	Biomol International Inc.	CCCC(=O)Nc1ncnc2n(cnc12)[C@@H]3O[C@@H]4COP(=O)(O)O[C@H]4[C@H]3OC(=O)CCC	CJGYSWNGNKCJSB-YVLZZHOMSA-N	5.08 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	F17	137	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869			DMSO		CS(=O)C			negative control	mock	Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	F18	138	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869			DMSO		CS(=O)C			negative control	mock	Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	F19	139	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-K37249724-001-05-9	BRD-K37249724	Astemizole	Prestwick Chemical Inc.	COc1ccc(CCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5)cc1	GXDALQBWZGODGZ-UHFFFAOYSA-N	2.18 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	F20	140	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-K38775274-001-02-3	BRD-K38775274	dexamethasone	Biomol International Inc.	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO	UREBDLICKHMUKA-CXSFZGCWSA-N	6.37 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	F21	141	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-A62428732-300-03-0	BRD-A62428732	Hydroxyzine dihydrochloride	Prestwick Chemical Inc.	OCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3	ZQDWXGKKHFNSQK-UHFFFAOYSA-N	2.23 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	F22	142	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-A14344385-001-01-6	BRD-A14344385	"7-CHLORO-3-METHYL-3,4-DIHYDRO-2H-1,2,4-BENZOTHIADIAZINE-S,S-DIOXIDE"	Biomol International Inc.	CC1Nc2ccc(Cl)cc2S(=O)(=O)N1	VZRNTCHTJRLTMU-UHFFFAOYSA-N	5.00 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	F23	143	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-K39915878-036-05-3	BRD-K39915878	Loxapine succinate	Prestwick Chemical Inc.	CN1CCN(CC1)C2=Nc3ccccc3Oc4ccc(Cl)cc24	XJGVXQDUIWGIRW-UHFFFAOYSA-N	2.24 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	F24	144	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-A38675539-001-01-0	BRD-A38675539	CYCLOTHIAZIDE	Biomol International Inc.	NS(=O)(=O)c1cc2c(NC(NS2(=O)=O)C3CC4CC3C=C4)cc1Cl	BOCUKUHCLICSIY-UHFFFAOYSA-N	5.00 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	G1	145	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-K74038771-001-02-9	BRD-K74038771	bafilomycin A1	Biomol International Inc.	CO[C@H]1C=CC=C(C)C[C@H](C)[C@H](O)[C@H](C)C=C(C)C=C(OC)C(=O)O[C@@H]1[C@@H](C)[C@@H](O)[C@H](C)[C@@]2(O)C[C@@H](O)[C@H](C)[C@H](O2)C(C)C	XDHNQDDQEHDUTM-OHVCEPTPSA-N	0.40 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	G2	146	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-K59851896-001-02-4	BRD-K59851896	Calycanthine	Prestwick Chemical Inc.	CN1CC[C@]23[C@@H]4Nc5ccccc5[C@]3(CCN4C)[C@@H]1Nc6ccccc62	XSYCDVWYEVUDKQ-GXRSIYKFSA-N	2.89 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	G3	147	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869			DMSO		CS(=O)C			negative control	mock	Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	G4	148	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869			DMSO		CS(=O)C			negative control	mock	Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	G5	149	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-K64746805-001-02-9	BRD-K64746805	MBCQ	Biomol International Inc.	Clc1ccc2ncnc(NCc3ccc4OCOc4c3)c2c1	CNODHOSDWZLJGA-UHFFFAOYSA-N	7.97 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	G6	150	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-K08252256-236-05-6	BRD-K08252256	Diclofenac sodium	Prestwick Chemical Inc.	OC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl	DCOPUUMXTXDBNB-UHFFFAOYSA-N	3.13 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
20592	G7	151	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	BRD-K56077740-001-03-5	BRD-K56077740	8-methoxymethyl-IBMX	Biomol International Inc.	COCc1nc2n(CC(C)C)c(=O)n(C)c(=O)c2[nH]1	NBLBCGUCPBXKOV-UHFFFAOYSA-N	9.39 micromolar			Hoechst 33342:nucleus;concanavalin A (con A) AlexaFluor488 conjugate:endoplasmic reticulumn;SYTO 14 green fluorescent nucleic acid stain:nucleoli;wheat germ agglutinin (WGA) AlexaFluor594 conjugate:Golgi apparatus and plasma membrane;phalloidin AlexaFluor594 conjugate:F-actin;MitoTracker Deep Red: mitochondria
