Plate	Well	Plate_Well	siRNA Pool Identifier	Gene Identifier	Gene Symbol	Z-score (Spindly)	"Z-score (Large, spread)"	Z-score (Triangular)	Z-score (Fan)	"Z-score (Round, small)"	Z-score (High nuclear YAP/TAZ)	Z-score (Low nuclear YAP/TAZ)	Z-score (High total YAP/TAZ)	Z-score (Low total YAP/TAZ)	Has Phenotype	Phenotype Annotation Level	Phenotype 1	Phenotype 2	Phenotype 3	Phenotype 4	Phenotype 5	Phenotype 6	Phenotype 7	Phenotype 8	Phenotype 9
LM2_ONTARGETPlus_1A	L16	LM2_ONTARGETPlus_1A_L16	L-009546-01	23616	SH3BP1			1.740628083				-1.788894751		-2.29786243	yes	well			Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	L17	LM2_ONTARGETPlus_1A_L17	L-022051-01	26030	PLEKHG3									-1.625385849	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	L19	LM2_ONTARGETPlus_1A_L19	L-015006-00	84904	ARHGEF39									-1.733166743	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	L23	LM2_ONTARGETPlus_1A_L23	M-004632-00	26524	LATS2		1.754425239				3.585020412			-5.069251549	yes	well		"Large, spread"				High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	L3	LM2_ONTARGETPlus_1A_L3	L-014040-01	23348	DOCK9			1.504993324				-2.424495796		-4.045144118	yes	well			Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	L4	LM2_ONTARGETPlus_1A_L4	L-009382-01	79658	ARHGAP10			1.569257349						-2.796540033	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	L5	LM2_ONTARGETPlus_1A_L5	L-027177-00	84033	OBSCN		2.197249311							-2.318398783	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	L6	LM2_ONTARGETPlus_1A_L6	L-031725-00	85440	DOCK7							-2.164699559			yes	well							Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1A	L7	LM2_ONTARGETPlus_1A_L7	L-010178-00	10451	VAV3							-2.135133751			yes	well							Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1A	L8	LM2_ONTARGETPlus_1A_L8	L-017817-01	50619	DEF6									-3.178723644	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	L9	LM2_ONTARGETPlus_1A_L9	L-008335-02	55114	ARHGAP17		2.640073383								yes	well		"Large, spread"							
LM2_ONTARGETPlus_1A	M10	LM2_ONTARGETPlus_1A_M10	L-003860-00	387	RHOA							-4.498526541			yes	well							Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1A	M11	LM2_ONTARGETPlus_1A_M11	L-008929-00	27289	RND1	2.378009521									yes	well	Spindly								
LM2_ONTARGETPlus_1A	M13	LM2_ONTARGETPlus_1A_M13	L-010360-00	9826	ARHGEF11	2.600246272									yes	well	Spindly								
LM2_ONTARGETPlus_1A	M14	LM2_ONTARGETPlus_1A_M14	L-008940-00	29984	RHOD	1.600180891				3.972083341		-2.151426851	2.517593154		yes	well	Spindly				"Round, small"		Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_ONTARGETPlus_1A	M16	LM2_ONTARGETPlus_1A_M16	L-009389-00	9886	RHOBTB1					4.14171372		-1.660123961	2.827461219		yes	well					"Round, small"		Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_ONTARGETPlus_1A	M17	LM2_ONTARGETPlus_1A_M17	L-008316-00	54509	RHOF				2.004433566		1.696254546				yes	well				Fan		High nuclear YAP/TAZ			
LM2_ONTARGETPlus_1A	M20	LM2_ONTARGETPlus_1A_M20	L-009943-00	23433	RHOQ	1.766858455			1.636518963						yes	well	Spindly			Fan					
LM2_ONTARGETPlus_1A	M21	LM2_ONTARGETPlus_1A_M21	L-005047-00	7204	TRIO				3.292134677				2.697808927		yes	well				Fan				High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_ONTARGETPlus_1A	M22	LM2_ONTARGETPlus_1A_M22	L-009731-00	22899	ARHGEF15						2.693409254				yes	well						High nuclear YAP/TAZ			
LM2_ONTARGETPlus_1A	M23	LM2_ONTARGETPlus_1A_M23	L-012200-00	55249	YAP							-1.648170016		-9.416022813	yes	well							Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	M3	LM2_ONTARGETPlus_1A_M3	L-008555-00	389	RHOC	3.433634089								-2.036899793	yes	well	Spindly								Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	M4	LM2_ONTARGETPlus_1A_M4	L-005057-00	998	CDC42	3.544752464						-3.168065214	1.81144889		yes	well	Spindly						Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_ONTARGETPlus_1A	M5	LM2_ONTARGETPlus_1A_M5	L-003915-00	10276	NET1	5.544883225						-2.583598126			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1A	M6	LM2_ONTARGETPlus_1A_M6	L-007123-00	121512	FGD4	1.933536018				1.724480819		-2.269051969			yes	well	Spindly				"Round, small"		Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1A	M7	LM2_ONTARGETPlus_1A_M7	L-006374-00	171177	RHOV	2.211331957									yes	well	Spindly								
LM2_ONTARGETPlus_1A	N10	LM2_ONTARGETPlus_1A_N10	L-026106-00	81704	DOCK8					5.159495994				-2.033254808	yes	well					"Round, small"				Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	N11	LM2_ONTARGETPlus_1A_N11	L-009266-00	10928	RALBP1	1.933536018						-1.81335567			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1A	N12	LM2_ONTARGETPlus_1A_N12	L-017968-01	9732	DOCK4									-2.557980079	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	N14	LM2_ONTARGETPlus_1A_N14	L-021122-00	9824	ARHGAP11A	3.489193277						-2.721345009		-3.584524024	yes	well	Spindly						Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	N16	LM2_ONTARGETPlus_1A_N16	L-031725-00	85440	DOCK7	2.65580546		1.804892108							yes	well	Spindly		Triangular						
LM2_ONTARGETPlus_1A	N18	LM2_ONTARGETPlus_1A_N18	L-015696-01	139818	DOCK11		4.411369671	1.6977854			1.771849423			-5.835958431	yes	well		"Large, spread"	Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	N20	LM2_ONTARGETPlus_1A_N20	L-026106-00	81704	DOCK8					5.710794726					yes	well					"Round, small"				
LM2_ONTARGETPlus_1A	N21	LM2_ONTARGETPlus_1A_N21	L-026514-01	57569	ARHGAP20	2.100213582									yes	well	Spindly								
LM2_ONTARGETPlus_1A	N22	LM2_ONTARGETPlus_1A_N22	L-017968-01	9732	DOCK4					2.784670688					yes	well					"Round, small"				
LM2_ONTARGETPlus_1A	N23	LM2_ONTARGETPlus_1A_N23	L-012200-00	55249	YAP		2.197249311							-9.3997938	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	N3	LM2_ONTARGETPlus_1A_N3	L-009580-00	394	ARHGAP5					5.668387131					yes	well					"Round, small"				
LM2_ONTARGETPlus_1A	N4	LM2_ONTARGETPlus_1A_N4	L-023690-00	64857	PLEKHG2		1.754425239	2.854537854						-3.12005954	yes	well		"Large, spread"	Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	N5	LM2_ONTARGETPlus_1A_N5	L-020318-02	55200	PLEKHG6									-2.364163212	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	N6	LM2_ONTARGETPlus_1A_N6	L-024745-01	57480	PLEKHG1									-2.052385813	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	N7	LM2_ONTARGETPlus_1A_N7	L-014168-00	57679	ALS2							-1.6822026			yes	well							Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1A	N8	LM2_ONTARGETPlus_1A_N8	L-024745-01	57480	PLEKHG1	2.155772769						-1.554410248		-2.397145773	yes	well	Spindly						Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	N9	LM2_ONTARGETPlus_1A_N9	L-014040-01	23348	DOCK9							-2.511916996		-3.243249042	yes	well							Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	C10	LM2_ONTARGETPlus_1B_C10	L-026895-00	55785	FGD6	2.100505352						-2.498725414		-1.636738508	yes	well	Spindly						Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	C12	LM2_ONTARGETPlus_1B_C12	L-007794-00	390	RND3	1.694801937						-3.354229373		-4.68367084	yes	well	Spindly						Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	C13	LM2_ONTARGETPlus_1B_C13	L-010234-00	27237	ARHGEF16		2.963922073				1.831519738			-2.21656291	yes	well		"Large, spread"				High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	C14	LM2_ONTARGETPlus_1B_C14	L-003560-00	5879	RAC1									-2.01782601	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	C16	LM2_ONTARGETPlus_1B_C16	L-004121-01	115557	ARHGEF25									-1.687940178	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	C17	LM2_ONTARGETPlus_1B_C17	L-009841-00	50618	ITSN2						2.949810623			-2.991760582	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	C18	LM2_ONTARGETPlus_1B_C18	L-010063-01	57580	PREX1		1.665193702								yes	well		"Large, spread"							
LM2_ONTARGETPlus_1B	C19	LM2_ONTARGETPlus_1B_C19	L-009421-00	9138	ARHGEF1									-1.767708575	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	C20	LM2_ONTARGETPlus_1B_C20	L-007794-00	390	RND3							-2.227213141		-4.893378455	yes	well							Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	C21	LM2_ONTARGETPlus_1B_C21	L-005195-00	6655	SOS2	1.762419173									yes	well	Spindly								
LM2_ONTARGETPlus_1B	C22	LM2_ONTARGETPlus_1B_C22	L-009313-01	23101	MCF2L2						1.551982012			-1.912047859	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	C3	LM2_ONTARGETPlus_1B_C3	L-003904-00	4168	MCF2						1.631070052			-2.857560837	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	C4	LM2_ONTARGETPlus_1B_C4	L-009727-00	8153	RND2		1.665193702							-2.632184655	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	C5	LM2_ONTARGETPlus_1B_C5	L-009654-00	23370	ARHGEF18	3.047146654				5.139690715		-2.655175089	2.878477728		yes	well	Spindly				"Round, small"		Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_ONTARGETPlus_1B	C6	LM2_ONTARGETPlus_1B_C6	L-008480-00	23365	ARHGEF12	2.032888116								-1.621461934	yes	well	Spindly								Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	C7	LM2_ONTARGETPlus_1B_C7	L-010367-00	57381	RHOJ					3.824235944					yes	well					"Round, small"				
LM2_ONTARGETPlus_1B	C8	LM2_ONTARGETPlus_1B_C8	L-005093-00	7984	ARHGEF5	1.830036409	2.531012616							-1.665415865	yes	well	Spindly	"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	C9	LM2_ONTARGETPlus_1B_C9	L-007741-00	5880	RAC2							-2.348528128			yes	well							Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1B	D10	LM2_ONTARGETPlus_1B_D10	L-032389-01	440107	PLEKHG7									-4.268830003	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	D11	LM2_ONTARGETPlus_1B_D11	L-008434-00	26230	TIAM2									-4.316247637	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	D12	LM2_ONTARGETPlus_1B_D12	L-030269-01	55701	ARHGEF40									-1.842896939	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	D14	LM2_ONTARGETPlus_1B_D14	L-022573-01	25894	PLEKHG4									-2.582862197	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	D15	LM2_ONTARGETPlus_1B_D15	L-031950-00	57572	DOCK6								1.532472103		yes	well								High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_ONTARGETPlus_1B	D16	LM2_ONTARGETPlus_1B_D16	L-020676-00	56848	ARHGEF38	2.641443239									yes	well	Spindly								
LM2_ONTARGETPlus_1B	D17	LM2_ONTARGETPlus_1B_D17	L-026304-01	23268	DNMBP		2.531012616							-2.943692633	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	D18	LM2_ONTARGETPlus_1B_D18	L-009616-00	8874	ARHGEF7						1.502102888			-1.804997494	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	D19	LM2_ONTARGETPlus_1B_D19	L-009238-01	9912	ARHGAP44		1.665193702								yes	well		"Large, spread"							
LM2_ONTARGETPlus_1B	D21	LM2_ONTARGETPlus_1B_D21	L-009238-01	9912	ARHGAP44						1.50429589				yes	well						High nuclear YAP/TAZ			
LM2_ONTARGETPlus_1B	D3	LM2_ONTARGETPlus_1B_D3	L-024733-01	345930	ECT2L									-2.005234402	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	D4	LM2_ONTARGETPlus_1B_D4	L-015696-01	139818	DOCK11		2.098103159							-6.395565303	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	D5	LM2_ONTARGETPlus_1B_D5	L-012695-00	1795	DOCK3		1.665193702							-1.506979806	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	D8	LM2_ONTARGETPlus_1B_D8	L-008611-00	29	ABR		2.963922073				1.938696864			-2.198908515	yes	well		"Large, spread"				High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	D9	LM2_ONTARGETPlus_1B_D9	L-006450-00	1894	ECT2		15.95120578		1.535168576		1.738107198			-3.643141519	yes	well		"Large, spread"		Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	E10	LM2_ONTARGETPlus_1B_E10	L-009313-01	23101	MCF2L2									-1.899622982	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	E11	LM2_ONTARGETPlus_1B_E11	L-009354-01	25791	NGEF		2.098103159							-1.886843421	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	E13	LM2_ONTARGETPlus_1B_E13	L-003915-00	10276	NET1	2.776677711						-3.402895347			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1B	E14	LM2_ONTARGETPlus_1B_E14	L-003560-00	5879	RAC1							-2.662360669		-2.321115473	yes	well							Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	E15	LM2_ONTARGETPlus_1B_E15	L-009841-00	50618	ITSN2						2.747914489			-3.611491368	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	E22	LM2_ONTARGETPlus_1B_E22	L-024506-00	64283	ARHGEF28	1.830036409									yes	well	Spindly								
LM2_ONTARGETPlus_1B	E3	LM2_ONTARGETPlus_1B_E3	L-017096-01	55160	ARHGEF10L				1.795254101			-2.896638573		-2.380226477	yes	well				Fan			Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	E4	LM2_ONTARGETPlus_1B_E4	L-008395-00	388	RHOB							-3.759981346		-2.623108213	yes	well							Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	E5	LM2_ONTARGETPlus_1B_E5	L-013460-00	9639	ARHGEF10		2.531012616								yes	well		"Large, spread"							
LM2_ONTARGETPlus_1B	E6	LM2_ONTARGETPlus_1B_E6	L-005057-00	998	CDC42	3.047146654						-2.641970419	2.282191969		yes	well	Spindly						Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_ONTARGETPlus_1B	E7	LM2_ONTARGETPlus_1B_E7	L-013460-00	9639	ARHGEF10		1.665193702								yes	well		"Large, spread"							
LM2_ONTARGETPlus_1B	E8	LM2_ONTARGETPlus_1B_E8	L-026895-00	55785	FGD6							-1.688527938			yes	well							Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1B	E9	LM2_ONTARGETPlus_1B_E9	L-008929-00	27289	RND1	1.559567466								-1.970384717	yes	well	Spindly								Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	F10	LM2_ONTARGETPlus_1B_F10	L-019915-00	1794	DOCK2					1.675659817					yes	well					"Round, small"				
LM2_ONTARGETPlus_1B	F12	LM2_ONTARGETPlus_1B_F12	L-020314-00	23229	ARHGEF9	2.100505352								-1.906487002	yes	well	Spindly								Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	F18	LM2_ONTARGETPlus_1B_F18	L-023079-00	55619	DOCK10								1.528920757		yes	well								High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_ONTARGETPlus_1B	F20	LM2_ONTARGETPlus_1B_F20	L-032389-01	440107	PLEKHG7									-3.673318831	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	F21	LM2_ONTARGETPlus_1B_F21	L-027177-00	84033	OBSCN						1.812435958				yes	well						High nuclear YAP/TAZ			
LM2_ONTARGETPlus_1B	F22	LM2_ONTARGETPlus_1B_F22	L-009616-00	8874	ARHGEF7						2.618993985			-1.872317602	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	F3	LM2_ONTARGETPlus_1B_F3	L-010251-01	1123	CHN1							-3.515951583		-1.812742574	yes	well							Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	F4	LM2_ONTARGETPlus_1B_F4	L-004775-01	57584	ARHGAP21							-2.404892938		-2.704008786	yes	well							Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	F8	LM2_ONTARGETPlus_1B_F8	L-022573-01	25894	PLEKHG4									-2.27613633	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	F9	LM2_ONTARGETPlus_1B_F9	L-009580-00	394	ARHGAP5					8.033691212					yes	well					"Round, small"				
LM2_ONTARGETPlus_1B	G10	LM2_ONTARGETPlus_1B_G10	L-009833-00	26084	ARHGEF26							-1.943802667			yes	well							Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1B	G11	LM2_ONTARGETPlus_1B_G11	L-010367-00	57381	RHOJ					2.026447756					yes	well					"Round, small"				
LM2_ONTARGETPlus_1B	G12	LM2_ONTARGETPlus_1B_G12	L-009751-00	9828	ARHGEF17									-4.105769323	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	G14	LM2_ONTARGETPlus_1B_G14	L-024506-00	64283	ARHGEF28	2.506208767	1.665193702							-1.527660437	yes	well	Spindly	"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	G15	LM2_ONTARGETPlus_1B_G15	L-009323-00	5923	RASGRF1									-2.368179109	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	G17	LM2_ONTARGETPlus_1B_G17	L-008316-00	54509	RHOF		2.098103159				1.55333514			-1.961033757	yes	well		"Large, spread"				High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	G20	LM2_ONTARGETPlus_1B_G20	L-005093-00	7984	ARHGEF5		3.829740987							-1.80244691	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	G21	LM2_ONTARGETPlus_1B_G21	L-009354-01	25791	NGEF									-1.526038822	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	G3	LM2_ONTARGETPlus_1B_G3	L-005047-00	7204	TRIO				1.665211338						yes	well				Fan					
LM2_ONTARGETPlus_1B	G4	LM2_ONTARGETPlus_1B_G4	L-008836-00	5881	RAC3		2.098103159							-1.912911174	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	G5	LM2_ONTARGETPlus_1B_G5	L-028077-01	152273	FGD5		2.098103159							-2.729899613	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	G6	LM2_ONTARGETPlus_1B_G6	L-032365-02	445328	ARHGEF35							-1.882958535			yes	well							Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1B	G7	LM2_ONTARGETPlus_1B_G7	L-013243-00	50650	ARHGEF3	1.559567466						-2.313673399			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1B	G8	LM2_ONTARGETPlus_1B_G8	L-009943-00	23433	RHOQ									-1.672751223	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	G9	LM2_ONTARGETPlus_1B_G9	L-003904-00	4168	MCF2									-1.940119537	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	H10	LM2_ONTARGETPlus_1B_H10	L-010323-01	23075	SWAP70	3.182381125						-2.351794301			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1B	H11	LM2_ONTARGETPlus_1B_H11	L-015006-00	84904	ARHGEF39									-2.13876525	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	H12	LM2_ONTARGETPlus_1B_H12	L-004158-00	2909	ARHGAP35							-1.74335298			yes	well							Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1B	H15	LM2_ONTARGETPlus_1B_H15	L-008235-00	50649	ARHGEF4					2.157993233					yes	well					"Round, small"				
LM2_ONTARGETPlus_1B	H16	LM2_ONTARGETPlus_1B_H16	L-010323-01	23075	SWAP70	2.844294946						-2.006233226			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1B	H17	LM2_ONTARGETPlus_1B_H17	L-009444-00	4983	OPHN1		2.098103159							-1.81987238	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	H18	LM2_ONTARGETPlus_1B_H18	L-008650-00	29127	RACGAP1		3.39683153							-1.571875122	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	H19	LM2_ONTARGETPlus_1B_H19	L-003932-00	7074	TIAM1		2.098103159								yes	well		"Large, spread"							
LM2_ONTARGETPlus_1B	H22	LM2_ONTARGETPlus_1B_H22	L-023690-00	64857	PLEKHG2			1.908512951			1.737593942				yes	well			Triangular			High nuclear YAP/TAZ			
LM2_ONTARGETPlus_1B	H3	LM2_ONTARGETPlus_1B_H3	L-014170-01	57722	IGDCC4									-3.307462407	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	H4	LM2_ONTARGETPlus_1B_H4	L-008426-00	23092	ARHGAP26									-3.004515046	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	H5	LM2_ONTARGETPlus_1B_H5	L-018931-00	80005	DOCK5							-2.162309623			yes	well							Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1B	H6	LM2_ONTARGETPlus_1B_H6	L-031878-01	153478	PLEKHG4B									-1.645850874	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	H7	LM2_ONTARGETPlus_1B_H7	L-008434-00	26230	TIAM2									-3.547105945	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	H8	LM2_ONTARGETPlus_1B_H8	L-021122-00	9824	ARHGAP11A							-2.736269492		-2.218633736	yes	well							Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	H9	LM2_ONTARGETPlus_1B_H9	L-013873-01	57449	PLEKHG5									-3.613899664	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	I11	LM2_ONTARGETPlus_1B_I11	L-009421-00	9138	ARHGEF1		2.531012616							-2.674568138	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	I12	LM2_ONTARGETPlus_1B_I12	L-008365-00	6453	ITSN1									-1.874903541	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1B	I13	LM2_ONTARGETPlus_1B_I13	L-013243-00	50650	ARHGEF3							-1.797198171			yes	well							Low nuclear YAP/TAZ		
