Replicate,Plate,Well,Well Number,siRNA Identifier,Gene Identifier %% url=http://www.ensembl.org/id/%s,Gene Symbol,Control Type,Control Comments,Quality Control,Median Deviation Fraction - Shorter Prophase,Median Deviation Fraction - Longer Prophase,Phenotype Reproducibility - Shorter Prophase,Phenotype Reproducibility - Longer Prophase,Phenotype 1,Ontology Term Name 1,Term Source Accession 1,Phenotype 2,Ontology Term Name 2,Term Source Accession 2
1,plate3_4_034,B1,13,s14307,ENSG00000131747,TOP2A,,,pass,-0.07,0.02,1/4,0,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
1,plate3_4_034,B10,22,s37976,ENSG00000204815,TTC25,,,pass,-0.04,-0.1,0,0,,,,,,
1,plate3_4_034,B11,23,s444246,,,negative control,non-targetting siRNA,pass,,,,,,,,,,
1,plate3_4_034,B12,24,s11767,ENSG00000132341,RAN,,,pass,0.24,-0.16,3/4,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
1,plate3_4_034,B2,14,s38367,ENSG00000178093,TSSK6,,,pass,0.07,-0.1,0,0,,,,,,
1,plate3_4_034,B3,15,s9129,ENSG00000136997,MYC,,,pass,0.12,-0.07,0,0,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
1,plate3_4_034,B4,16,s31392,ENSG00000072609,CHFR,,,pass,-0.03,-0.03,0,1/3,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
1,plate3_4_034,B5,17,s7424,ENSG00000149503,INCENP,positive control,late mitotic phenotype,fail,,,,,,,,,,
1,plate3_4_034,B6,18,s37975,ENSG00000204815,TTC25,,,pass,-0.06,-0.04,1/3,0,,,,,,
1,plate3_4_034,B7,19,s1708,ENSG00000149311,ATM,,,fail,,,,,,,,,,
1,plate3_4_034,B8,20,s23530,ENSG00000151503,NCAPD3,,,fail,0.61,-0.22,2/2,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
1,plate3_4_034,B9,21,s225156,ENSG00000171453,POLR1C,,,fail,0.1,-0.15,0,0,,,,,,
1,plate3_4_034,C1,25,s444246,,,negative control,non-targetting siRNA,pass,,,,,,,,,,
1,plate3_4_034,C10,34,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,C11,35,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,C12,36,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,C2,26,s6324,ENSG00000185024,BRF1,,,pass,0.41,-0.1,3/4,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
1,plate3_4_034,C3,27,s11206,ENSG00000175646,PRM1,,,pass,0.14,-0.08,1/3,0,,,,,,
1,plate3_4_034,C4,28,s19233,ENSG00000010292,NCAPD2,,,pass,0.07,-0.03,0,0,,,,,,
1,plate3_4_034,C5,29,s15752,ENSG00000072501,SMC1A,,,pass,0.28,-0.07,1/2,0,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
1,plate3_4_034,C6,30,s51200,ENSG00000146857,STRA8,,,pass,0.2,-0.16,1/4,0,,,,,,
1,plate3_4_034,C7,31,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,C8,32,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,C9,33,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,D1,37,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,D10,46,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,D11,47,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,D12,48,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,D2,38,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,D3,39,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,D4,40,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,D5,41,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,D6,42,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,D7,43,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,D8,44,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,D9,45,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,E1,49,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,E10,58,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,E11,59,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,E12,60,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,E2,50,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,E3,51,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,E4,52,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,E5,53,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,E6,54,s444246,,,negative control,non-targetting siRNA,pass,,,,,,,,,,
1,plate3_4_034,E7,55,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,E8,56,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,E9,57,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,F1,61,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,F10,70,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,F11,71,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,F12,72,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,F2,62,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,F3,63,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,F4,64,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,F5,65,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,F6,66,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,F7,67,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,F8,68,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,F9,69,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,G1,73,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,G10,82,s444246,,,negative control,non-targetting siRNA,fail,,,,,,,,,,
1,plate3_4_034,G11,83,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,G12,84,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,G2,74,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,G3,75,s7424,ENSG00000149503,INCENP,positive control,late mitotic phenotype,fail,,,,,,,,,,
1,plate3_4_034,G4,76,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,G5,77,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,G6,78,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,G7,79,s2748,ENSG00000117399,CDC20,positive control,early mitotic phenotype,fail,,,,,,,,,,
1,plate3_4_034,G8,80,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,G9,81,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,H1,85,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,H10,94,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,H11,95,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,H12,96,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,H2,86,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,H3,87,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,H4,88,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,H5,89,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,H6,90,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,H7,91,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,H8,92,empty,,,empty,,fail,,,,,,,,,,
1,plate3_4_034,H9,93,empty,,,empty,,fail,,,,,,,,,,
2,plate1_2_006,A1,1,s2748,ENSG00000117399,CDC20,positive control,early mitotic phenotype,fail,,,,,,,,,,
2,plate1_2_006,A10,10,s21758,ENSG00000112941,PAPD7,,,fail,-0.07,0.03,1/3,1/3,,,,,,
2,plate1_2_006,A11,11,s9131,ENSG00000136997,MYC,,,pass,-0.05,0.06,0,1/3,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate1_2_006,A12,12,s31393,ENSG00000072609,CHFR,,,fail,0.33,-0.07,2/3,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate1_2_006,A2,2,s20068,ENSG00000105127,AKAP8,,,pass,0.25,-0.07,2/3,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate1_2_006,A3,3,s5681,ENSG00000164404,GDF9,,,pass,,,,,,,,,,
2,plate1_2_006,A4,4,s15534,ENSG00000083168,MYST3,,,pass,-0.09,0.02,1/3,0,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate1_2_006,A5,5,s10143,ENSG00000131165,CHMP1A,,,pass,,,,,,,,,,
2,plate1_2_006,A6,6,s465,ENSG00000170312,CDK1,,,pass,-0.25,0.2,0,2/3,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate1_2_006,A7,7,s15532,ENSG00000083168,MYST3,,,pass,0.02,0.1,1/3,2/3,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate1_2_006,A8,8,s34513,ENSG00000109805,NCAPG,,,pass,0,0.07,0,0,,,,,,
2,plate1_2_006,A9,9,s19235,ENSG00000010292,NCAPD2,,,pass,0.16,-0.08,0,0,,,,,,
2,plate1_2_006,B1,13,s1709,ENSG00000149311,ATM,,,pass,,,,,,,,,,
2,plate1_2_006,B10,22,s11209,ENSG00000122304,PRM2,,,fail,-0.01,0.03,0,0,,,,,,
2,plate1_2_006,B11,23,s444246,,,negative control,non-targetting siRNA,fail,,,,,,,,,,
2,plate1_2_006,B12,24,s25158,ENSG00000204104,TRAF3IP1,,,fail,0.17,0.01,2/3,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate1_2_006,B2,14,s152,ENSG00000150687,PRSS23,,,pass,0.12,-0.02,0,0,,,,,,
2,plate1_2_006,B3,15,s4221,ENSG00000088305,DNMT3B,,,pass,0.05,0.05,0,1/3,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate1_2_006,B4,16,s11211,ENSG00000122304,PRM2,,,fail,not available,not available,0,0,,,,,,
2,plate1_2_006,B5,17,s7424,ENSG00000149503,INCENP,positive control,late mitotic phenotype,fail,,,,,,,,,,
2,plate1_2_006,B6,18,s19398,ENSG00000100918,REC8,,,fail,not available,not available,0,0,,,,,,
2,plate1_2_006,B7,19,s2908,ENSG00000115163,CENPA,,,fail,,,,,,,,,,
2,plate1_2_006,B8,20,s23885,ENSG00000094916,CBX5,,,fail,0.26,0.06,2/2,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate1_2_006,B9,21,s16187,ENSG00000073009,IKBKG,,,fail,not available,not available,0,0,,,,,,
2,plate1_2_006,C1,25,s444246,,,negative control,non-targetting siRNA,pass,,,,,,,,,,
2,plate1_2_006,C10,34,s196071,ENSG00000187166,H1FNT,,,pass,-0.12,0.11,1/4,2/4,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate1_2_006,C11,35,s26185,ENSG00000110107,PRPF19,,,fail,0.05,-0.01,0,1/3,,,,,,
2,plate1_2_006,C12,36,s25157,ENSG00000204104,TRAF3IP1,,,fail,0.28,-0.04,3/3,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate1_2_006,C2,26,s11769,ENSG00000132341,RAN,,,pass,0.44,-0.07,3/4,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate1_2_006,C3,27,s25865,ENSG00000077935,SMC1B,,,pass,0.05,-0.01,1/4,0,,,,,,
2,plate1_2_006,C4,28,s195332,ENSG00000178257,PRM3,,,pass,0.1,-0.11,0,1/3,,,,,,
2,plate1_2_006,C5,29,s27674,ENSG00000137804,NUSAP1,,,pass,0.07,0.01,0,0,,,,,,
2,plate1_2_006,C6,30,s20794,ENSG00000136824,SMC2,,,pass,0.42,-0.04,4/4,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate1_2_006,C7,31,s29693,ENSG00000146918,NCAPG2,,,fail,0.48,-0.07,3/3,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate1_2_006,C8,32,s15751,ENSG00000072501,SMC1A,,,pass,0.03,0.07,0,2/4,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate1_2_006,C9,33,s12890,ENSG00000113558,SKP1A,,,pass,0.08,-0.05,0,0,,,,,,
2,plate1_2_006,D1,37,s37878,ENSG00000085415,SEH1L,,,pass,-0.01,0,0,0,,,,,,
2,plate1_2_006,D10,46,s224705,ENSG00000162367,TAL1,,,fail,0.35,-0.01,2/3,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate1_2_006,D11,47,s39570,ENSG00000042286,AIFM2,,,fail,,,,,,,,,,
2,plate1_2_006,D12,48,s14496,ENSG00000127824,TUBA4A,,,fail,0.19,0.03,0,0,,,,,,
2,plate1_2_006,D2,38,s51519,ENSG00000188662,HILS1,,,pass,-0.05,0.02,0,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate1_2_006,D3,39,s51520,ENSG00000188662,HILS1,,,pass,0.13,0.01,2/4,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate1_2_006,D4,40,s25212,ENSG00000164880,INTS1,,,pass,-0.05,0.08,0,2/4,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,longer prophase,increased duration of mitotic prophase,CMPO_0000328
2,plate1_2_006,D5,41,s2380,ENSG00000042493,CAPG,,,fail,,,,,,,,,,
2,plate1_2_006,D6,42,s11338,ENSG00000041357,PSMA4,,,fail,not available,not available,0,1/1,,,,,,
2,plate1_2_006,D7,43,s195331,ENSG00000178257,PRM3,,,fail,not available,not available,1/1,0,,,,,,
2,plate1_2_006,D8,44,s11746,ENSG00000002016,RAD52,,,fail,not available,not available,not available,not available,,,,,,
2,plate1_2_006,D9,45,s43430,ENSG00000137413,TAF8,,,fail,not available,not available,0,0,,,,,,
2,plate1_2_006,E1,49,s27673,ENSG00000137804,NUSAP1,,,pass,0.08,0.07,1/4,0,,,,,,
2,plate1_2_006,E10,58,s20867,ENSG00000186141,POLR3C,,,pass,-0.15,0.11,0,2/4,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate1_2_006,E11,59,s11738,ENSG00000108384,RAD51C,,,pass,0.12,-0.04,1/4,1/4,,,,,,
2,plate1_2_006,E12,60,s223193,ENSG00000138738,PRDM5,,,pass,-0.05,0.01,0,1/4,,,,,,
2,plate1_2_006,E2,50,s31701,ENSG00000116539,ASH1L,,,pass,,,,,,,,,,
2,plate1_2_006,E3,51,s34567,ENSG00000181191,PJA1,,,pass,0.02,0,1/4,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate1_2_006,E4,52,s11747,ENSG00000002016,RAD52,,,pass,0.01,0.04,1/4,1/4,,,,,,
2,plate1_2_006,E5,53,s8180,ENSG00000174405,LIG4,,,pass,0.04,-0.01,0,1/4,,,,,,
2,plate1_2_006,E6,54,s444246,,,negative control,non-targetting siRNA,pass,,,,,,,,,,
2,plate1_2_006,E7,55,s2083,ENSG00000139618,BRCA2,,,pass,-0.09,0.1,0,1/4,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate1_2_006,E8,56,s19892,ENSG00000102898,NUTF2,,,pass,0.18,-0.03,2/4,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate1_2_006,E9,57,s14308,ENSG00000131747,TOP2A,,,pass,-0.1,0.11,0,2/4,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate1_2_006,F1,61,s43431,ENSG00000137413,TAF8,,,pass,0.03,0.04,0,1/4,,,,,,
2,plate1_2_006,F10,70,s11207,ENSG00000175646,PRM1,,,pass,0.08,-0.01,1/4,0,,,,,,
2,plate1_2_006,F11,71,s224915,ENSG00000196954,CASP4,,,pass,,,,,,,,,,
2,plate1_2_006,F12,72,s41425,ENSG00000146670,CDCA5,,,pass,0.28,-0.05,1/3,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate1_2_006,F2,62,s2744,ENSG00000094804,CDC6,,,pass,,,,,,,,,,
2,plate1_2_006,F3,63,s21308,ENSG00000183207,RUVBL2,,,pass,0.14,-0.01,0,0,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate1_2_006,F4,64,s21583,ENSG00000168439,STIP1,,,pass,-0.17,0.11,0,1/4,,,,,,
2,plate1_2_006,F5,65,s14700,ENSG00000010256,UQCRC1,,,pass,0.02,0.09,0,1/4,,,,,,
2,plate1_2_006,F6,66,s6323,ENSG00000185024,BRF1,,,pass,0.23,-0.01,3/4,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate1_2_006,F7,67,s10773,ENSG00000101868,POLA1,,,pass,0.15,0.03,1/4,0,,,,,,
2,plate1_2_006,F8,68,s21759,ENSG00000112941,PAPD7,,,pass,0.11,-0.08,0,0,,,,,,
2,plate1_2_006,F9,69,s21582,ENSG00000168439,STIP1,,,pass,-0.06,-0.01,1/4,0,,,,,,
2,plate1_2_006,G1,73,s20350,ENSG00000080986,NDC80,,,pass,0.14,-0.03,0,0,,,,,,
2,plate1_2_006,G10,82,s444246,,,negative control,non-targetting siRNA,pass,,,,,,,,,,
2,plate1_2_006,G11,83,s16186,ENSG00000073009,IKBKG,,,pass,0.01,0.03,0,1/4,,,,,,
2,plate1_2_006,G12,84,s22007,ENSG00000184489,PTP4A3,,,pass,-0.11,0.12,0,3/4,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate1_2_006,G2,74,s31700,ENSG00000116539,ASH1L,,,pass,,,,,,,,,,
2,plate1_2_006,G3,75,s7424,ENSG00000149503,INCENP,positive control,late mitotic phenotype,fail,,,,,,,,,,
2,plate1_2_006,G4,76,s2906,ENSG00000115163,CENPA,,,pass,,,,,,,,,,
2,plate1_2_006,G5,77,s22911,ENSG00000083642,PDS5B,,,pass,0.08,0.03,0,1/4,,,,,,
2,plate1_2_006,G6,78,s23883,ENSG00000094916,CBX5,,,pass,0.28,-0.07,2/3,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate1_2_006,G7,79,s2748,ENSG00000117399,CDC20,positive control,early mitotic phenotype,fail,,,,,,,,,,
2,plate1_2_006,G8,80,s34602,ENSG00000121274,PAPD5,,,pass,-0.21,0.18,0,2/4,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate1_2_006,G9,81,s14304,ENSG00000198900,TOP1,,,pass,0.19,-0.07,2/3,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate1_2_006,H1,85,s41424,ENSG00000146670,CDCA5,,,pass,0.31,-0.04,2/4,1/4,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate1_2_006,H10,94,s791,ENSG00000113522,RAD50,,,pass,0.02,0.01,0,1/4,,,,,,
2,plate1_2_006,H11,95,s524,ENSG00000139687,RB1,,,pass,-0.02,0.02,0,0,,,,,,
2,plate1_2_006,H12,96,s34566,ENSG00000181191,PJA1,,,pass,0.23,-0.06,2/4,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate1_2_006,H2,86,s19030,ENSG00000101003,GINS1,,,pass,-0.03,0.08,0,2/4,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate1_2_006,H3,87,s20866,ENSG00000186141,POLR3C,,,pass,0.01,0.03,0,0,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate1_2_006,H4,88,s21307,ENSG00000183207,RUVBL2,,,pass,0.05,0.15,0,2/4,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate1_2_006,H5,89,s37699,ENSG00000101447,FAM83D,,,pass,,,,,,,,,,
2,plate1_2_006,H6,90,s12836,ENSG00000196470,SIAH1,,,pass,-0.09,0.11,0,2/4,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate1_2_006,H7,91,s6412,ENSG00000188486,H2AFX,,,fail,0.09,0.04,0,0,,,,,,
2,plate1_2_006,H8,92,s15754,ENSG00000102030,NAA10,,,pass,-0.06,0.11,0,2/4,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,longer prophase,increased duration of mitotic prophase,CMPO_0000328
2,plate1_2_006,H9,93,s17997,ENSG00000183291,SEP15_HUMAN,,,fail,-0.04,0.1,0,2/3,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate2_3_018,A1,1,s2748,ENSG00000117399,CDC20,positive control,early mitotic phenotype,fail,,,,,,,,,,
2,plate2_3_018,A10,10,s5682,ENSG00000164404,GDF9,,,pass,,,,,,,,,,
2,plate2_3_018,A11,11,s27482,ENSG00000126524,SBDS,,,pass,0.11,0.06,1/2,0,,,,,,
2,plate2_3_018,A12,12,s73,ENSG00000116478,HDAC1,,,pass,0.07,-0.03,0,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate2_3_018,A2,2,s11725,ENSG00000164754,RAD21,,,pass,0.05,-0.02,1/4,0,,,,,,
2,plate2_3_018,A3,3,s22777,ENSG00000100813,ACIN1,,,pass,,,,,,,,,,
2,plate2_3_018,A4,4,s20069,ENSG00000105127,AKAP8,,,pass,-0.16,0.03,1/4,1/4,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate2_3_018,A5,5,s12835,ENSG00000196470,SIAH1,,,pass,0.22,-0.07,1/4,0,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate2_3_018,A6,6,s7912,ENSG00000079616,KIF22,,,pass,-0.09,0.03,0,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate2_3_018,A7,7,s19321,ENSG00000066455,GOLGA5,,,pass,,,,,,,,,,
2,plate2_3_018,A8,8,s17227,ENSG00000144744,UBA3,,,pass,-0.07,-0.03,0,0,,,,,,
2,plate2_3_018,A9,9,s51513,"ENSG00000197448,ENSG00000250907","GSTK1,AC073342.3",,,pass,-0.02,-0.08,0,0,,,,,,
2,plate2_3_018,B1,13,s19031,ENSG00000101003,GINS1,,,pass,-0.12,0.06,0,1/4,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate2_3_018,B10,22,s8179,ENSG00000174405,LIG4,,,pass,0.08,-0.08,0,0,,,,,,
2,plate2_3_018,B11,23,s444246,,,negative control,non-targetting siRNA,pass,,,,,,,,,,
2,plate2_3_018,B12,24,s25213,ENSG00000164880,INTS1,,,pass,0.21,0.01,2/2,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,longer prophase,increased duration of mitotic prophase,CMPO_0000328
2,plate2_3_018,B2,14,s22005,ENSG00000184489,PTP4A3,,,pass,-0.07,0.02,0,0,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate2_3_018,B3,15,s3497,ENSG00000005339,CREBBP,,,pass,,,,,,,,,,
2,plate2_3_018,B4,16,s10142,ENSG00000131165,CHMP1A,,,pass,,,,,,,,,,
2,plate2_3_018,B5,17,s7424,ENSG00000149503,INCENP,positive control,late mitotic phenotype,fail,,,,,,,,,,
2,plate2_3_018,B6,18,s10774,ENSG00000101868,POLA1,,,pass,-0.05,0.11,0,1/3,,,,,,
2,plate2_3_018,B7,19,s27483,ENSG00000126524,SBDS,,,pass,0.26,-0.08,1/3,0,,,,,,
2,plate2_3_018,B8,20,s12068,ENSG00000121481,RNF2,,,pass,0.08,-0.12,0,0,,,,,,
2,plate2_3_018,B9,21,s9676,ENSG00000181163,NPM1,,,pass,0.04,0.06,0,0,,,,,,
2,plate2_3_018,C1,25,s444246,,,negative control,non-targetting siRNA,pass,,,,,,,,,,
2,plate2_3_018,C10,34,s2745,ENSG00000094804,CDC6,,,pass,,,,,,,,,,
2,plate2_3_018,C11,35,s64,ENSG00000145632,PLK2,,,pass,0.07,-0.05,0,0,,,,,,
2,plate2_3_018,C12,36,s150,ENSG00000150687,PRSS23,,,pass,0.08,-0.03,1/3,0,,,,,,
2,plate2_3_018,C2,26,s14498,ENSG00000127824,TUBA4A,,,pass,-0.04,0.03,0,1/4,,,,,,
2,plate2_3_018,C3,27,s793,ENSG00000113522,RAD50,,,pass,0.02,-0.05,1/4,0,,,,,,
2,plate2_3_018,C4,28,s7911,ENSG00000079616,KIF22,,,pass,0.18,-0.03,2/3,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate2_3_018,C5,29,s50854,ENSG00000187166,H1FNT,,,pass,-0.22,0.04,0,2/4,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate2_3_018,C6,30,s17440,ENSG00000156709,AIFM1,,,pass,,,,,,,,,,
2,plate2_3_018,C7,31,s2085,ENSG00000139618,BRCA2,,,pass,-0.08,0.06,0,1/4,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate2_3_018,C8,32,s74,ENSG00000116478,HDAC1,,,pass,0.32,-0.08,3/4,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate2_3_018,C9,33,s464,ENSG00000170312,CDK1,,,fail,-0.42,0.21,0,2/3,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate2_3_018,D1,37,s19540,ENSG00000113810,SMC4,,,fail,0.41,-0.02,2/2,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate2_3_018,D10,46,s226802,ENSG00000146918,NCAPG2,,,pass,0.43,-0.12,2/2,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate2_3_018,D11,47,s20793,ENSG00000136824,SMC2,,,pass,0.4,-0.08,3/3,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate2_3_018,D12,48,s16194,ENSG00000128708,HAT1,,,pass,0,-0.03,0,0,,,,,,
2,plate2_3_018,D2,38,s36004,ENSG00000147316,MCPH1,,,pass,-0.23,0.24,0,3/3,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate2_3_018,D3,39,s11739,ENSG00000108384,RAD51C,,,pass,-0.04,0.01,0,0,,,,,,
2,plate2_3_018,D4,40,s36005,ENSG00000147316,MCPH1,,,pass,-0.37,0.73,0,3/3,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate2_3_018,D5,41,s37879,ENSG00000085415,SEH1L,,,pass,-0.04,-0.03,0,0,,,,,,
2,plate2_3_018,D6,42,s17998,ENSG00000183291,SEP15_HUMAN,,,pass,0.32,-0.03,2/2,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate2_3_018,D7,43,s23734,ENSG00000121152,NCAPH,,,pass,0.22,-0.1,1/2,0,,,,,,
2,plate2_3_018,D8,44,s22912,ENSG00000083642,PDS5B,,,pass,not available,not available,0,0,,,,,,
2,plate2_3_018,D9,45,s223407,ENSG00000169598,DFFB,,,pass,,,,,,,,,,
2,plate2_3_018,E1,49,s34604,ENSG00000121274,PAPD5,,,pass,-0.05,0.05,0,1/3,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate2_3_018,E10,58,s107,ENSG00000077097,TOP2B,,,fail,-0.16,0.06,0,0,,,,,,
2,plate2_3_018,E11,59,s3496,ENSG00000005339,CREBBP,,,fail,,,,,,,,,,
2,plate2_3_018,E12,60,s2414,ENSG00000196954,CASP4,,,fail,,,,,,,,,,
