Plate	Well	Plate_Well	siRNA Pool Identifier	Gene Identifier	Gene Symbol	Z-score (Spindly)	"Z-score (Large, spread)"	Z-score (Triangular)	Z-score (Fan)	"Z-score (Round, small)"	Z-score (High nuclear YAP/TAZ)	Z-score (Low nuclear YAP/TAZ)	Z-score (High total YAP/TAZ)	Z-score (Low total YAP/TAZ)	Has Phenotype	Phenotype Annotation Level	Phenotype 1	Phenotype 2	Phenotype 3	Phenotype 4	Phenotype 5	Phenotype 6	Phenotype 7	Phenotype 8	Phenotype 9
LM2_siGENOME_1A	J4	LM2_siGENOME_1A_J4	M-008611-00	29	ABR	8.153473669						-3.877420765			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_siGENOME_1A	J5	LM2_siGENOME_1A_J5	M-017817-01	50619	DEF6				2.097764107						yes	well				Fan					
LM2_siGENOME_1A	J6	LM2_siGENOME_1A_J6	M-009580-01	394	ARHGAP5						3.886418723				yes	well						High nuclear YAP/TAZ			
LM2_siGENOME_1A	J7	LM2_siGENOME_1A_J7	M-014170-00	57722	IGDCC4						3.127920854				yes	well						High nuclear YAP/TAZ			
LM2_siGENOME_1A	J8	LM2_siGENOME_1A_J8	M-009580-01	394	ARHGAP5		1.856922998		1.566121403		3.775045854				yes	well		"Large, spread"		Fan		High nuclear YAP/TAZ			
LM2_siGENOME_1A	J9	LM2_siGENOME_1A_J9	M-018931-01	80005	DOCK5	1.590828193						-3.187359686			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_siGENOME_1A	K10	LM2_siGENOME_1A_K10	M-005199-02	7410	VAV2			1.831808697						-2.644609878	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	K11	LM2_siGENOME_1A_K11	M-009354-00	25791	NGEF				4.755977628		3.217351252				yes	well				Fan		High nuclear YAP/TAZ			
LM2_siGENOME_1A	K12	LM2_siGENOME_1A_K12	M-005047-00	7204	TRIO			2.814848843				-2.658961248		-2.668534198	yes	well			Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	K13	LM2_siGENOME_1A_K13	M-005194-01	6654	SOS1					2.565505979		-2.829045055	1.986284455		yes	well					"Round, small"		Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1A	K14	LM2_siGENOME_1A_K14	M-007123-00	121512	FGD4				5.819263036						yes	well				Fan					
LM2_siGENOME_1A	K15	LM2_siGENOME_1A_K15	M-003915-02	10276	NET1		2.91204436	1.711436434						-2.205409296	yes	well		"Large, spread"	Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	K16	LM2_siGENOME_1A_K16	M-003932-02	7074	TIAM1	1.527725833						-2.861425027		-2.216583514	yes	well	Spindly						Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	K17	LM2_siGENOME_1A_K17	M-005195-02	6655	SOS2			2.132739354							yes	well			Triangular						
LM2_siGENOME_1A	K18	LM2_siGENOME_1A_K18	M-010098-01	23263	MCF2L	7.270040624						-10.37654363			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_siGENOME_1A	K19	LM2_siGENOME_1A_K19	M-010234-01	27237	ARHGEF16					1.848808654					yes	well					"Round, small"				
LM2_siGENOME_1A	K20	LM2_siGENOME_1A_K20	M-003935-01	7409	VAV1	2.600465959						-4.468681419		-1.870111495	yes	well	Spindly						Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	K21	LM2_siGENOME_1A_K21	M-009421-00	9138	ARHGEF1		1.505215877							-2.033595365	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	K22	LM2_siGENOME_1A_K22	M-009237-01	9855	FARP2				7.307862607		3.598497914				yes	well				Fan		High nuclear YAP/TAZ			
LM2_siGENOME_1A	K3	LM2_siGENOME_1A_K3	M-005093-02	7984	ARHGEF5			1.811746653						-3.331373259	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	K4	LM2_siGENOME_1A_K4	M-022573-01	25894	PLEKHG4		1.856922998	3.456834245						-5.832956465	yes	well		"Large, spread"	Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	K5	LM2_siGENOME_1A_K5	M-010360-00	9826	ARHGEF11		1.505215877	3.336461982			3.502010342			-3.415478191	yes	well		"Large, spread"	Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	K6	LM2_siGENOME_1A_K6	M-003904-03	4168	MCF2		1.856922998	3.196027676						-2.376735433	yes	well		"Large, spread"	Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	K7	LM2_siGENOME_1A_K7	M-009751-01	9828	ARHGEF17	1.780135274		3.316399939						-2.515132619	yes	well	Spindly		Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	K8	LM2_siGENOME_1A_K8	M-009612-01	2245	FGD1			3.336461982				-2.539285822		-4.252561677	yes	well			Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	K9	LM2_siGENOME_1A_K9	M-008868-01	11214	AKAP13			1.571002128						-2.391061331	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	L10	LM2_siGENOME_1A_L10	M-010251-01	1123	CHN1					3.971335349				-1.502234792	yes	well					"Round, small"				Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	L11	LM2_siGENOME_1A_L11	M-008235-01	50649	ARHGEF4				2.629406811			-3.825411177			yes	well				Fan			Low nuclear YAP/TAZ		
LM2_siGENOME_1A	L12	LM2_siGENOME_1A_L12	M-009444-01	4983	OPHN1				5.606605954		3.171509277			-2.353738126	yes	well				Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	L14	LM2_siGENOME_1A_L14	M-009238-00	9912	ARHGAP44							-3.959853294			yes	well							Low nuclear YAP/TAZ		
LM2_siGENOME_1A	L15	LM2_siGENOME_1A_L15	M-027177-02	84033	OBSCN	3.547001364						-4.59529541	1.86155205		yes	well	Spindly						Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1A	L16	LM2_siGENOME_1A_L16	M-009302-00	116984	ARAP2					7.003516341					yes	well					"Round, small"				
LM2_siGENOME_1A	L18	LM2_siGENOME_1A_L18	M-003791-02	1124	CHN2	4.114922607		2.473794099				-2.909283336		-2.97736219	yes	well	Spindly		Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	L19	LM2_siGENOME_1A_L19	M-031725-01	85440	DOCK7							-2.944213379			yes	well							Low nuclear YAP/TAZ		
LM2_siGENOME_1A	L20	LM2_siGENOME_1A_L20	M-026514-01	57569	ARHGAP20							-3.209302157		-2.070400425	yes	well							Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	L21	LM2_siGENOME_1A_L21	M-031950-01	57572	DOCK6									-2.088894047	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	L22	LM2_siGENOME_1A_L22	M-013854-01	57221	KIAA1244		1.505215877	1.811746653			2.584399902			-2.483336533	yes	well		"Large, spread"	Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	L3	LM2_siGENOME_1A_L3	M-024733-01	345930	ECT2L		1.856922998				1.73386226				yes	well		"Large, spread"				High nuclear YAP/TAZ			
LM2_siGENOME_1A	L5	LM2_siGENOME_1A_L5	M-014040-00	23348	DOCK9					5.322034155					yes	well					"Round, small"				
LM2_siGENOME_1A	L6	LM2_siGENOME_1A_L6	M-009238-00	9912	ARHGAP44		1.505215877								yes	well		"Large, spread"							
LM2_siGENOME_1A	L7	LM2_siGENOME_1A_L7	M-011253-01	1793	DOCK1	5.944891057						-5.731796831			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_siGENOME_1A	L8	LM2_siGENOME_1A_L8	M-009136-02	116985	ARAP1					7.720213667	4.430117587				yes	well					"Round, small"	High nuclear YAP/TAZ			
LM2_siGENOME_1A	L9	LM2_siGENOME_1A_L9	M-006450-00	1894	ECT2		11.35301526		3.480035138		6.447994717			-3.218370418	yes	well		"Large, spread"		Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	M10	LM2_siGENOME_1A_M10	M-009237-01	9855	FARP2		2.91204436		6.138248658		3.332045144				yes	well		"Large, spread"		Fan		High nuclear YAP/TAZ			
LM2_siGENOME_1A	M11	LM2_siGENOME_1A_M11	M-009323-00	5923	RASGRF1				1.885107025	5.349599436	2.111213468		3.079211067		yes	well				Fan	"Round, small"	High nuclear YAP/TAZ		High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1A	M12	LM2_siGENOME_1A_M12	M-009616-00	8874	ARHGEF7				1.885107025		2.303358354			-1.800756536	yes	well				Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	M13	LM2_siGENOME_1A_M13	M-008480-00	23365	ARHGEF12	1.527725833						-6.105411887		-2.430115904	yes	well	Spindly						Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	M14	LM2_siGENOME_1A_M14	M-008434-02	26230	TIAM2							-2.741571689		-2.754396505	yes	well							Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	M15	LM2_siGENOME_1A_M15	M-009421-00	9138	ARHGEF1						1.892915527			-2.071563802	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	M17	LM2_siGENOME_1A_M17	M-009841-00	50618	ITSN2	2.600465959				1.766112809		-3.436495694			yes	well	Spindly				"Round, small"		Low nuclear YAP/TAZ		
LM2_siGENOME_1A	M18	LM2_siGENOME_1A_M18	M-009612-01	2245	FGD1			1.771622566				-2.126767356		-3.704801504	yes	well			Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	M19	LM2_siGENOME_1A_M19	M-009841-00	50618	ITSN2							-3.277264515			yes	well							Low nuclear YAP/TAZ		
LM2_siGENOME_1A	M20	LM2_siGENOME_1A_M20	M-007123-00	121512	FGD4				4.436992005						yes	well				Fan					
LM2_siGENOME_1A	M21	LM2_siGENOME_1A_M21	M-009833-00	26084	ARHGEF26			2.233049573						-3.199933153	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	M22	LM2_siGENOME_1A_M22	M-008431-00	221472	FGD2					1.545590555			1.945111529		yes	well					"Round, small"			High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1A	M3	LM2_siGENOME_1A_M3	M-032365-01	445328	ARHGEF35			1.651250303	2.629406811		2.315337757			-4.485980968	yes	well			Triangular	Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	M4	LM2_siGENOME_1A_M4	M-003935-01	7409	VAV1	3.105284841									yes	well	Spindly								
LM2_siGENOME_1A	M5	LM2_siGENOME_1A_M5	M-008519-02	10160	FARP1	2.91597776				3.227072741			2.06176467		yes	well	Spindly				"Round, small"			High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1A	M6	LM2_siGENOME_1A_M6	M-004121-01	115557	ARHGEF25				3.267378056	3.061681051					yes	well				Fan	"Round, small"				
LM2_siGENOME_1A	M7	LM2_siGENOME_1A_M7	M-017096-01	55160	ARHGEF10L				3.373706597						yes	well				Fan					
LM2_siGENOME_1A	M8	LM2_siGENOME_1A_M8	M-024745-01	57480	PLEKHG1	3.042182481									yes	well	Spindly								
LM2_siGENOME_1A	M9	LM2_siGENOME_1A_M9	M-032365-01	445328	ARHGEF35			3.196027676	3.480035138					-3.700006135	yes	well			Triangular	Fan					Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	N12	LM2_siGENOME_1A_N12	M-008966-00	392	ARHGAP1	1.843237634						-4.859494629			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_siGENOME_1A	N14	LM2_siGENOME_1A_N14	M-010251-01	1123	CHN1					4.219422885					yes	well					"Round, small"				
LM2_siGENOME_1A	N16	LM2_siGENOME_1A_N16	M-008650-00	29127	RACGAP1		10.64960101		6.669891362		7.150984064			-3.345345353	yes	well		"Large, spread"		Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	N18	LM2_siGENOME_1A_N18	M-021122-00	9824	ARHGAP11A	4.241127328						-4.507822044			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_siGENOME_1A	N20	LM2_siGENOME_1A_N20	M-009382-01	79658	ARHGAP10	2.537363598		1.591064171							yes	well	Spindly		Triangular						
LM2_siGENOME_1A	N3	LM2_siGENOME_1A_N3	M-010323-01	23075	SWAP70					2.813593515					yes	well					"Round, small"				
LM2_siGENOME_1A	N4	LM2_siGENOME_1A_N4	M-004775-01	57584	ARHGAP21					2.455244852	4.090187189				yes	well					"Round, small"	High nuclear YAP/TAZ			
LM2_siGENOME_1A	N5	LM2_siGENOME_1A_N5	M-012695-01	1795	DOCK3						3.82806361				yes	well						High nuclear YAP/TAZ			
LM2_siGENOME_1A	N6	LM2_siGENOME_1A_N6	M-009546-01	23616	SH3BP1						2.09858172				yes	well						High nuclear YAP/TAZ			
LM2_siGENOME_1A	N8	LM2_siGENOME_1A_N8	M-030269-01	55701	ARHGEF40	3.483899003						-1.806585183			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_siGENOME_1B	C10	LM2_siGENOME_1B_C10	M-010063-01	57580	PREX1							-1.712127453	1.660587991		yes	well							Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1B	C11	LM2_siGENOME_1B_C11	M-013460-01	9639	ARHGEF10		2.91547109								yes	well		"Large, spread"							
LM2_siGENOME_1B	C13	LM2_siGENOME_1B_C13	M-017096-01	55160	ARHGEF10L				1.665962909			-3.403883136			yes	well				Fan			Low nuclear YAP/TAZ		
LM2_siGENOME_1B	C14	LM2_siGENOME_1B_C14	M-010063-01	57580	PREX1					2.526680841			2.148196569		yes	well					"Round, small"			High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1B	C15	LM2_siGENOME_1B_C15	M-008370-02	128272	ARHGEF19							-2.40418999	2.094513714		yes	well							Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1B	C16	LM2_siGENOME_1B_C16	M-022051-01	26030	PLEKHG3								1.842986262		yes	well								High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1B	C17	LM2_siGENOME_1B_C17	M-024506-02	64283	ARHGEF28				3.114718096		1.606977741				yes	well				Fan		High nuclear YAP/TAZ			
LM2_siGENOME_1B	C18	LM2_siGENOME_1B_C18	M-009616-00	8874	ARHGEF7				4.046060716	1.656520265	1.63158576				yes	well				Fan	"Round, small"	High nuclear YAP/TAZ			
LM2_siGENOME_1B	C19	LM2_siGENOME_1B_C19	M-003915-02	10276	NET1	1.964967289									yes	well	Spindly								
LM2_siGENOME_1B	C20	LM2_siGENOME_1B_C20	M-014602-01	80243	PREX2				4.149543229		7.296776879			-1.82933815	yes	well				Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1B	C21	LM2_siGENOME_1B_C21	M-008519-02	10160	FARP1	1.586635762				2.281948179			4.288559215		yes	well	Spindly				"Round, small"			High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1B	C22	LM2_siGENOME_1B_C22	M-023690-01	64857	PLEKHG2						2.785975237			-2.602710588	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1B	C3	LM2_siGENOME_1B_C3	M-008868-01	11214	AKAP13						1.921960375				yes	well						High nuclear YAP/TAZ			
LM2_siGENOME_1B	C4	LM2_siGENOME_1B_C4	M-015006-01	84904	ARHGEF39					1.792482855	5.812396916			-2.225319617	yes	well					"Round, small"	High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1B	C6	LM2_siGENOME_1B_C6	M-008434-02	26230	TIAM2									-1.982497164	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1B	C7	LM2_siGENOME_1B_C7	M-008365-01	6453	ITSN1						1.626238832				yes	well						High nuclear YAP/TAZ			
LM2_siGENOME_1B	C8	LM2_siGENOME_1B_C8	M-003904-03	4168	MCF2				1.769445422		2.457260722				yes	well				Fan		High nuclear YAP/TAZ			
LM2_siGENOME_1B	C9	LM2_siGENOME_1B_C9	M-003875-05	613	BCR					2.553873359					yes	well					"Round, small"				
LM2_siGENOME_1B	D10	LM2_siGENOME_1B_D10	M-026304-01	23268	DNMBP				1.665962909					-1.565334574	yes	well				Fan					Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1B	D11	LM2_siGENOME_1B_D11	M-023079-01	55619	DOCK10		2.152867874							-2.449993158	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1B	D12	LM2_siGENOME_1B_D12	M-026514-01	57569	ARHGAP20							-3.824163783			yes	well							Low nuclear YAP/TAZ		
LM2_siGENOME_1B	D13	LM2_siGENOME_1B_D13	M-032389-00	440107	PLEKHG7							-3.524371284		-2.439445046	yes	well							Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1B	D15	LM2_siGENOME_1B_D15	M-020318-01	55200	PLEKHG6									-1.969574632	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1B	D16	LM2_siGENOME_1B_D16	M-008426-01	23092	ARHGAP26				1.976410449				1.76142881		yes	well				Fan				High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1B	D17	LM2_siGENOME_1B_D17	M-014168-01	57679	ALS2				3.218200609		2.541960913		3.610425324		yes	well				Fan		High nuclear YAP/TAZ		High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1B	D18	LM2_siGENOME_1B_D18	M-009266-00	10928	RALBP1		5.203280739				3.052896284			-2.512229456	yes	well		"Large, spread"				High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1B	D20	LM2_siGENOME_1B_D20	M-009266-00	10928	RALBP1				2.079892962		3.556904954			-1.81649934	yes	well				Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1B	D22	LM2_siGENOME_1B_D22	M-009382-01	79658	ARHGAP10	3.226072377									yes	well	Spindly								
LM2_siGENOME_1B	D3	LM2_siGENOME_1B_D3	M-020314-01	23229	ARHGEF9		3.296772698				3.328263046			-2.905704645	yes	well		"Large, spread"				High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1B	D4	LM2_siGENOME_1B_D4	M-004775-01	57584	ARHGAP21					4.185424439					yes	well					"Round, small"				
LM2_siGENOME_1B	D5	LM2_siGENOME_1B_D5	M-014170-00	57722	IGDCC4					4.402964583			2.614839672		yes	well					"Round, small"			High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1B	D6	LM2_siGENOME_1B_D6	M-009535-00	4650	MYO9B					3.288071345		-3.840083044		-2.099681828	yes	well					"Round, small"		Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1B	D7	LM2_siGENOME_1B_D7	M-017968-01	9732	DOCK4						1.935084651				yes	well						High nuclear YAP/TAZ			
LM2_siGENOME_1B	D8	LM2_siGENOME_1B_D8	M-009535-00	4650	MYO9B					3.206493791		-3.551470484			yes	well					"Round, small"		Low nuclear YAP/TAZ		
LM2_siGENOME_1B	D9	LM2_siGENOME_1B_D9	M-024733-01	345930	ECT2L		2.91547109								yes	well		"Large, spread"							
LM2_siGENOME_1B	E10	LM2_siGENOME_1B_E10	M-010098-01	23263	MCF2L	5.054674754						-10.13985723	1.786906367		yes	well	Spindly						Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1B	E12	LM2_siGENOME_1B_E12	M-026895-01	55785	FGD6	4.361066955			3.114718096			-3.87350134			yes	well	Spindly			Fan			Low nuclear YAP/TAZ		
LM2_siGENOME_1B	E13	LM2_siGENOME_1B_E13	M-008365-01	6453	ITSN1	3.352182885									yes	well	Spindly								
LM2_siGENOME_1B	E14	LM2_siGENOME_1B_E14	M-014602-01	80243	PREX2				4.459990769		5.13291181			-2.739597146	yes	well				Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1B	E15	LM2_siGENOME_1B_E15	M-005093-02	7984	ARHGEF5	2.217188306						-3.069214088		-1.859749168	yes	well	Spindly						Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1B	E16	LM2_siGENOME_1B_E16	M-022573-01	25894	PLEKHG4		2.152867874					-2.637388938		-4.528479586	yes	well		"Large, spread"					Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1B	E17	LM2_siGENOME_1B_E17	M-008611-00	29	ABR	3.541348648									yes	well	Spindly								
LM2_siGENOME_1B	E18	LM2_siGENOME_1B_E18	M-028077-01	152273	FGD5							-4.152392213		-2.801682708	yes	well							Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1B	E19	LM2_siGENOME_1B_E19	M-013243-00	50650	ARHGEF3							-3.260366743			yes	well							Low nuclear YAP/TAZ		
LM2_siGENOME_1B	E21	LM2_siGENOME_1B_E21	M-009323-00	5923	RASGRF1					4.430157101			5.127945544		yes	well					"Round, small"			High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1B	E22	LM2_siGENOME_1B_E22	M-010371-01	89846	FGD3							-3.355456986			yes	well							Low nuclear YAP/TAZ		
LM2_siGENOME_1B	E3	LM2_siGENOME_1B_E3	M-009883-01	9181	ARHGEF2	3.289127631						-4.286004638		-2.171418625	yes	well	Spindly						Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1B	E6	LM2_siGENOME_1B_E6	M-005047-00	7204	TRIO									-2.28769015	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1B	E7	LM2_siGENOME_1B_E7	M-024506-02	64283	ARHGEF28			1.91588125			2.164334164			-1.5751244	yes	well			Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1B	E8	LM2_siGENOME_1B_E8	M-031878-01	153478	PLEKHG4B				1.976410449		2.132860205			-2.248201926	yes	well				Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1B	E9	LM2_siGENOME_1B_E9	M-008370-02	128272	ARHGEF19							-2.214981672			yes	well							Low nuclear YAP/TAZ		
LM2_siGENOME_1B	F10	LM2_siGENOME_1B_F10	M-009302-00	116984	ARAP2					7.366949044			3.79381296		yes	well					"Round, small"			High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1B	F11	LM2_siGENOME_1B_F11	M-032927-01	389337	ARHGEF37				3.735613176						yes	well				Fan					
LM2_siGENOME_1B	F12	LM2_siGENOME_1B_F12	M-009546-01	23616	SH3BP1	1.775801526						-1.952496145			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_siGENOME_1B	F13	LM2_siGENOME_1B_F13	M-031950-01	57572	DOCK6				5.287850876	3.478418971		-1.934754067			yes	well				Fan	"Round, small"		Low nuclear YAP/TAZ		
LM2_siGENOME_1B	F14	LM2_siGENOME_1B_F14	M-008966-00	392	ARHGAP1	3.163017122						-6.571573067			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_siGENOME_1B	F15	LM2_siGENOME_1B_F15	M-031725-01	85440	DOCK7	2.40635407				2.608258395		-4.070304726	3.202616487		yes	well	Spindly				"Round, small"		Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1B	F17	LM2_siGENOME_1B_F17	M-006450-00	1894	ECT2		12.06670969		3.942578202		6.848121061			-2.541646816	yes	well		"Large, spread"		Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1B	F18	LM2_siGENOME_1B_F18	M-008335-01	55114	ARHGAP17	4.802453736						-7.101526487	1.903743001		yes	well	Spindly						Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1B	F19	LM2_siGENOME_1B_F19	M-027177-02	84033	OBSCN	3.036906613				1.928445445		-4.967494842	4.185592818		yes	well	Spindly				"Round, small"		Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1B	F22	LM2_siGENOME_1B_F22	M-035016-00	89839	FAM7A2							-1.823926844	1.91745472		yes	well							Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1B	F3	LM2_siGENOME_1B_F3	M-010323-01	23075	SWAP70					5.001199979		-2.083617387	2.196316919		yes	well					"Round, small"		Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1B	F4	LM2_siGENOME_1B_F4	M-004158-02	2909	GRLF1							-2.951520924			yes	well							Low nuclear YAP/TAZ		
LM2_siGENOME_1B	F6	LM2_siGENOME_1B_F6	M-020676-00	56848	FLJ20184	1.586635762								-1.516591991	yes	well	Spindly								Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1B	F8	LM2_siGENOME_1B_F8	M-008650-00	29127	RACGAP1		6.347185564		7.667948682		6.866956828			-2.830514124	yes	well		"Large, spread"		Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1B	F9	LM2_siGENOME_1B_F9	M-019915-00	1794	DOCK2	3.163017122									yes	well	Spindly								
LM2_siGENOME_1B	G10	LM2_siGENOME_1B_G10	M-009313-00	23101	MCF2L2				3.528648149					-1.54226321	yes	well				Fan					Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
