Plate_Well	siRNA Pool Identifier	Gene Identifier	Gene Symbol	Gene Annotation Comments	n	ext	ecc	Ato	Nex	Nin	Nto	AF	BC	C	M	LA	P	Cluster	Has Phenotype	Phenotype Annotation Level	Phenotype 1	Phenotype 2	Phenotype 3	Phenotype 4	Phenotype 5	Phenotype 6	Phenotype 7	Phenotype 8	Phenotype 9	Phenotype 10	Phenotype 11	Phenotype 12	Phenotype 13	Phenotype 14	Phenotype 15	Phenotype 16	Phenotype 17	Phenotype 18
HT16_N20	M-011624-00	1299	COL9A3		0	1	0	0	1	0.988	0	0	1	0	0	0	0	1	yes	multiple reagents	BL phenotype (large cells and bright nuclei)																	
HT16_O12	M-007181-01	8925	HERC1		0	0	0	1	0	0	0	0	0	0	0	1	0	16	yes	multiple reagents																lamellipodia and high actin cells		
HT16_P10	M-006480-01	1417	CRYBB3		0	0	0	0	0	0	-1	0	0	0	0	0	0	8	yes	multiple reagents								small cells										
HT16_P8	M-012024-00	1412	CRYBA2		0	0	0	1	0	0	0	0	0	0	0	0.935	0	16	yes	multiple reagents																lamellipodia and high actin cells		
HT17_A18	M-013149-00	2197	FAU		-0.694	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT17_A20	M-019186-00	2192	FBLN1		0	0	0	0.998	0	0	0	0	0	0	0	0	0	10	yes	multiple reagents										high actin ratio cells								
HT17_B12	M-008895-00	6248	RSC1A1		0	0	0	0	0	0	-1	0.749	0	0	0	0	0	8	yes	multiple reagents								small cells										
HT17_B18	M-006297-01	6323	SCN1A		0	0	0.793	0	0	0	0	0	0	0	0	0	0	5	yes	multiple reagents					elongated cells													
HT17_B19	M-011574-00	341	APOC1		0	0	0	0	0	0	1	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT17_B21	M-011575-00	346	APOC4		0	0	0	0	0	0	0	0.981	0	0	0	0	0	12	yes	multiple reagents												actin fiber cells						
HT17_B8	M-012591-00	5194	PEX13		0	1	0	0	1	1	0	0	1	0	0	0	0	1	yes	multiple reagents	BL phenotype (large cells and bright nuclei)																	
HT17_E6	M-004978-00	4000	LM		0	0	0	0	0	0	0.944	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT17_F14	M-007402-01	6566	SLC16A1		0	0	0	0	1	0	0	0	0	0	0	0	0	3	yes	multiple reagents			large nuclei															
HT17_F19	M-013553-00	25932;LOC646609;442447;LOC442447	CLIC4;LOC646609;LOC442447;LOC442447	"siRNA matched to more than one gene (25932;LOC646609;442447;LOC442447,CLIC4;LOC646609;LOC442447;LOC442447)"	0	0	0	0	1	0.715	0	0	0	0	0	0	0	3	yes	multiple reagents			large nuclei															
HT17_G10	M-019900-00	4809	NHP2L1		-0.742	0	-1	-0.978	0	1	0	0	1	0	1	0	0		yes	multiple reagents																		other phenotype
HT17_G23	M-015424-00	4359	MPZ		0	0	0	0	0	0	0	0	0	0	0	0.811	0		yes	multiple reagents																		other phenotype
HT17_I10	M-013690-00	6187;645018;LOC645018;LOC100130562;LOC286444;440589;LOC440589;LOC343184;LOC645173;LOC100132673;645173;LOC100130367;646294;LOC646294;650055;343184	RPS2;LOC645018;LOC645018;LOC100130562;LOC286444;LOC440589;LOC440589;LOC343184;LOC645173;LOC100132673;LOC645173;LOC100130367;LOC646294;LOC646294;LOC645173;LOC343184	"siRNA matched to more than one gene (6187;645018;LOC645018;LOC100130562;LOC286444;440589;LOC440589;LOC343184;LOC645173;LOC100132673;645173;LOC100130367;646294;LOC646294;650055;343184,RPS2;LOC645018;LOC645018;LOC100130562;LOC286444;LOC440589;LOC440589;LOC343184;LOC645173;LOC100132673;LOC645173;LOC100130367;LOC646294;LOC646294;LOC645173;LOC343184)"	-0.506	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT17_I12	M-011153-00	6227	RPS21		-0.5	0	0	-0.609	0	0	0.999	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT17_I15	M-020117-00	4917	NTN2L		0	0	0	0	0	0	-1	0	0	0	0	0	0	8	yes	multiple reagents								small cells										
HT17_M12	M-011061-00	3730	KAL1		0	0	0	0	0	0	-1	0	0	0	0	0	0	8	yes	multiple reagents								small cells										
HT17_M9	M-010948-00	LOC100134246;79937;728577;LOC642406;LOC643827;LOC642373	LOC100134246;CNTP3;CNTP3B;LOC642406;LOC643827;LOC642373	"siRNA matched to more than one gene (LOC100134246;79937;728577;LOC642406;LOC643827;LOC642373,LOC100134246;CNTP3;CNTP3B;LOC642406;LOC643827;LOC642373)"	0.989	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT17_N11	M-004891-01	51305	KCNK9		0	0	0	0	1	0	0	0.993	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT17_N5	M-006252-00	3764	KCNJ8		0	0	0	0	0	0	-0.978	0	0	0	0	0	0	8	yes	multiple reagents								small cells										
HT17_O12	M-017581-01	8726	EED		0	0	0	0	1	0.84	0	1	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT17_O22	M-012723-00	4086	SMAD1		0	0	0	1	0	0	0	0	0	0	0	0	0	10	yes	multiple reagents										high actin ratio cells								
HT17_O7	M-011620-00	1291	COL6A1		0	0	1	0	0	0	0	0	0	0	0	0	1	6	yes	multiple reagents						elongated cells with protrusions												
HT17_P17	M-019027-00	7991	TUSC3		0	0	0	0.986	0	0	0	1	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT17_P23	M-013078-00	4928	NUP98		-0.566	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT18_A21	M-006121-01	773	CAC1A		-0.668	-0.619	0	-0.964	0	0	1	0	0	1	0	0	0		yes	multiple reagents																		other phenotype
HT18_A23	M-006123-00	775;LOC100133404;652710	CAC1C;LOC100133404;LOC652710	"siRNA matched to more than one gene (775;LOC100133404;652710,CAC1C;LOC100133404;LOC652710)"	-0.612	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT18_C19	M-006159-01	1261	CNGA3		0	0	0	0	0	0	0	0	1	0	0	0	0	13	yes	multiple reagents													big cells					
HT18_D10	M-010740-00		BASE		0	0	0	1	0	0	0	0	0	0	0	0.999	0	16	yes	multiple reagents																lamellipodia and high actin cells		
HT18_F14	M-003458-00	598	BCL2L1		0	0	0	0	0	0	0	0	0	0	0	0.999	0	15	yes	multiple reagents															lamellipodia cells			
HT18_G10	M-010989-00	213	ALB		0	0	0	0	-0.541	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT18_G20	M-005293-00	2	A2M		-0.518	0	0	0	0	0	0	0	0	0	0	0.957	0	15	yes	multiple reagents															lamellipodia cells			
HT18_I5	M-006217-00	3743	KC7		0	0	0	0	0	0	0	0	0	0	0.751	0	0		yes	multiple reagents																		other phenotype
HT18_J11	M-011573-00	339	APOBEC1		0	0	0	1	0	0	0	0	0	0	0	0	0	10	yes	multiple reagents										high actin ratio cells								
HT18_L13	M-011582-00	378	ARF4		1	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT18_M22	M-005769-01	170692	ADAMTS18		0	0.995	0	0	0	0	0	0	0	0	0	0	0	14	yes	multiple reagents														large cells				
HT18_N13	M-020314-00	23229	ARHGEF9		0	0	0	0	0	0	0	0.841	0	0	0	0	0	12	yes	multiple reagents												actin fiber cells						
HT18_N14	M-018682-01	219771	CCNY		1	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT18_N18	M-015700-00	221150	C13orf3		0	0	0	0	0	1	0	0	0	0	1	0	0	7	yes	multiple reagents							SM phenotype (round cells and many in metaphase)											
HT18_P11	M-013268-00	432	ASGR1		0	0	0	0	0	0	0	0	0	0	1	0	0	11	yes	multiple reagents											metaphase cells							
HT18_P23	M-004082-00	488	ATP2A2		-0.506	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT18_P6	M-013136-00	712	C1QA		-0.53	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT19_A10	M-005289-01	83540	NUF2		-0.662	-0.724	-1	0	0	0.985	1	0	0	0	1	0	0	7	yes	multiple reagents							SM phenotype (round cells and many in metaphase)											
HT19_A18	M-011007-00	1029	CDKN2A		0	-0.796	0	-0.759	0	0	1	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT19_A20	M-020888-00	50937	CDON		0	0	-0.75	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT19_A22	M-019791-00	1038	CDR1		-0.524	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT19_A6	M-003232-02	8318	CDC45L		-0.673	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT19_C19	M-010410-00	50632	DRD1IP		1	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT19_C20	M-003254-01	64946	CENPH		-0.942	0	-0.992	-1	-0.904	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT19_C21	M-019790-00	820	CAMP		-0.756	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT19_C22	M-010209-00	55835	CENPJ		-0.714	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT19_C23	M-019047-00	23125	CAMTA2		-0.719	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT19_D17	M-016631-01	23584	VSIG2		0	0	0	0	0	0	0.767	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT19_E13	M-012413-00	9994	CASP8AP2		0	1	0	0	0	1	-1	0	0	0	0	0	1		yes	multiple reagents																		other phenotype
HT19_E9	M-011990-00	832	CAPZB		0	0	-0.873	0	0	0	0	0	0	0	0	0	0	9	yes	multiple reagents									low eccentricity cells									
HT19_F19	M-008522-00	1601	DAB2		-0.542	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT19_G22	M-006157-01	1188;1187	CLCNKB;CLCNKA	"siRNA matched to more than one gene (1188;1187,CLCNKB;CLCNKA)"	0	0	-0.771	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT19_I14	M-020163-00	1203	CLN5		0	0	0	0	0	0	0	0	0	0	1	0	0	11	yes	multiple reagents											metaphase cells							
HT19_J15	M-012417-00	26512;LOC285634;285634	INTS6;LOC285634;LOC285634	"siRNA matched to more than one gene (26512;LOC285634;285634,INTS6;LOC285634;LOC285634)"	0	0	0.949	0	0	0	0	0	0	0	0	0	0	5	yes	multiple reagents					elongated cells													
HT19_J7	M-015395-00	51164	DCTN4		0	0	0	0	0	0	0	0	0	0	1	0	0	11	yes	multiple reagents											metaphase cells							
HT19_K9	M-008682-00	57018	CCNL1		0	-0.953	0	0	-0.971	0	1	0	0	1	0	0	0		yes	multiple reagents																		other phenotype
HT19_L10	M-008894-00	2119	ETV5		0	0	0.98	0	0	0	0	0	0	0	0	0	0	5	yes	multiple reagents					elongated cells													
HT19_M9	M-020827-00	51744	CD244		1	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT19_N11	M-017959-00	200081	TXL		0	0	0	0	0	0	0	0	0	0	0	0	0.999	4	yes	multiple reagents				cells with protrusions														
HT19_O17	M-017290-00	LOC729948;LOC730314;246184	LOC729948;LOC730314;CDC26	"siRNA matched to more than one gene (LOC729948;LOC730314;246184,LOC729948;LOC730314;CDC26)"	0	0.921	0	0	0	0	0	0	0	0	0	0	0	14	yes	multiple reagents														large cells				
HT19_O9	M-016245-00	4267	CD99		0	0	0	0	0	0	0	0.995	0	0	0	0	0	12	yes	multiple reagents												actin fiber cells						
HT19_P19	M-003825-01	889	KRIT1		0	-0.852	-0.989	0	-0.861	0	0	0	0	0.755	0	0	0		yes	multiple reagents																		other phenotype
HT20_A18	M-019639-00	2765	GML		-0.65	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT20_B17	M-008221-01	3178;664709;LOC728170;LOC643033;728170;645001;732259;LOC645001;730246;LOC100128701;LOC730246	HNRNPA1;HNRPA1L-2;LOC728170;LOC643033;LOC728170;LOC645001;LOC730246;LOC645001;LOC730246;LOC100128701;LOC730246	"siRNA matched to more than one gene (3178;664709;LOC728170;LOC643033;728170;645001;732259;LOC645001;730246;LOC100128701;LOC730246,HNRNPA1;HNRPA1L-2;LOC728170;LOC643033;LOC728170;LOC645001;LOC730246;LOC645001;LOC730246;LOC100128701;LOC730246)"	0	0	-1	0	0	0	0	0	0	0	0	0	0	9	yes	multiple reagents									low eccentricity cells									
HT20_B22	M-008000-01	22801	ITGA11		0	0	0	0	0	0	0.768	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT20_B23	M-009339-01	3240;3250	HP;HPR	"siRNA matched to more than one gene (3240;3250,HP;HPR)"	-0.546	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT20_B9	M-015567-00	3150;LOC100132992;LOC100129555	HMGN1;LOC100132992;LOC100129555	"siRNA matched to more than one gene (3150;LOC100132992;LOC100129555,HMGN1;LOC100132992;LOC100129555)"	0	0	-0.839	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT20_C20	M-012272-00	2873	GPS1		0	0	0.993	0	0	0	0	0	0	0	0	0	1	6	yes	multiple reagents						elongated cells with protrusions												
HT20_C23	M-026895-00	55785	FGD6		-0.552	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT20_E12	M-011179-00	2950	GSTP1		-0.82	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT20_E15	M-014496-00	79935	CNTD2		-0.65	-0.806	-1	0	-0.97	0	1	0	0	1	0	0	0		yes	multiple reagents																		other phenotype
HT20_E22	M-020031-00	9328	GTF3C5		0	0	0	0	0	0	0	0	0	0	1	0	0	11	yes	multiple reagents											metaphase cells							
HT20_E5	M-014393-00	79685	SAP30L		0	0	0	0	0	0	0.738	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT20_E6	M-006197-00	2905	GRIN2C		1	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT20_F14	M-012764-00	11081	KERA		0	0	0	0	0	0.999	0	0	0	0	0	0	0	2	yes	multiple reagents		bright nuclei																
HT20_F23	M-020711-00	29090	C18orf55		0	0	0	0	0	0	0.585	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT20_G9	M-016961-00	84173	RBED1		1	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT20_H6	M-023594-00	23023	TMCC1		1	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT20_I17	M-012098-00	10272	FSTL3		0	0	-1	0	0	0	0	0	0	0	0	0	0	9	yes	multiple reagents									low eccentricity cells									
HT20_I21	M-009211-00	2519	FUCA2		0	0	0.999	0	0	0	0	0	0	0	0	0	0	5	yes	multiple reagents					elongated cells													
HT20_J15	M-009357-00	3422	IDI1		-0.655	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT20_K10	M-016834-00	29115	SAP30BP		0	0	0	0	0	0	1	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT20_K14	M-004106-00	10403	NDC80		-0.833	-0.909	-1	-0.95	-0.992	0	1	0	0	1	0	0	0		yes	multiple reagents																		other phenotype
HT20_L8	M-012865-01	3848	KRT1		0	-0.617	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT20_N11	M-032258-00		IGH@		0	0	-0.818	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT20_N13	M-027162-00		LOC652494		1	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT20_N19	M-011876-00	3543;91353	IGLL1;IGLL3	"siRNA matched to more than one gene (3543;91353,IGLL1;IGLL3)"	0	0	0.973	0	0	0	0	0	0	0	0	0	1	6	yes	multiple reagents						elongated cells with protrusions												
HT20_O12	M-011654-00	2180	ACSL1		1	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT20_O17	M-020380-00	57165	GJC2		-0.681	0	0	-0.537	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT20_O20	M-008844-00				0	-0.671	0	0	-0.502	0	0	0	0	0.517	0	0	0		yes	multiple reagents																		other phenotype
HT20_P18	M-011982-00	9211	LGI1		0	-0.5	0	0	0	0	0.951	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT20_P23	M-011299-01	3631	INPP4A		-0.512	-0.648	0	0	0	0	1	0	0	1	0	0	0		yes	multiple reagents																		other phenotype
HT21_A11	M-009441-01	3991	LIPE		0	1	0	0	0	0	-0.999	0	1	0	0	0	0		yes	multiple reagents																		other phenotype
HT21_A13	M-009672-00	51599	LSR		0	0	1	0	0	0	0	0	0	0	0	0	0	5	yes	multiple reagents					elongated cells													
HT21_A19	M-012123-00	4005	LMO2		1	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT21_A22	M-011335-01	4282	MIF		1	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT21_B13	M-011343-00	4884	NPTX1		0	0.568	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT21_B21	M-014208-00	64710	NUCKS1		0	1	0	0	0	0.985	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT21_F13	M-016269-00	10133	OPTN		-0.613	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT21_F23	M-011942-00	9381	OTOF		-0.506	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT21_F6	M-019594-01	5341	PLEK		0	0	1	-0.641	0	0	0	0	0	0	0	0	1	6	yes	multiple reagents						elongated cells with protrusions												
HT21_G20	M-012806-01	4595	MUTYH		0	0	-0.822	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT21_G5	M-020025-00				0	1	0	0	0	0	0	0	1	0	0	0	0		yes	multiple reagents																		other phenotype
HT21_G9	M-014144-00	4054	LTBP3		0	0	0.999	0	0	0	0	0	0	0	0	0	0	5	yes	multiple reagents					elongated cells													
HT21_H13	M-006287-00	9127;440799	P2RXL1;LOC440799	"siRNA matched to more than one gene (9127;440799,P2RXL1;LOC440799)"	0	0	0	0	1	0	0	0	0	0	0	0	0	3	yes	multiple reagents			large nuclei															
HT21_I23	M-008328-00	4123	MAN2C1		0	0	0	0	0	0	0	0	0	0	0	0.98	0	15	yes	multiple reagents															lamellipodia cells			
HT21_J20	M-020669-00	56978	PRDM8		0	0	0	1	0	0	0	0	0	0	0	0	0	10	yes	multiple reagents										high actin ratio cells								
HT21_J23	M-012528-00	27253	PCDH17		0	0	0	0	0	0	0.911	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT21_K18	M-020625-00	54820	NDE1		-0.826	0	-1	-0.867	0.884	1	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT21_L11	M-012836-00	23424	TDRD7		0	0	0	0	0.996	0	0	0	0	0	0	0	0	3	yes	multiple reagents			large nuclei															
HT21_L19	M-004439-01	9141	PDCD5		0	0	0	0	0	0	0	0	0	0	1	0	0	11	yes	multiple reagents											metaphase cells							
HT21_L6	M-007675-00	5564	PRKAB1		0	0	0.992	0	0	0	0	0	0	0	0	0	0	5	yes	multiple reagents					elongated cells													
HT21_M13	M-014164-00	59274	MESDC1		0	0	0	0	0	0	0	0	1	0	0	0	0	13	yes	multiple reagents													big cells					
HT21_N22	M-017583-00	5714	PSMD8		-0.686	0	0	-0.96	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT21_O16	M-012059-00	9241	NOG		0	0	0	0	0	0	0	0	1	0	0	0	0	13	yes	multiple reagents													big cells					
HT21_O18	M-020084-01	4839	NOL1		0	1	0	0	0	0	-1	0	0	0	0	0	1		yes	multiple reagents																		other phenotype
HT21_P12	M-010363-01	23210	JMJD6		0	0	0	0	0	0	0	0	0	0	0	0	1	4	yes	multiple reagents				cells with protrusions														
HT22_A15	M-017788-00	128646	SIRPD		1	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT22_A5	M-008462-01	9536	PTGES		0	0	0	0	0	0	0	0	1	0	0	0	0	13	yes	multiple reagents													big cells					
HT22_A7	M-005207-01	5757;LOC728026;442727;728873;441454;LOC442727;731018;LOC728873;442347;728026	PTMA;LOC728026;LOC442727;LOC728873;LOC441454;LOC442727;LOC728873;LOC728873;LOC442347;LOC728026	"siRNA matched to more than one gene (5757;LOC728026;442727;728873;441454;LOC442727;731018;LOC728873;442347;728026,PTMA;LOC728026;LOC442727;LOC728873;LOC441454;LOC442727;LOC728873;LOC728873;LOC442347;LOC728026)"	0	0	0	0	0	0	0	0.749	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT22_A9	M-019349-00	5763	PTMS		0	0	0	0	0.986	0	0	0.634	1	0	0	0	0		yes	multiple reagents																		other phenotype
HT22_B9	M-012193-00	10326;654056;LOC654056	SIRPB1;LOC654056;LOC654056	"siRNA matched to more than one gene (10326;654056;LOC654056,SIRPB1;LOC654056;LOC654056)"	0	0	0	0	0.954	0.566	0	0	1	0	0	0	0		yes	multiple reagents																		other phenotype
HT22_C12	M-011157-00	6235;LOC100134789;LOC100132499;LOC100129902;LOC642892;LOC100129379	RPS29;LOC100134789;LOC100132499;LOC100129902;LOC642892;LOC100129379	"siRNA matched to more than one gene (6235;LOC100134789;LOC100132499;LOC100129902;LOC642892;LOC100129379,RPS29;LOC100134789;LOC100132499;LOC100129902;LOC642892;LOC100129379)"	0	-0.562	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT22_C13	M-021171-00	PXMP2;5827;LOC100129532	PXMP2;PXMP2;LOC100129532	"siRNA matched to more than one gene (PXMP2;5827;LOC100129532,PXMP2;PXMP2;LOC100129532)"	-0.596	0	0.999	0	0	0	0	0	0	0	0	0	1	6	yes	multiple reagents						elongated cells with protrusions												
HT22_C6	M-013627-00	6217;LOC441876;441876;LOC729903	RPS16;LOC441876;LOC441876;LOC729903	"siRNA matched to more than one gene (6217;LOC441876;441876;LOC729903,RPS16;LOC441876;LOC441876;LOC729903)"	-0.607	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT22_C7	M-013952-01	25945	PVRL3		0	0	0	0	0.9	0	0	0.587	0	0	0	0	0	3	yes	multiple reagents			large nuclei															
HT22_C8	M-003771-00	6223;731572;LOC728953;728953	RPS19;LOC728953;LOC728953;LOC728953	"siRNA matched to more than one gene (6223;731572;LOC728953;728953,RPS19;LOC728953;LOC728953;LOC728953)"	0	-0.609	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT22_E7	M-010065-01	11031	RAB31		-0.517	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT22_G17	M-009266-00	10928;131054;LOC131054	RALBP1;LOC131054;LOC131054	"siRNA matched to more than one gene (10928;131054;LOC131054,RALBP1;LOC131054;LOC131054)"	0	0	0	0	0	0	0	0	1	0	0	0	0	13	yes	multiple reagents													big cells					
HT22_G19	M-020543-00	51514	DTL		0	0	0	0	0	0.943	0	0	0	0	0	0	0	2	yes	multiple reagents		bright nuclei																
HT22_J15	M-019726-00	6708	SPTA1		0	0	0	0	0	0	-1	0	0	0	0	0	1		yes	multiple reagents																		other phenotype
HT22_J9	M-027339-00	10252	SPRY1		-0.618	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT22_K17	M-017623-00	10741	RBBP9		-0.5	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT22_K7	M-021117-00	9821	RB1CC1		-0.552	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT22_M5	M-008289-00	5950	RBP4		0	1	0	0	0	0	0	0	1	0	0	0	0		yes	multiple reagents																		other phenotype
HT22_O18	M-006657-01	9644	SH3PXD2A		0	0	0	0	0	0	0	0	0	0	1	0	0	11	yes	multiple reagents											metaphase cells							
HT22_P15	M-003714-01	6876	TAGLN		0	1	0	1	0	0	-1	0	0	0	0	1	0		yes	multiple reagents																		other phenotype
HT23_A18	M-019936-00	517	ATP5G2		0	0	0.983	0	0	0	0	0	0	0	0	0	0	5	yes	multiple reagents					elongated cells													
HT23_A7	M-010380-00	15	AAT		-0.618	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT23_D23	M-006151-00				0	0	0	0	0	0	0	0	0	0	0	0	1	4	yes	multiple reagents				cells with protrusions														
HT23_E7	M-006801-00	113	ADCY7		0	0	0	0	0	0.979	0	0	0	0	0	0	0	2	yes	multiple reagents		bright nuclei																
HT23_F15	M-008267-00	1208	CLPS		0	0	0.773	0	0	0	0	0	0	0	0	0	0.784		yes	multiple reagents																		other phenotype
HT23_H10	M-003774-00	1655	DDX5		0	0	0	0	0	0	0	0.996	0	0	0	0	0	12	yes	multiple reagents												actin fiber cells						
HT23_H15	M-011835-00	1314	COPA		-0.737	-0.97	0	-0.984	-0.999	0	1	0	0	1	0	0	0		yes	multiple reagents																		other phenotype
HT23_H17	M-017940-00	1315	COPB1		-0.806	-0.966	-1	-1	-0.967	0	1	0	0	1	0	0	0		yes	multiple reagents																		other phenotype
HT23_H7	M-019793-00	1265	CNN2		0	0	0	1	0	0	0	0	0	0	0	0	0	10	yes	multiple reagents										high actin ratio cells								
HT23_I9	M-010053-00	262	AMD1		-0.607	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT23_J10	M-012028-00	1672	DEFB1		-0.506	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT23_J14	M-011170-00	1733	DIO1		0	0	0.744	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT23_J18	M-011251-00	1735	DIO3		0	0	0	1	0	0	-0.998	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT23_J9	M-012021-00	1339	COX6A2		-0.64	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT23_K16	M-008741-00	783	CACNB2		1	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT23_K17	M-011577-00	357	SHROOM2		0	0.992	0	0	0.512	0	0	0	1	0	0	0	0		yes	multiple reagents																		other phenotype
HT23_K19	M-013063-00	372	ARCN1		0	-0.912	-0.937	0	-0.97	0	1	0	0	1	0	0	0		yes	multiple reagents																		other phenotype
HT23_K8	M-008811-00	766	CA7		0	0	0.64	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT23_L8	M-026431-00	1763	D2		0	0.998	0	0	0	1	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT23_M11	M-004294-00	444	ASPH		0	1	0	0	0	0	-1	0	1	0	0	0	0		yes	multiple reagents																		other phenotype
HT23_M20	M-010335-00	833	CARS		0	0	0	0	0	0	0	0.937	0	0	0	0	0	12	yes	multiple reagents												actin fiber cells						
HT23_M8	M-015409-00	797;796	CALCB;CALCA	"siRNA matched to more than one gene (797;796,CALCB;CALCA)"	-0.607	0	0	0	0	0	0	0	0	0	0	1	0	15	yes	multiple reagents															lamellipodia cells			
