Plate	Well Number	Well	Plate_Well	Quality Control	siRNA Identifier	Gene Identifier	Gene Symbol	Gene Annotation Comments	Control Type	Score - nuclei stay close together (manual)	Score - strange nuclear shape (manual)	Score - segregation problems/chromatin bridges/lagging chromosomes/multiple DNA masses (manual)	Score - cell migration (manual)	Score - metaphase delay/arrest (manual)	Score - cell death (manual)	Score - metaphase alignment problems/including no metaphase (manual)	Score - pulsating nuclei (manual)	Score - small nucleus (manual)	Score - prometaphase delay/arrest (manual)	Score - condensation without mitosis/collapse of nucleus (manual)	Score - large nucleus (manual)	Score - failure in decondensation (manual)	Score - condensation followed by decondensation without completion of mitosis (manual)	Score - reduced mitotic index (manual)	Score - other (manual)	Score - no phenotype (manual)	Score - cell death (automatic)	Score - binuclear (automatic)	Score - polylobed (automatic)	Score - large (automatic)	Score - dynamic changes (automatic)	Score - mitotic delay/arrest (automatic)	Score - grape (automatic)	Score - migration (speed) (automatic)	Score - migration (distance) (automatic)	Score - increased proliferation (automatic)	siRNA phenotype reproducibility - nuclei stay close together (manual)	siRNA phenotype reproducibility - strange nuclear shape (manual)	siRNA phenotype reproducibility - segregation problems/chromatin bridges/lagging chromosomes/multiple DNA masses (manual)	siRNA phenotype reproducibility - cell migration (manual)	siRNA phenotype reproducibility - metaphase delay/arrest (manual)	siRNA phenotype reproducibility - cell death (manual)	siRNA phenotype reproducibility - metaphase alignment problems/including no metaphase (manual)	siRNA phenotype reproducibility - pulsating nuclei (manual)	siRNA phenotype reproducibility - small nucleus (manual)	siRNA phenotype reproducibility - prometaphase delay/arrest (manual)	siRNA phenotype reproducibility - condensation followed by decondensation without completion of mitosis (manual)	siRNA phenotype reproducibility - large nucleus (manual)	siRNA phenotype reproducibility - failure in decondensation (manual)	siRNA phenotype reproducibility - condensation without mitosis/collapse of nucleus (manual)	siRNA phenotype reproducibility - cell death (automatic)	siRNA phenotype reproducibility - binuclear (automatic)	siRNA phenotype reproducibility - polylobed (automatic)	siRNA phenotype reproducibility - large (automatic)	siRNA phenotype reproducibility - dynamic changes (automatic)	siRNA phenotype reproducibility - mitotic delay/arrest (automatic)	siRNA phenotype reproducibility - grape (automatic)	siRNA phenotype reproducibility - migration (speed) (automatic)	siRNA phenotype reproducibility - migration (distance) (automatic)	siRNA phenotype reproducibility - increased proliferation (automatic)	Potential Mitotic Hit At Gene Level	Validated Mitotic Hit At Gene Level	Has Phenotype	Phenotype Annotation Level	Phenotype 1	Phenotype 2	Phenotype 3	Phenotype 4	Phenotype 5	Phenotype 6	Phenotype 7	Phenotype 8	Phenotype 9
LTValidMitosisSon384Plate01_02	351	O15	LTValidMitosisSon384Plate01_02_O15	TRUE	s229174			no perfect match to a gene transcript in Ensembl 53																			0.013808	0.01185	0.010574	0.006136	0.007496	0.010387	0.007454	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													
LTValidMitosisSon384Plate01_02	353	O17	LTValidMitosisSon384Plate01_02_O17	TRUE	s18552	ENSG00000100034	PPM1F																				0.045396	0.012467	-0.006185	-0.012173	0.002777	0.011038	0.000456	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_02	354	O18	LTValidMitosisSon384Plate01_02_O18	TRUE	s15395	ENSG00000115275	GCS1_HUMAN																				0.003422	0.002493	-0.00741	0.01694	-0.006484	0.000971	-0.000024	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_02	355	O19	LTValidMitosisSon384Plate01_02_O19	TRUE	s25082	ENSG00000105321	CCDC9																				0.012537	0.089015	0.049734	0.032738	0.00744	0.036265	0.003703	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/4	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate01_02	356	O20	LTValidMitosisSon384Plate01_02_O20	TRUE	s18786	ENSG00000103540	CEP110																				0.005783	-0.002219	0.026222	0.032696	-0.004757	0.010426	0.000707	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_02	357	O21	LTValidMitosisSon384Plate01_02_O21	TRUE	s21604	ENSG00000112249	ASCC3																				0.023488	0.002782	0.136549	0.016714	0.006483	0.025808	0.018075	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/4	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate01_02	358	O22	LTValidMitosisSon384Plate01_02_O22	TRUE	s44635	ENSG00000179195	ZNF664																				-0.004008	-0.007701	-0.012288	0.023898	-0.006931	0.002198	-0.000579	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_02	359	O23	LTValidMitosisSon384Plate01_02_O23	TRUE	s43689	ENSG00000178804	H1FOO																				0.016494	0.01481	0.008563	0.080777	0.002969	0.008638	0.001532	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_02	360	O24	LTValidMitosisSon384Plate01_02_O24	TRUE	s229174			no perfect match to a gene transcript in Ensembl 53																			0.050228	0.091255	0.098712	0.029081	0.01037	0.029998	0.026691	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													
LTValidMitosisSon384Plate01_02	361	P1	LTValidMitosisSon384Plate01_02_P1	TRUE	s8904	ENSG00000070444	MNT																				0.019843	0.003214	0.069389	0.007958	0.033579	0.014318	0.002422	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3/4	0	0	1/4	0	0	0	0	yes	yes	yes	multiple replicates of reagent							polylobed (automatic)		
LTValidMitosisSon384Plate01_02	362	P2	LTValidMitosisSon384Plate01_02_P2	TRUE	s36111	ENSG00000196449	YRDC																				0.112054	0.02086	0.020848	0.002045	0.027336	0.006583	0.00068	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_02	363	P3	LTValidMitosisSon384Plate01_02_P3	TRUE	s23925	ENSG00000100307	CBX7																			x	0.016883	-0.004487	0.028024	0.02581	0.003026	0.017476	0.002093	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate01_02	364	P4	LTValidMitosisSon384Plate01_02_P4	TRUE	s37882	ENSG00000121621	KIF18A																				0.044851	-0.005764	0.127192	0.047053	0.030836	0.054828	0.039482	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/4	0	0	1/4	1/4	0	0	0	yes	yes											
LTValidMitosisSon384Plate01_02	365	P5	LTValidMitosisSon384Plate01_02_P5	TRUE	s2581	ENSG00000110448	CD5																				0.034208	0.032394	0.00481	-0.026192	0.011745	0.010901	0.001754	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_02	366	P6	LTValidMitosisSon384Plate01_02_P6	TRUE	s51007	ENSG00000181036	FCRL6																				0.059903	0.028012	0.064009	-0.017183	0.036691	0.002251	0.004092	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate01_02	367	P7	LTValidMitosisSon384Plate01_02_P7	TRUE	s11286	ENSG00000196415	PRTN3																				0.20741	-0.006195	0.073422	0.02483	0.095476	0.156005	0.021582	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/4	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate01_02	368	P8	LTValidMitosisSon384Plate01_02_P8	TRUE	s17344	ENSG00000175467	SART1																				0.09951	0.002538	0.124025	0.056101	0.060888	0.032879	0.043025	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	1/4	2/4	0	0	0	yes	yes											
LTValidMitosisSon384Plate01_02	369	P9	LTValidMitosisSon384Plate01_02_P9	TRUE	s16480	ENSG00000173273	TNKS																			x	0.000206	-0.003627	-0.001546	0.004772	0.002479	0.022643	-0.000579	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_02	370	P10	LTValidMitosisSon384Plate01_02_P10	TRUE	s13375	ENSG00000118785	SPP1																				0.028192	0.012216	0.104911	0.002584	0.023125	0.008999	0.004387	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/4	0	0	1/4	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate01_02	371	P11	LTValidMitosisSon384Plate01_02_P11	TRUE	s43230	ENSG00000143862	ARL8A																				0.007296	0.066954	0.038117	0.015188	0.005891	0.028108	0.011266	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_02	373	P13	LTValidMitosisSon384Plate01_02_P13	TRUE	s21649	ENSG00000105135	OR10B1P																				0.034	0.027571	0.013526	-0.024416	0.010959	0.014571	0.003071	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_02	374	P14	LTValidMitosisSon384Plate01_02_P14	TRUE	s13583	ENSG00000105146	AURKC								x												0.126096	0.034457	0.097043	-0.014759	0.011329	0.019228	0.008765	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate01_02	375	P15	LTValidMitosisSon384Plate01_02_P15	TRUE	s20502	ENSG00000179456	ZNF238																				-0.00172	0.00694	0.006805	0.008693	-0.00349	0.018695	-0.000579	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_02	377	P17	LTValidMitosisSon384Plate01_02_P17	TRUE	s35962	ENSG00000111879	C6ORF60																				-0.003859	0.006395	0.020261	0.015852	0.00431	0.008286	0.000172	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_02	378	P18	LTValidMitosisSon384Plate01_02_P18	TRUE	s52397			no perfect match to a gene transcript in Ensembl 53																			0.039554	0.108176	0.06471	-0.019944	0.008255	0.027809	0.010344	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3/4	0	0	0	0	0	0	0	0			yes	multiple replicates of reagent						binuclear (automatic)			
LTValidMitosisSon384Plate01_02	379	P19	LTValidMitosisSon384Plate01_02_P19	TRUE	s13386	ENSG00000196805	SPRR2A																				0.008868	0.04974	0.021417	0.011612	0.006442	0.009325	0.006178	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_02	380	P20	LTValidMitosisSon384Plate01_02_P20	TRUE	s229174			no perfect match to a gene transcript in Ensembl 53																			0.038889	0.013303	0.015117	-0.014569	0.014537	0.0143	-0.000579	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													
LTValidMitosisSon384Plate01_02	381	P21	LTValidMitosisSon384Plate01_02_P21	TRUE	s40597	ENSG00000100121	GGTL4																				0.001593	0.006924	-0.016134	0.06844	-0.007008	0.000181	0.000077	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_02	382	P22	LTValidMitosisSon384Plate01_02_P22	TRUE	s48867	ENSG00000172260	NEGR1																				0.43215	0.009724	0.116462	0.047323	0.076236	0.066026	0.026961	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4/4	0	0	3/4	2/4	0	0	0	yes	yes	yes	multiple replicates of reagent							polylobed (automatic)	mitotic delay/arrest (automatic)	
LTValidMitosisSon384Plate01_02	384	P24	LTValidMitosisSon384Plate01_02_P24	TRUE	s21911	ENSG00000122966	CIT																				0.004942	0.243056	0.234328	0.110066	0.028063	0.011683	0.036932	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4/4	3/4	0	0	0	0	0	0	0	yes	yes	yes	multiple replicates of reagent						binuclear (automatic)	polylobed (automatic)		
LTValidMitosisSon384Plate01_03	1	A1	LTValidMitosisSon384Plate01_03_A1	TRUE	s7424	ENSG00000149503	INCENP		positive control																		0.084202	0.06146	0.59082	0.058682	0.014112	0.100827	0.122721	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate01_03	2	A2	LTValidMitosisSon384Plate01_03_A2	TRUE	s27759	ENSG00000159596	TMEM69																				0.026507	0.011892	0.017365	0.141149	0.01265	0.019105	0.004994	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_03	3	A3	LTValidMitosisSon384Plate01_03_A3	TRUE	s41636	ENSG00000164484	KIAA1913																				0.003482	0.003455	0.022625	0.014704	0.009199	0.001021	0.002593	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_03	5	A5	LTValidMitosisSon384Plate01_03_A5	TRUE	s43833	ENSG00000164237	CMBL																			x	0.023391	0.041864	-0.004828	0.031519	0.029879	0.02919	0.0012	NA	NA	NA	0	0	0	0	3/4	0	2/4	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	0	0	yes	yes	yes	multiple replicates of reagent				metaphase delay/arrest (manual)					
LTValidMitosisSon384Plate01_03	6	A6	LTValidMitosisSon384Plate01_03_A6	TRUE	s19740	ENSG00000141232	TOB1																				-0.001607	0.019996	0.021945	0.010142	0.039464	0.02024	0.009449	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_03	8	A8	LTValidMitosisSon384Plate01_03_A8	TRUE	s39236	ENSG00000141200	KIF2B																				0.001902	0.056335	0.021373	0.01983	0.010557	0.009037	0.000409	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate01_03	10	A10	LTValidMitosisSon384Plate01_03_A10	TRUE	s8707	ENSG00000140259	MFAP1																				0.003226	0.061349	0.089844	0.006451	-0.001727	0.005562	0.000086	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate01_03	11	A11	LTValidMitosisSon384Plate01_03_A11	TRUE	s44265	ENSG00000139797	RNF113B																				0.017308	0.023318	-0.011944	-0.008497	0.00577	0.007291	0.001251	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_03	12	A12	LTValidMitosisSon384Plate01_03_A12	TRUE	s46331	ENSG00000161653	NAGS																				0.001075	0.040838	0.135085	0.051175	0.024341	0.006341	0.002262	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate01_03	13	A13	LTValidMitosisSon384Plate01_03_A13	TRUE	s57846	ENSG00000166159	LRTM2																				-0.002641	0.056922	0.108841	0.033571	0.02034	0.007958	0.001373	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate01_03	14	A14	LTValidMitosisSon384Plate01_03_A14	TRUE	s30302	ENSG00000125459	MSTO1																				0.028038	0.017944	-0.014945	0.070787	0.021317	0.025938	0.000086	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/4	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate01_03	15	A15	LTValidMitosisSon384Plate01_03_A15	TRUE	s40544	ENSG00000167702	KIFC2																				0.018853	0.023275	0.108845	-0.006227	0.02411	0.015358	0.003977	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate01_03	16	A16	LTValidMitosisSon384Plate01_03_A16	TRUE	s43332	ENSG00000125875	TBC1D20																				0.006221	0.005002	0.000839	-0.001886	0.007103	0.008397	0.000634	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_03	17	A17	LTValidMitosisSon384Plate01_03_A17	TRUE	s229174			no perfect match to a gene transcript in Ensembl 53																			0.022013	0.075552	0.084436	0.013329	0.049754	0.006532	0.009003	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													
LTValidMitosisSon384Plate01_03	18	A18	LTValidMitosisSon384Plate01_03_A18	TRUE	s10280	ENSG00000101327	PDYN																				0.01091	0.052328	0.031414	0.009883	0.006403	0.006775	0.000495	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_03	19	A19	LTValidMitosisSon384Plate01_03_A19	TRUE	s35293	ENSG00000028310	BRD9																				0.008953	0.037264	0.015394	0.045019	0.005828	0.00282	0.000926	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_03	20	A20	LTValidMitosisSon384Plate01_03_A20	TRUE	s18981	ENSG00000079999	KEAP1																			x	0.018607	-0.005743	0.009574	0.032056	0.012695	0.012017	0.013158	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate01_03	21	A21	LTValidMitosisSon384Plate01_03_A21	TRUE	s10023	ENSG00000180370	PAK2																				0.011965	0.012903	-0.004471	0.017088	-0.003475	0.007036	0.000325	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate01_03	22	A22	LTValidMitosisSon384Plate01_03_A22	TRUE	s32346	ENSG00000162647	C1ORF119																				0.000974	0.015528	0.015654	0.024352	-0.003532	0.00353	0.000086	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_03	23	A23	LTValidMitosisSon384Plate01_03_A23	TRUE	s21755	ENSG00000080561	MID2																			x	0.010014	0.03195	0.027049	0.056504	0.01461	0.012797	0.000086	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_03	24	A24	LTValidMitosisSon384Plate01_03_A24	TRUE	s20258	ENSG00000107833	NPM3																				0.010533	0.042193	0.145675	0.106054	0.018688	0.015796	0.028429	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/3	0	0	1/3	0	0	0	0	yes	yes	yes	multiple replicates of reagent							polylobed (automatic)		
LTValidMitosisSon384Plate01_03	25	B1	LTValidMitosisSon384Plate01_03_B1	TRUE	s32950	ENSG00000142552	RCN3																				0.00462	0.018399	0.002787	0.067491	0.000082	0.007971	0.000086	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate01_03	26	B2	LTValidMitosisSon384Plate01_03_B2	TRUE	s1885	ENSG00000138376	BARD1																				0.006632	0.055149	0.10376	0.057435	0.003023	0.006253	0.000132	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3/4	0	0	0	0	0	0	0	yes	yes	yes	multiple replicates of reagent							polylobed (automatic)		
LTValidMitosisSon384Plate01_03	28	B4	LTValidMitosisSon384Plate01_03_B4	TRUE	s27592	ENSG00000109576	AADAT																				0.044916	0.026476	0.055062	-0.001788	0.017519	0.013529	0.00097	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_03	30	B6	LTValidMitosisSon384Plate01_03_B6	TRUE	s25301	ENSG00000154040	CABYR																				0.042059	0.055112	0.023598	0.04311	0.00812	0.010426	0.008819	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_03	31	B7	LTValidMitosisSon384Plate01_03_B7	TRUE	s30231	ENSG00000119285	HEATR1																				0.001486	0.007168	0.009715	0.065295	-0.0058	0.004239	0.000036	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_03	32	B8	LTValidMitosisSon384Plate01_03_B8	TRUE	s48390	ENSG00000188175	NP_937794.1																				0.013349	0.041863	-0.00084	-0.004781	-0.00065	0.001477	0.000079	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_03	34	B10	LTValidMitosisSon384Plate01_03_B10	TRUE	s17009	ENSG00000106245	BUD31																				0.010586	0.050822	0.164883	0.052007	0.003926	0.070701	0.021725	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	4/4	3/4	0	0	0	yes	yes	yes	multiple replicates of reagent								mitotic delay/arrest (automatic)	grape (automatic)
LTValidMitosisSon384Plate01_03	35	B11	LTValidMitosisSon384Plate01_03_B11	TRUE	s47407	ENSG00000163683	C4ORF34																				-0.001514	0.012552	0.001383	0.056053	-0.003882	0.005353	0.000344	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate01_03	36	B12	LTValidMitosisSon384Plate01_03_B12	TRUE	s21911	ENSG00000122966	CIT																				0.03622	0.160143	0.162217	0.043451	0.00133	0.007488	0.000086	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4/4	3/4	0	0	0	0	0	0	0	yes	yes	yes	multiple replicates of reagent						binuclear (automatic)	polylobed (automatic)		
LTValidMitosisSon384Plate01_03	37	B13	LTValidMitosisSon384Plate01_03_B13	TRUE	s21313	ENSG00000036530	CYP46A1																				0.00429	0.034126	-0.007407	0.030914	-0.002898	0.000124	0.003939	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_03	38	B14	LTValidMitosisSon384Plate01_03_B14	TRUE	s6917	ENSG00000126457	PRMT1																				0.044221	0.054718	0.197367	0.042317	0.017511	0.002935	0.001272	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3/4	0	0	0	0	0	0	0	yes	yes	yes	multiple replicates of reagent							polylobed (automatic)		
LTValidMitosisSon384Plate01_03	39	B15	LTValidMitosisSon384Plate01_03_B15	TRUE	s229174			no perfect match to a gene transcript in Ensembl 53																			0.002829	0.011447	0.000903	0.014958	0.003161	0.007231	0.00041	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													
LTValidMitosisSon384Plate01_03	40	B16	LTValidMitosisSon384Plate01_03_B16	TRUE	s46022	ENSG00000177943	MAMDC4																				0.068118	0.052335	0.017535	0.0164	0.024285	0.011045	0.007144	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_03	41	B17	LTValidMitosisSon384Plate01_03_B17	TRUE	s59450	ENSG00000176984	Q8N8C5_HUMAN																				0.001965	0.028356	0.027445	0.052641	-0.008367	0.000226	0.006304	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_03	42	B18	LTValidMitosisSon384Plate01_03_B18	TRUE	s32631	ENSG00000089737	DDX24																				0.029495	0.016099	0.090225	0.018572	0.019777	0.019026	0.002233	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/4	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate01_03	43	B19	LTValidMitosisSon384Plate01_03_B19	TRUE	s22380	ENSG00000074416	MGLL																				0.004786	0.024729	0.018173	0.0468	-0.004286	0.012539	0.000312	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate01_03	45	B21	LTValidMitosisSon384Plate01_03_B21	TRUE	s21116	ENSG00000169967	MAP3K2																				0.000263	0.003571	-0.008415	0.070098	-0.004629	-0.001845	0.000331	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_03	46	B22	LTValidMitosisSon384Plate01_03_B22	TRUE	s14632	ENSG00000175564	UCP3																				0.030801	0.062369	0.058457	0.03437	0.022754	0.023327	0.008664	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate01_03	48	B24	LTValidMitosisSon384Plate01_03_B24	TRUE	s19093	ENSG00000163636	PSMD6																				0.058429	0.046081	0.084946	0.081409	0.042526	0.023278	0.002798	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	1/4	1/4	0	0	0	yes	yes											
LTValidMitosisSon384Plate01_03	49	C1	LTValidMitosisSon384Plate01_03_C1	TRUE	s2747	ENSG00000117399	CDC20																				0.006861	0.03083	0.067549	0.038608	0.009414	0.011848	0.000945	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate01_03	50	C2	LTValidMitosisSon384Plate01_03_C2	TRUE	s33989	ENSG00000112238	PRDM13																				0.006948	0.006621	-0.016331	0.061625	0.00213	0.012465	0.001533	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate01_03	51	C3	LTValidMitosisSon384Plate01_03_C3	TRUE	s6351	ENSG00000070019	GUCY2C																			x	0.011467	0.000881	0.046201	-0.010304	-0.003464	-0.001498	0.000707	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
