Plate,Well Number,Well,siRNA Identifier,siRNA Pool Name,siRNA Catalog Number,Gene Identifier %% http://www.ncbi.nlm.nih.gov/nuccore/accession/%s,Ensembl 56 Gene Symbol,Control Type,Control Comments,Comments,Final Well Hit status Actinome 1,Final Well Hit Status Actinome 2,Overall Hit Gene Consensus,Has Phenotypes,Phenotype 1,Term Source Accession 1,Ontology Term Name 1,Phenotype 2,Term Source Accession 2,Ontology Term Name 2,Phenotype 3,Term Source Accession 3,Ontology Term Name 3,Phenotype 4,Term Source Accession 4,Ontology Term Name 4,Phenotype 5,Term Source Accession 5,Ontology Term Name 5,Phenotype 6,Term Source Accession 6,Ontology Term Name 6,Phenotype 7,Term Source Accession 7,Ontology Term Name 7,Phenotype 8,Term Source Accession 8,Ontology Term Name 8,Phenotype 9,Term Source Accession 9,Ontology Term Name 9,Phenotype 10,Term Source Accession 10,Ontology Term Name 10,Phenotype 11,Term Source Accession 11,Ontology Term Name 11,Phenotype 12,Term Source Accession 12,Ontology Term Name 12,Phenotype 13,Term Source Accession 13,Ontology Term Name 13,Phenotype 14,Term Source Accession 14,Ontology Term Name 14,Phenotype 15,Term Source Accession 15,Ontology Term Name 15,Phenotype 16,Term Source Accession 16,Ontology Term Name 16,Phenotype 17,Term Source Accession 17,Ontology Term Name 17,Phenotype 18,Term Source Accession 18,Ontology Term Name 18,Phenotype 19,Term Source Accession 19,Ontology Term Name 19,Phenotype 20,Term Source Accession 20,Ontology Term Name 20,Phenotype 21,Term Source Accession 21,Ontology Term Name 21,Phenotype 22,Term Source Accession 22,Ontology Term Name 22,Phenotype 23,Term Source Accession 23,Ontology Term Name 23,Phenotype 24,Term Source Accession 24,Ontology Term Name 24,Phenotype 25,Term Source Accession 25,Ontology Term Name 25,Phenotype 26,Term Source Accession 26,Ontology Term Name 26,Phenotype 27,Term Source Accession 27,Ontology Term Name 27,Phenotype 28,Term Source Accession 28,Ontology Term Name 28,Phenotype 29,Term Source Accession 29,Ontology Term Name 29,Phenotype 30,Term Source Accession 30,Ontology Term Name 30,Phenotype 31,Term Source Accession 31,Ontology Term Name 31,Phenotype 32,Term Source Accession 32,Ontology Term Name 32,Phenotype 33,Term Source Accession 33,Ontology Term Name 33,Phenotype 34,Term Source Accession 34,Ontology Term Name 34,Phenotype 35,Term Source Accession 35,Ontology Term Name 35,Phenotype 36,Term Source Accession 36,Ontology Term Name 36,Phenotype 37,Term Source Accession 37,Ontology Term Name 37,Phenotype 38,Term Source Accession 38,Ontology Term Name 38,Phenotype 39,Term Source Accession 39,Ontology Term Name 39,Phenotype 40,Term Source Accession 40,Ontology Term Name 40
Plate1_Actinome2,52,C4,siTOX,siTOX,,,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,53,C5,ACTG2 pool,ACTG2,,NM_001615,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,54,C6,DIAPH3 pool,DIAPH3,,NM_030932,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,55,C7,BAF53A pool,BAF53A,,NM_004301,ACTL6A,,,,yes,yes,yes,yes,,,,,,,,,,,,,increased number of filopodia,CMPO_0000076,increased number of filopodia,increased width of lamellae,CMPO_0000276,increased lamellipodia width phenotype,,,,,,,,,,,,,increased number of actin puncta or dots,CMPO_0000291,increased amount of punctate actin foci,,,,,,,,,,,,,disorganised peripheral actin,CMPO_0000274,disorganised cortical actin cytoskeleton,increased cell size,CMPO_0000128,increased cell size phenotype,,,,,,,,,,cell shape processes or spiky or stretchy,CMPO_0000267,star shaped cell,cell shape bipolar or elongated,CMPO_0000077,elongated cell,,,,,,,decreased cell number,CMPO_0000052,decreased cell numbers,,,,increased number of multinucleate cells,CMPO_0000300,more multinucleate cells,,,,,,,,,,,,,,,,,,,microtubule processes,CMPO_0000351,increased microtubule-based processes phenotype,,,,,,,,,,,,,loss of cell monolayer,CMPO_0000293,loss of cell monolayer,motile lamellae,CMPO_0000278,fan-shaped lamellipodia
Plate1_Actinome2,56,C8,DMD pool,DMD,,NM_000109,DMD,,,,no,yes,yes,yes,,,,increased peripheral actin,CMPO_0000272,increased cortical actin cytoskeleton mass,,,,,,,,,,increased width of lamellae,CMPO_0000276,increased lamellipodia width phenotype,,,,,,,,,,nuclear actin ring,CMPO_0000302,actin nuclear ring phenotype,,,,increased number of actin stress fibres,CMPO_0000291,increased amount of punctate actin foci,,,,increased number of cortical actin stress fibres,CMPO_0000297,increased amount of stress fibers located in the cell cortex,,,,disorganised peripheral actin,CMPO_0000274,disorganised cortical actin cytoskeleton,,,,,,,variable cell size,CMPO_0000269,increased variability of cell size in population,cell shape round or non-adherent,CMPO_0000118,round cell,cell shape processes or spiky or stretchy,CMPO_0000267,star shaped cell,cell shape bipolar or elongated,CMPO_0000077,elongated cell,cell shape geometric,CMPO_0000261,geometric cell,cell shape variable,CMPO_0000270,increased variability of cell shape in population,decreased cell number,CMPO_0000052,decreased cell numbers,,,,increased number of multinucleate cells,CMPO_0000300,more multinucleate cells,,,,,,,,,,,,,,,,microtubules disorganised,CMPO_0000147,disorganized microtubules phenotype,,,,,,,microtubule nuclear ring,CMPO_0000288,microtubules nuclear ring phenotype,,,,,,,loss of cell monolayer,CMPO_0000293,loss of cell monolayer,motile lamellae,CMPO_0000278,fan-shaped lamellipodia
Plate1_Actinome2,57,C9,ACTL6 pool,ACTL6,,NM_016188,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,58,C10,DSTN pool,DSTN,,NM_006870,DSTN,,,,no,no,yes,yes,,,,increased peripheral actin,CMPO_0000272,increased cortical actin cytoskeleton mass,increased cytoplasmic actin,CMPO_0000296,increased actin localised to the cytoplasm,,,,increased number of filopodia,CMPO_0000076,increased number of filopodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disorganised peripheral actin,CMPO_0000274,disorganised cortical actin cytoskeleton,,,,,,,,,,,,,cell shape processes or spiky or stretchy,CMPO_0000267,star shaped cell,cell shape bipolar or elongated,CMPO_0000077,elongated cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microtubule processes,CMPO_0000351,increased microtubule-based processes phenotype,,,,,,,,,,,,,loss of cell monolayer,CMPO_0000293,loss of cell monolayer,,,
Plate1_Actinome2,59,C11,ACTL7A pool,ACTL7A,,NM_006687,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,60,C12,EEF1A1 pool,EEF1A1,,NM_001402,,,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,61,C13,ACTL7B pool,ACTL7B,,NM_006686,ACTL7B,,,,no,no,yes,yes,,,,increased peripheral actin,CMPO_0000272,increased cortical actin cytoskeleton mass,,,,,,,,,,,,,,,,,,,,,,,,,increased number of actin puncta or dots,CMPO_0000291,increased amount of punctate actin foci,increased number of actin stress fibres,CMPO_0000291,increased amount of punctate actin foci,increased number of transverse actin stress fibres,CMPO_0000298,increased amount of transverse stress fibers,increased number of cortical actin stress fibres,CMPO_0000297,increased amount of stress fibers located in the cell cortex,,,,,,,,,,,,,,,,,,,cell shape processes or spiky or stretchy,CMPO_0000267,star shaped cell,cell shape bipolar or elongated,CMPO_0000077,elongated cell,,,,,,,decreased cell number,CMPO_0000052,decreased cell numbers,,,,,,,,,,,,,,,,,,,,,,,,,microtubule processes,CMPO_0000351,increased microtubule-based processes phenotype,,,,,,,,,,increased level of microtubules,CMPO_0000097,increased number of microtubules,,,,motile lamellae,CMPO_0000278,fan-shaped lamellipodia
Plate1_Actinome2,62,C14,NACSIN pool,NACSIN,,NM_015252,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,63,C15,ACTN1 pool,ACTN1,,NM_001102,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,64,C16,DKFZP762C186 pool,DKFZP762C186,,XM_170658,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,65,C17,ACTN2 pool,ACTN2,,NM_001103,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,66,C18,ELA1 pool,ELA1,,NM_001971,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,67,C19,ACTN3 pool,ACTN3,,NM_001104,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,68,C20,ENAH pool,ENAH,,NM_018212,,,,,yes,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,69,C21,ACTN4 pool,ACTN4,,NM_004924,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,70,C22,EPB41 pool,EPB41,,NM_004437,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,71,C23,ACTR10 pool,ACTR10,,NM_018477,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,72,C24,EPB41L1 pool,EPB41L1,,NM_012156,EPB41L1,,,,yes,no,yes,yes,,,,,,,,,,,,,increased number of filopodia,CMPO_0000076,increased number of filopodia,increased width of lamellae,CMPO_0000276,increased lamellipodia width phenotype,,,,,,,,,,,,,,,,increased number of actin stress fibres,CMPO_0000291,increased amount of punctate actin foci,increased number of transverse actin stress fibres,CMPO_0000298,increased amount of transverse stress fibers,increased number of cortical actin stress fibres,CMPO_0000297,increased amount of stress fibers located in the cell cortex,increased number of zigzag actin stress fibres,CMPO_0000299,increased amount of zig-zag stress fibers,disorganised peripheral actin,CMPO_0000274,disorganised cortical actin cytoskeleton,increased cell size,CMPO_0000128,increased cell size phenotype,,,,,,,,,,cell shape processes or spiky or stretchy,CMPO_0000267,star shaped cell,cell shape bipolar or elongated,CMPO_0000077,elongated cell,cell shape geometric,CMPO_0000261,geometric cell,cell shape variable,CMPO_0000270,increased variability of cell shape in population,decreased cell number,CMPO_0000052,decreased cell numbers,,,,increased number of multinucleate cells,CMPO_0000300,more multinucleate cells,,,,,,,misshapen DNA,CMPO_0000177,misshapen DNA,apoptotic DNA,CMPO_0000262,apoptotic DNA,,,,,,,microtubule processes,CMPO_0000351,increased microtubule-based processes phenotype,,,,,,,microtubule nuclear bracket,CMPO_0000287,microtubules nuclear bracket phenotype,,,,loss of cell monolayer,CMPO_0000293,loss of cell monolayer,,,
Plate1_Actinome2,73,D1,,,,,,,,annotation not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,74,D2,,,,,,,,annotation not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,75,D3,siTOX,siTOX,,,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,76,D4,siTOX,siTOX,,,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,77,D5,RAPSN pool,RAPSN,,NM_005055,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,78,D6,MAP4K2 pool,MAP4K2,,NM_004579,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,79,D7,RDX pool,RDX,,NM_002906,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,80,D8,MAP4K3 pool,MAP4K3,,NM_003618,MAP4K3,,,,yes,yes,yes,yes,,,,increased peripheral actin,CMPO_0000272,increased cortical actin cytoskeleton mass,,,,,,,increased number of filopodia,CMPO_0000076,increased number of filopodia,increased width of lamellae,CMPO_0000276,increased lamellipodia width phenotype,,,,,,,,,,nuclear actin ring,CMPO_0000302,actin nuclear ring phenotype,increased number of actin puncta or dots,CMPO_0000291,increased amount of punctate actin foci,increased number of actin stress fibres,CMPO_0000291,increased amount of punctate actin foci,increased number of transverse actin stress fibres,CMPO_0000298,increased amount of transverse stress fibers,increased number of cortical actin stress fibres,CMPO_0000297,increased amount of stress fibers located in the cell cortex,,,,disorganised peripheral actin,CMPO_0000274,disorganised cortical actin cytoskeleton,,,,decreased cell size,CMPO_0000129,decreased cell size phenoptype,variable cell size,CMPO_0000269,increased variability of cell size in population,cell shape round or non-adherent,CMPO_0000118,round cell,,,,,,,cell shape geometric,CMPO_0000261,geometric cell,cell shape variable,CMPO_0000270,increased variability of cell shape in population,decreased cell number,CMPO_0000052,decreased cell numbers,,,,,,,,,,decreased DNA area,CMPO_0000141,decreased nucleus size,,,,,,,,,,,,,,,,,,,microtubule nuclear ring,CMPO_0000288,microtubules nuclear ring phenotype,microtubule nuclear bracket,CMPO_0000287,microtubules nuclear bracket phenotype,,,,loss of cell monolayer,CMPO_0000293,loss of cell monolayer,motile lamellae,CMPO_0000278,fan-shaped lamellipodia
Plate1_Actinome2,81,D9,RGSL2 pool,RGSL2,,NM_032267,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,82,D10,MAP4K4 pool,MAP4K4,,NM_004834,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,83,D11,ACTRT1 pool,ACTRT1,,NM_138289,ACTRT1,,,,no,no,yes,yes,,,,,,,,,,,,,,,,increased width of lamellae,CMPO_0000276,increased lamellipodia width phenotype,,,,,,,,,,nuclear actin ring,CMPO_0000302,actin nuclear ring phenotype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cell shape processes or spiky or stretchy,CMPO_0000267,star shaped cell,cell shape bipolar or elongated,CMPO_0000077,elongated cell,,,,,,,decreased cell number,CMPO_0000052,decreased cell numbers,,,,,,,,,,,,,misshapen DNA,CMPO_0000177,misshapen DNA,,,,,,,,,,microtubule processes,CMPO_0000351,increased microtubule-based processes phenotype,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,84,D12,MAP4K5 pool,MAP4K5,,NM_006575,,,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,85,D13,SCIN pool,SCIN,,NM_033128,SCIN,,,,yes,no,yes,yes,,,,,,,increased cytoplasmic actin,CMPO_0000296,increased actin localised to the cytoplasm,increased actin over nucleus,CMPO_0000294,increased actin localised to the nucleus,,,,increased width of lamellae,CMPO_0000276,increased lamellipodia width phenotype,,,,decreased number of filopodia,CMPO_0000067,decreased number of filopodia phenotype,,,,,,,,,,,,,,,,,,,,,,disorganised peripheral actin,CMPO_0000274,disorganised cortical actin cytoskeleton,increased cell size,CMPO_0000128,increased cell size phenotype,,,,,,,,,,,,,cell shape bipolar or elongated,CMPO_0000077,elongated cell,cell shape geometric,CMPO_0000261,geometric cell,cell shape variable,CMPO_0000270,increased variability of cell shape in population,,,,,,,increased number of multinucleate cells,CMPO_0000300,more multinucleate cells,,,,,,,misshapen DNA,CMPO_0000177,misshapen DNA,,,,,,,,,,,,,,,,,,,,,,,,,loss of cell monolayer,CMPO_0000293,loss of cell monolayer,motile lamellae,CMPO_0000278,fan-shaped lamellipodia
Plate1_Actinome2,86,D14,MAPRE2 pool,MAPRE2,,NM_014268,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,87,D15,SEC23A pool,SEC23A,,NM_006364,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,88,D16,MAPT pool,MAPT,,NM_005910,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,89,D17,SEC23B pool,SEC23B,,NM_006363,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,90,D18,MICAL3 pool,MICAL3,,XM_032997,,,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,91,D19,SEC24A pool,SEC24A,,XM_094581,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,92,D20,MINK pool,MINK,,NM_015716,MINK1,,,,yes,yes,yes,yes,,,,increased peripheral actin,CMPO_0000272,increased cortical actin cytoskeleton mass,,,,,,,,,,,,,,,,decreased number of filopodia,CMPO_0000067,decreased number of filopodia phenotype,,,,,,,,,,increased number of actin stress fibres,CMPO_0000291,increased amount of punctate actin foci,increased number of transverse actin stress fibres,CMPO_0000298,increased amount of transverse stress fibers,increased number of cortical actin stress fibres,CMPO_0000297,increased amount of stress fibers located in the cell cortex,increased number of zigzag actin stress fibres,CMPO_0000299,increased amount of zig-zag stress fibers,,,,increased cell size,CMPO_0000128,increased cell size phenotype,,,,,,,,,,,,,,,,cell shape geometric,CMPO_0000261,geometric cell,,,,decreased cell number,CMPO_0000052,decreased cell numbers,,,,increased number of multinucleate cells,CMPO_0000300,more multinucleate cells,,,,decreased DNA area,CMPO_0000141,decreased nucleus size,misshapen DNA,CMPO_0000177,misshapen DNA,,,,,,,,,,,,,,,,,,,microtubule nuclear bracket,CMPO_0000287,microtubules nuclear bracket phenotype,,,,,,,,,
Plate1_Actinome2,93,D21,SEC24B pool,SEC24B,,NM_006323,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,94,D22,MSN pool,MSN,,NM_002444,,,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,95,D23,SEC24C pool,SEC24C,,NM_004922,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,96,D24,MTSS1 pool,MTSS1,,NM_014751,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,97,E1,,,,,,,,annotation not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,98,E2,,,,,,,,annotation not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,99,E3,KIF11 pool,KIF11,,NM_004523,,positive control,gives a strong and distinctive phenotype,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,100,E4,KIF11 pool,KIF11,,NM_004523,,positive control,gives a strong and distinctive phenotype,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,101,E5,ACTR1A pool,ACTR1A,,NM_005736,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,102,E6,EPB41L2 pool,EPB41L2,,NM_001431,,,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,103,E7,ACTR1B pool,ACTR1B,,NM_005735,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,104,E8,EPB41L3 pool,EPB41L3,,NM_012307,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,105,E9,ACTR2 pool,ACTR2,,NM_005722,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
