Plate,Well Number,Well,Gene Identifier %% url=http://www.ensembl.org/id/%s,Gene Symbol,Gene Symbol Alias,Description,Control Type,Control Comments,Quality Control,Quality Control Comments,Comments,Experimental Condition[genotype],Changed in allR,Observation,Phenotype
pro-smt3allR_plate2,177,H9,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,178,H10,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,179,H11,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,180,H12,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,181,H13,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,182,H14,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,183,H15,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,184,H16,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,185,H17,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,186,H18,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,187,H19,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,188,H20,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,189,H21,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,190,H22,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,191,H23,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,192,H24,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,193,I1,YMR140W,SIP5,,Protein of unknown function; interacts with both the Reg1p/Glc7p phosphatase and the Snf1p kinase,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate2,194,I2,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,195,I3,YML085C,TUB1,,"Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer, which polymerizes to form microtubules",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate2,196,I4,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,197,I5,YLR183C,TOS4,,Forkhead Associated domain containing protein and putative transcription factor found associated with chromatin; target of SBF transcription factor; expression is periodic and peaks in G1; similar to PLM2,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate2,198,I6,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,199,I7,YOL061W,PRS5,,"5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase, synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis; one of five related enzymes, which are active as heteromultimeric complexes",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate2,200,I8,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,201,I9,YDL048C,STP4,,"Protein containing a Kruppel-type zinc-finger domain; has similarity to Stp1p, Stp2p, and Stp3p",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate2,202,I10,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,203,I11,YOR056C,NOB1,YOR29-07,Essential nuclear protein involved in proteasome maturation and synthesis of 40S ribosomal subunits; required for cleavage of the 20S pre-rRNA to generate the mature 18S rRNA,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate2,204,I12,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,205,I13,YDR190C,Rvb1,,,,,,,,pro-smt3allR,no,no colony,
pro-smt3allR_plate2,206,I14,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,207,I15,YDR004W,RAD57,,,,,,,,pro-smt3allR,yes,more foci,the smt3allR mutant population displays an increased number of cells with foci
pro-smt3allR_plate2,208,I16,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,209,I17,YMR111C,YMR111C,,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YMR111C is not an essential gene,,,,,,pro-smt3allR,yes,more foci,the smt3allR mutant population displays an increased number of cells with foci
pro-smt3allR_plate2,210,I18,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,211,I19,YKL108W,SLD2,DRC1,"Protein required for DNA replication, phosphorylated in S phase by S-phase cyclin-dependent kinases (Cdks), phosphorylation is essential for DNA replication and for complex formation with Dpb11p; potential Cdc28p substrate",,,,,,pro-smt3allR,no,no colony,
pro-smt3allR_plate2,212,I20,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,213,I21,YDL161W,ENT1,,Epsin-like protein involved in endocytosis and actin patch assembly and functionally redundant with Ent2p; binds clathrin via a clathrin-binding domain motif at C-terminus,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate2,214,I22,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,215,I23,YDL084W,SUB2,,Component of the TREX complex required for nuclear mRNA export; member of the DEAD-box RNA helicase superfamily and is involved in early and late steps of spliceosome assembly; homolog of the human splicing factor hUAP56,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate2,216,I24,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,217,J1,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,218,J2,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,219,J3,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,220,J4,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,221,J5,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,222,J6,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,223,J7,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,224,J8,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,225,J9,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,226,J10,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,227,J11,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,228,J12,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,229,J13,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,230,J14,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,231,J15,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,232,J16,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,233,J17,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,234,J18,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,235,J19,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,236,J20,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,237,J21,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,238,J22,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,239,J23,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,240,J24,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,241,K1,YGL194C,HOS2,RTL1,"Histone deacetylase required for gene activation via specific deacetylation of lysines in H3 and H4 histone tails; subunit of the Set3 complex, a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate2,242,K2,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,243,K3,YDR170W-A,YDR170W-A,,Retrotransposon TYA Gag gene; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag; YDR170W-A is part of a mutant retrotransposon,,,,,,pro-smt3allR,yes,more foci,the smt3allR mutant population displays an increased number of cells with foci
pro-smt3allR_plate2,244,K4,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,245,K5,YLR080W,EMP46,,"Integral membrane component of endoplasmic reticulum-derived COPII-coated vesicles, which function in ER to Golgi transport",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate2,246,K6,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,247,K7,YGL090W,LIF1,,,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate2,248,K8,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,249,K9,YOR264W,DSE3,,"Daughter cell-specific protein, may help establish daughter fate",,,,,,pro-smt3allR,yes,odd shaped cells,the smt3allR mutant population contains odd shaped cells
pro-smt3allR_plate2,250,K10,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,251,K11,YDL155W,CLB3,,"B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the G2/M transition; may be involved in DNA replication and spindle assembly; accumulates during S phase and G2, then targeted for ubiquitin-mediated degradation",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate2,252,K12,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,253,K13,YGR122W,YGR122W,,"Probable ortholog of A. nidulans PalC, which is involved in pH regulation and binds to the ESCRT-III complex; null mutant does not properly process Rim101p and has decreased resistance to rapamycin; GFP-fusion protein is cytoplasmic",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate2,254,K14,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,255,K15,YER095W,RAD51,,,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate2,256,K16,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,257,K17,YGR234W,YHB1,YHB4,"Nitric oxide oxidoreductase, flavohemoglobin involved in nitric oxide detoxification; plays a role in the oxidative and nitrosative stress responses",,,,,,pro-smt3allR,no,no colony,
pro-smt3allR_plate2,258,K18,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,259,K19,YNL175C,NOP13,,Nucleolar protein found in preribosomal complexes; contains an RNA recognition motif (RRM,,,,,,pro-smt3allR,yes,brighter,"the smt3allR mutant cells display a more intense GFP signal, with localization similar to WT"
pro-smt3allR_plate2,260,K20,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,261,K21,YDR465C,RMT2,,Arginine N5 methyltransferase; methylates ribosomal protein Rpl12 (L12) on Arg67,,,,,,pro-smt3allR,yes,more diffuse,the smt3allR GFP signal is more diffuse than WT
pro-smt3allR_plate2,262,K22,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,263,K23,YBR234C,ARC40,,"Subunit of the ARP2/3 complex, which is required for the motility and integrity of cortical actin patches",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate2,264,K24,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,265,L1,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,266,L2,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,267,L3,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,268,L4,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,269,L5,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,270,L6,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,271,L7,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,272,L8,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,273,L9,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,274,L10,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,275,L11,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,276,L12,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,277,L13,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,278,L14,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,279,L15,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,280,L16,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,281,L17,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,282,L18,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,283,L19,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,284,L20,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,285,L21,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,286,L22,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,287,L23,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,288,L24,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,289,M1,YDL204W,RTN2,,Protein of unknown function; has similarity to mammalian reticulon proteins; member of the RTNLA (reticulon-like A) subfamily,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate2,290,M2,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,291,M3,YGR187C,HGH1,,Nonessential protein of unknown function; predicted to be involved in ribosome biogenesis; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; similar to mammalian BRP16 (Brain protein 16,,,,,,pro-smt3allR,yes,more nuclear,the smt3allR GFP signal seems more nuclear than WT
pro-smt3allR_plate2,292,M4,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,293,M5,YML027W,YOX1,,"Homeodomain-containing transcriptional repressor, binds to Mcm1p and to early cell cycle boxes (ECBs) in the promoters of cell cycle-regulated genes expressed in M/G1 phase; expression is cell cycle-regulated; potential Cdc28p substrate",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate2,294,M6,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,295,M7,YOL116W,MSN1,PHD2|MSS10|HRB382|FUP1,"Transcriptional activator involved in regulation of invertase and glucoamylase expression, invasive growth and pseudohyphal differentiation, iron uptake, chromium accumulation, and response to osmotic stress; localizes to the nucleus",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate2,296,M8,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,297,M9,YKL042W,SPC42,,"Central plaque component of spindle pole body (SPB); involved in SPB duplication, may facilitate attachment of the SPB to the nuclear membrane",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate2,298,M10,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,299,M11,YKR076W,ECM4,GTO2,Omega class glutathione transferase; not essential; similar to Ygr154cp; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate2,300,M12,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,301,M13,YDR191W,HST4,,"Member of the Sir2 family of NAD(+)-dependent protein deacetylases; involved along with Hst3p in silencing at telomeres, cell cycle progression, radiation resistance, genomic stability and short-chain fatty acid metabolism",,,,,,pro-smt3allR,yes,more diffuse,the smt3allR GFP signal is more diffuse than WT
pro-smt3allR_plate2,302,M14,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,303,M15,YPL209C,IPL1,PAC15,"Aurora kinase subunit of the conserved chromosomal passenger complex (CPC; Ipl1p-Sli15p-Bir1p-Nbl1p), involved in regulating kinetochore-microtubule attachments; helps maintain condensed chromosomes during anaphase and early telophase",,,,,,pro-smt3allR,yes,fish hook,the smt3allR mutant displays spindles with fish hook morphology1
pro-smt3allR_plate2,304,M16,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,305,M17,YKR066C,CCP1,,"Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria, involved in the response to oxidative stress",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate2,306,M18,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,307,M19,YBR249C,ARO4,,"3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase, catalyzes the first step in aromatic amino acid biosynthesis and is feedback-inhibited by tyrosine or high concentrations of phenylalanine or tryptophan",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate2,308,M20,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,309,M21,YDR171W,HSP42,,Small heat shock protein (sHSP) with chaperone activity; forms barrel-shaped oligomers that suppress unfolded protein aggregation; involved in cytoskeleton reorganization after heat shock,,,,,,pro-smt3allR,yes,brighter foci,the smt3allR mutant displays brighter foci than WT
pro-smt3allR_plate2,310,M22,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,311,M23,YDL134C,PPH21,PPH1,"Catalytic subunit of protein phosphatase 2A (PP2A), functionally redundant with Pph22p; methylated at C terminus; forms alternate complexes with several regulatory subunits; involved in signal transduction and regulation of mitosis",,,,,,pro-smt3allR,yes,some foci,the smt3allR mutant displays GFP foci not detected in WT cells
pro-smt3allR_plate2,312,M24,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,313,N1,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,314,N2,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,315,N3,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,316,N4,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,317,N5,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,318,N6,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,319,N7,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,320,N8,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,321,N9,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,322,N10,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,323,N11,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,324,N12,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,325,N13,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,326,N14,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,327,N15,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,328,N16,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,329,N17,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,330,N18,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,331,N19,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,332,N20,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,333,N21,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,334,N22,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,335,N23,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,336,N24,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,337,O1,YPR035W,GLN1,,"Glutamine synthetase (GS), synthesizes glutamine from glutamate and ammonia; with Glt1p, forms the secondary pathway for glutamate biosynthesis from ammonia; expression regulated by nitrogen source and by amino acid limitation",,,,,,pro-smt3allR,yes,some foci,the smt3allR mutant displays GFP foci not detected in WT cells
pro-smt3allR_plate2,338,O2,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,339,O3,YKR011C,YKR011C,,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus,,,,,,pro-smt3allR,yes,more nuclear,the smt3allR GFP signal seems more nuclear than WT
pro-smt3allR_plate2,340,O4,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,341,O5,YIL106W,MOB1,,Component of the mitotic exit network; associates with and is required for the activation and Cdc15p-dependent phosphorylation of the Dbf2p kinase; required for cytokinesis and cell separation; component of the CCR4 transcriptional complex,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate2,342,O6,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,343,O7,YGL175C,SAE2,,,,,,,,pro-smt3allR,yes,no colony,
pro-smt3allR_plate2,344,O8,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,345,O9,YJR139C,HOM6,,"Homoserine dehydrogenase (L-homoserine:NADP oxidoreductase), dimeric enzyme that catalyzes the third step in the common pathway for methionine and threonine biosynthesis; enzyme has nucleotide-binding, dimerization and catalytic regions",,,,,,pro-smt3allR,yes,brighter foci,the smt3allR mutant displays brighter foci than WT
pro-smt3allR_plate2,346,O10,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,347,O11,YDR439W,Lrs4,,,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate2,348,O12,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,349,O13,YDR214W,AHA1,,Co-chaperone that binds to Hsp82p and activates its ATPase activity; similar to Hch1p; expression is regulated by stresses such as heat shock,,,,,,pro-smt3allR,yes,brighter,"the smt3allR mutant cells display a more intense GFP signal, with localization similar to WT"
pro-smt3allR_plate2,350,O14,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,351,O15,YJR068W,RFC2,,"Subunit of heteropentameric Replication factor C (RF-C), which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon",,,,,,pro-smt3allR,yes,brighter,"the smt3allR mutant cells display a more intense GFP signal, with localization similar to WT"
pro-smt3allR_plate2,352,O16,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,353,O17,YPR075C,OPY2,,Integral membrane protein that functions in the signaling branch of the high-osmolarity glycerol (HOG) pathway; interacts with Ste50p; overproduction blocks cell cycle arrest in the presence of mating pheromone,,,,,,pro-smt3allR,yes,punctate PM,the smt3allR mutant shows a more punctate GFP localization at the plasma membrane
pro-smt3allR_plate2,354,O18,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,355,O19,YOR007C,SGT2,,"Glutamine-rich cytoplasmic protein of unknown function; contains tetratricopeptide (TPR) repeats, which often mediate protein-protein interactions; has similarity to human SGT, which is a cochaperone that negatively regulates Hsp70",,,,,,pro-smt3allR,yes,some foci,the smt3allR mutant displays GFP foci not detected in WT cells
pro-smt3allR_plate2,356,O20,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,357,O21,YNL231C,PDR16,SFH3,"Phosphatidylinositol transfer protein (PITP) controlled by the multiple drug resistance regulator Pdr1p, localizes to lipid particles and microsomes, controls levels of various lipids, may regulate lipid synthesis, homologous to Pdr17p",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate2,358,O22,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,359,O23,YGR180C,RNR4,PSO3|CRT3,"Ribonucleotide-diphosphate reductase (RNR), small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits",,,,,,pro-smt3allR,yes,more diffuse,the smt3allR GFP signal is more diffuse than WT
pro-smt3allR_plate2,360,O24,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,361,P1,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,362,P2,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,363,P3,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,364,P4,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,365,P5,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,366,P6,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,367,P7,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,368,P8,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,369,P9,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,370,P10,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,371,P11,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,372,P12,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,373,P13,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,374,P14,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,375,P15,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,376,P16,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,377,P17,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,378,P18,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,379,P19,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,380,P20,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,381,P21,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,382,P22,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,383,P23,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate2,384,P24,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,1,A1,YJR060W,CBF1,CPF1|CEP1,"Helix-loop-helix protein that binds the motif CACRTG, which is present at several sites including MET gene promoters and centromere DNA element I (CDEI); required for nucleosome positioning at this motif; targets Isw1p to DNA",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate3,2,A2,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,3,A3,YGR086C,PIL1,,"Primary component of eisosomes, which are large immobile cell cortex structures associated with endocytosis; null mutants show activation of Pkc1p/Ypk1p stress resistance pathways; detected in phosphorylated state in mitochondria",,,,,,pro-smt3allR,yes,cytoplasmic structures or localization,the smt3allR mutant cells display either cytoplasmic structures or brighter cytoplasmic signal than WT
pro-smt3allR_plate3,4,A4,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,5,A5,YOL151W,GRE2,,"3-methylbutanal reductase and NADPH-dependent methylglyoxal reductase (D-lactaldehyde dehydrogenase); stress induced (osmotic, ionic, oxidative, heat shock and heavy metals); regulated by the HOG pathway",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate3,6,A6,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,7,A7,YOL007C,CSI2,,Protein of unknown function; green fluorescent protein (GFP)- fusion protein localizes to the mother side of the bud neck and the vacuole; YOL007C is not an essential gene,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate3,8,A8,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,9,A9,YLR265C,NEJ1,,,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate3,10,A10,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,11,A11,,,,,,,,,no annotation available,,,,
pro-smt3allR_plate3,12,A12,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,13,A13,YOR342C,YOR342C,,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate3,14,A14,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,15,A15,YBR211C,AME1,ARP100,"Essential kinetochore protein associated with microtubules and spindle pole bodies; component of the kinetochore sub-complex COMA (Ctf19p, Okp1p, Mcm21p, Ame1p); involved in spindle checkpoint maintenance",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate3,16,A16,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,17,A17,YOR006C,TSR3,,Protein required for correct processing of the 20S pre-rRNA at site D to generate mature 18S rRNA; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate3,18,A18,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,19,A19,YNL058C,YNL058C,,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; YNL058C is not an essential gene,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate3,20,A20,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate3,21,A21,YDR090C,YDR090C,,Putative protein of unknown function,,,,,,pro-smt3allR,yes,some foci,the smt3allR mutant displays GFP foci not detected in WT cells
