Plate	Well	Plate_Well	siRNA Pool Identifier	Gene Identifier	Gene Symbol	Z-score (Spindly)	"Z-score (Large, spread)"	Z-score (Triangular)	Z-score (Fan)	"Z-score (Round, small)"	Z-score (High nuclear YAP/TAZ)	Z-score (Low nuclear YAP/TAZ)	Z-score (High total YAP/TAZ)	Z-score (Low total YAP/TAZ)	Has Phenotype	Phenotype Annotation Level	Phenotype 1	Phenotype 2	Phenotype 3	Phenotype 4	Phenotype 5	Phenotype 6	Phenotype 7	Phenotype 8	Phenotype 9
MDA-MB-231_siGENOME_1B	E15	MDA-MB-231_siGENOME_1B_E15	M-005093-02	7984	ARHGEF5	1.889322429		4.880363838						-2.853703629	yes	well	Spindly		Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	E15	MDA-MB-231_siGENOME_1A_E15	M-005093-02	7984	ARHGEF5	2.962790242		3.02897791						-2.513861963	yes	well	Spindly		Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	K3	MDA-MB-231_siGENOME_1B_K3	M-005093-02	7984	ARHGEF5	2.193904151									yes	well	Spindly								
MDA-MB-231_siGENOME_1A	G8	MDA-MB-231_siGENOME_1A_G8	M-010231-00	9459	ARHGEF6			3.296905491						-2.189400522	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	I20	MDA-MB-231_siGENOME_1A_I20	M-010231-00	9459	ARHGEF6		1.727174571	3.913138927			2.095742703			-2.030533572	yes	well		"Large, spread"	Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	I20	MDA-MB-231_siGENOME_1B_I20	M-010231-00	9459	ARHGEF6			6.114862389						-1.859034495	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	G8	MDA-MB-231_siGENOME_1B_G8	M-010231-00	9459	ARHGEF6			3.33724065			1.748215869			-1.668383929	yes	well			Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	M12	MDA-MB-231_siGENOME_1B_M12	M-009616-00	8874	ARHGEF7		1.902469198	5.775375288	1.603181861		1.951366269			-3.557994744	yes	well		"Large, spread"	Triangular	Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	C18	MDA-MB-231_siGENOME_1B_C18	M-009616-00	8874	ARHGEF7			3.676727751	3.92151095		3.630203981			-2.653452198	yes	well			Triangular	Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	C18	MDA-MB-231_siGENOME_1A_C18	M-009616-00	8874	ARHGEF7			4.047102718	2.765344694		1.984828966			-2.464798055	yes	well			Triangular	Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	M12	MDA-MB-231_siGENOME_1A_M12	M-009616-00	8874	ARHGEF7			2.573501022	1.656520985		2.419298774			-2.134645452	yes	well			Triangular	Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	D3	MDA-MB-231_siGENOME_1B_D3	M-020314-01	23229	ARHGEF9			2.719991375						-5.622118809	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	D3	MDA-MB-231_siGENOME_1A_D3	M-020314-01	23229	ARHGEF9			2.573501022						-4.349825731	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	H15	MDA-MB-231_siGENOME_1A_H15	M-020314-01	23229	ARHGEF9									-2.828613963	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	H15	MDA-MB-231_siGENOME_1B_H15	M-020314-01	23229	ARHGEF9									-2.285723709	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	H12	MDA-MB-231_siGENOME_1A_H12	M-003875-05	613	BCR						3.843373286			-4.07993828	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	H12	MDA-MB-231_siGENOME_1B_H12	M-003875-05	613	BCR						4.969871909			-3.689711199	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	C9	MDA-MB-231_siGENOME_1B_C9	M-003875-05	613	BCR						4.232133694			-3.640514296	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	J16	MDA-MB-231_siGENOME_1A_J16	M-003875-05	613	BCR						4.947603531			-3.589985615	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	C9	MDA-MB-231_siGENOME_1A_C9	M-003875-05	613	BCR						3.779140203			-3.539783837	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	G11	MDA-MB-231_siGENOME_1B_G11	M-003875-05	613	BCR						4.67688545			-3.523271111	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	J16	MDA-MB-231_siGENOME_1B_J16	M-003875-05	613	BCR			2.041017172			5.730596345			-3.493366945	yes	well			Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	G11	MDA-MB-231_siGENOME_1A_G11	M-003875-05	613	BCR						3.837082093			-3.412065407	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2A	E9	MDA-MB-231_siGENOME_2A_E9	M-020738-01	51306	C5ORF5						2.156297172			-3.065535922	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2A	G5	MDA-MB-231_siGENOME_2A_G5	M-020738-01	51306	C5ORF5						1.793262332				yes	well						High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_2B	E9	MDA-MB-231_siGENOME_2B_E9	M-020738-01	51306	C5ORF5						2.695232218				yes	well						High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_2B	G5	MDA-MB-231_siGENOME_2B_G5	M-020738-01	51306	C5ORF5		2.832114329				3.060590712				yes	well		"Large, spread"				High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1B	C4	MDA-MB-231_siGENOME_1B_C4	M-032365-01	445328	C9orf100/ARHGEF39			3.553277896			3.085564087			-5.06463651	yes	well			Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	C4	MDA-MB-231_siGENOME_1A_C4	M-032365-01	445328	C9orf100/ARHGEF39		2.826358029	2.010853102			3.438849558			-4.234346471	yes	well		"Large, spread"	Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	I16	MDA-MB-231_siGENOME_1B_I16	M-032365-01	445328	C9orf100/ARHGEF39						3.474221027			-3.143058381	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	I16	MDA-MB-231_siGENOME_1A_I16	M-032365-01	445328	C9orf100/ARHGEF39						3.546680611			-2.42844227	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	F10	MDA-MB-231_siGENOME_1A_F10	M-009302-00	116984	CENTD1									-2.778210569	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	L16	MDA-MB-231_siGENOME_1B_L16	M-009302-00	116984	CENTD1						1.720098167				yes	well						High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1A	L16	MDA-MB-231_siGENOME_1A_L16	M-009302-00	116984	CENTD1					2.010894585					yes	well					"Round, small"				
MDA-MB-231_siGENOME_1B	H6	MDA-MB-231_siGENOME_1B_H6	M-009302-00	116984	CENTD2						2.781963196			-3.387037854	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	H6	MDA-MB-231_siGENOME_1A_H6	M-009136-02	116985	CENTD2						1.68813629				yes	well						High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1A	L8	MDA-MB-231_siGENOME_1A_L8	M-009136-02	116985	CENTD2						2.227480291				yes	well						High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1B	L8	MDA-MB-231_siGENOME_1B_L8	M-009136-02	116985	CENTD2						3.179617801				yes	well						High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1A	N22	MDA-MB-231_siGENOME_1A_N22	M-007052-01	64411	CENTD3		2.826358029	4.127480992			4.944646671			-2.400316161	yes	well		"Large, spread"	Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	H20	MDA-MB-231_siGENOME_1B_H20	M-007052-01	64411	CENTD3	3.107649315		4.170527172			3.035936342			-2.292298657	yes	well	Spindly		Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	N22	MDA-MB-231_siGENOME_1B_N22	M-007052-01	64411	CENTD3	1.660886138		4.695189056			3.833073203			-1.754498895	yes	well	Spindly		Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	H20	MDA-MB-231_siGENOME_1A_H20	M-007052-01	64411	CENTD3	2.083664487		3.243319975			3.582980796				yes	well	Spindly		Triangular			High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1B	N14	MDA-MB-231_siGENOME_1B_N14	M-010251-01	1123	CHN1						1.570090225				yes	well						High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1B	L10	MDA-MB-231_siGENOME_1B_L10	M-010251-01	1123	CHN1					1.808202076					yes	well					"Round, small"				
MDA-MB-231_siGENOME_1A	L18	MDA-MB-231_siGENOME_1A_L18	M-003791-02	1124	CHN2	1.64410161		3.082563426						-3.02406849	yes	well	Spindly		Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	L18	MDA-MB-231_siGENOME_1B_L18	M-003791-02	1124	CHN2			2.658266447						-2.313912006	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	H10	MDA-MB-231_siGENOME_1A_H10	M-003791-02	1124	CHN2	3.109311201		1.555376214				-1.952766		-1.903926442	yes	well	Spindly		Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	H10	MDA-MB-231_siGENOME_1B_H10	M-003791-02	1124	CHN2	3.031503885									yes	well	Spindly								
MDA-MB-231_siGENOME_1B	J5	MDA-MB-231_siGENOME_1B_J5	M-017817-01	50619	DEF6				2.457303104					-1.514916081	yes	well				Fan					Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	F5	MDA-MB-231_siGENOME_1A_F5	M-017817-01	50619	DEF6				4.36697894						yes	well				Fan					
MDA-MB-231_siGENOME_2B	C21	MDA-MB-231_siGENOME_2B_C21	M-021125-01	55789	DEPDC1	6.900943065	2.061534648	2.541504245	1.869575679		4.812216186			-2.672979665	yes	well	Spindly	"Large, spread"	Triangular	Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2A	C21	MDA-MB-231_siGENOME_2A_C21	M-021125-01	55789	DEPDC1	5.572354552	4.483611766		2.614089245		4.021506703			-2.290043267	yes	well	Spindly	"Large, spread"		Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2B	I17	MDA-MB-231_siGENOME_2B_I17	M-021125-01	55789	DEPDC1	5.006677957		1.604940342	2.769133998		4.687743741			-2.089479355	yes	well	Spindly		Triangular	Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2A	I17	MDA-MB-231_siGENOME_2A_I17	M-021125-01	55789	DEPDC1	5.199679553		1.532248238	2.755430263		3.866482432				yes	well	Spindly		Triangular	Fan		High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_2A	I13	MDA-MB-231_siGENOME_2A_I13	M-013830-00	55789	DEPDC1B								1.664601191		yes	well								High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
MDA-MB-231_siGENOME_1B	C20	MDA-MB-231_siGENOME_1B_C20	M-014602-01	80243	DEPDC2/PREX2	3.183794746	3.071770507	5.682787896			4.355359524			-3.251067505	yes	well	Spindly	"Large, spread"	Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	E14	MDA-MB-231_siGENOME_1B_E14	M-014602-01	80243	DEPDC2/PREX2	2.955358454		3.491552969	1.969233823		3.508173153			-2.731444376	yes	well	Spindly		Triangular	Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	E14	MDA-MB-231_siGENOME_1A_E14	M-014602-01	80243	DEPDC2/PREX2	1.937143528		2.653879296	2.026128888		2.930080757			-2.419798358	yes	well	Spindly		Triangular	Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	C20	MDA-MB-231_siGENOME_1A_C20	M-014602-01	80243	DEPDC2/PREX2	3.25583216	1.727174571	2.734257571			4.463622032			-2.403996442	yes	well	Spindly	"Large, spread"	Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	D10	MDA-MB-231_siGENOME_1B_D10	M-026304-01	23268	DNMBP				2.457303104		1.666533944			-1.829957785	yes	well				Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	D10	MDA-MB-231_siGENOME_1A_D10	M-026304-01	23268	DNMBP				3.011749963					-1.713087301	yes	well				Fan					Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	H16	MDA-MB-231_siGENOME_1A_H16	M-026304-01	23268	DNMBP			2.278780683			1.927138723			-1.583301712	yes	well			Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	H16	MDA-MB-231_siGENOME_1B_H16	M-026304-01	23268	DNMBP				3.433441668		1.98623222				yes	well				Fan		High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1A	H19	MDA-MB-231_siGENOME_1A_H19	M-011253-01	1793	DOCK1	7.797981894						-6.595477909	2.430729936		yes	well	Spindly						Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
MDA-MB-231_siGENOME_1B	H19	MDA-MB-231_siGENOME_1B_H19	M-011253-01	1793	DOCK1	6.914920835						-7.234187995	2.617512717		yes	well	Spindly						Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
MDA-MB-231_siGENOME_1B	L7	MDA-MB-231_siGENOME_1B_L7	M-011253-01	1793	DOCK1	10.72219235						-7.312552031	3.460134309		yes	well	Spindly						Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
MDA-MB-231_siGENOME_1A	L7	MDA-MB-231_siGENOME_1A_L7	M-011253-01	1793	DOCK1	11.46100587						-7.318732362			yes	well	Spindly						Low nuclear YAP/TAZ		
MDA-MB-231_siGENOME_1A	H9	MDA-MB-231_siGENOME_1A_H9	M-023079-01	55619	DOCK10		5.574316674	7.42299024						-5.696789174	yes	well		"Large, spread"	Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	D11	MDA-MB-231_siGENOME_1A_D11	M-023079-01	55619	DOCK10			7.155062659						-5.623025101	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	D11	MDA-MB-231_siGENOME_1B_D11	M-023079-01	55619	DOCK10			8.120922534						-4.962582047	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	H9	MDA-MB-231_siGENOME_1B_H9	M-023079-01	55619	DOCK10			6.608661809						-4.525178281	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	F21	MDA-MB-231_siGENOME_1B_F21	M-015696-01	139818	DOCK11			3.429828041			3.673927008			-4.373404311	yes	well			Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	D19	MDA-MB-231_siGENOME_1A_D19	M-015696-01	139818	DOCK11			2.251987925			3.365305508			-4.109882887	yes	well			Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	D19	MDA-MB-231_siGENOME_1B_D19	M-015696-01	139818	DOCK11			2.257054418			3.250966471			-4.107053973	yes	well			Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	F21	MDA-MB-231_siGENOME_1A_F21	M-015696-01	139818	DOCK11						3.892130034			-3.898342581	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	F9	MDA-MB-231_siGENOME_1A_F9	M-019915-00	1794	DOCK2	3.182571681		2.385951715							yes	well	Spindly		Triangular						
MDA-MB-231_siGENOME_1A	J13	MDA-MB-231_siGENOME_1A_J13	M-019915-00	1794	DOCK2	2.962790242		2.466329989							yes	well	Spindly		Triangular						
MDA-MB-231_siGENOME_1B	J13	MDA-MB-231_siGENOME_1B_J13	M-019915-00	1794	DOCK2	2.574631303									yes	well	Spindly								
MDA-MB-231_siGENOME_1B	F9	MDA-MB-231_siGENOME_1B_F9	M-019915-00	1794	DOCK2	3.107649315									yes	well	Spindly								
MDA-MB-231_siGENOME_1A	N5	MDA-MB-231_siGENOME_1A_N5	M-012695-01	1795	DOCK3					2.272909824	2.055982362				yes	well					"Round, small"	High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1A	H3	MDA-MB-231_siGENOME_1A_H3	M-012695-01	1795	DOCK3				1.533318351	1.764292007	2.493975238				yes	well				Fan	"Round, small"	High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1B	N5	MDA-MB-231_siGENOME_1B_N5	M-012695-01	1795	DOCK3						3.02813368				yes	well						High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1B	H3	MDA-MB-231_siGENOME_1B_H3	M-012695-01	1795	DOCK3						3.528488193				yes	well						High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1B	H7	MDA-MB-231_siGENOME_1B_H7	M-017968-01	9732	DOCK4		5.410373126	4.756913983						-5.361882977	yes	well		"Large, spread"	Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	D7	MDA-MB-231_siGENOME_1B_D7	M-017968-01	9732	DOCK4	2.726922163		1.547217751			1.635534177				yes	well	Spindly		Triangular			High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1A	D7	MDA-MB-231_siGENOME_1A_D7	M-017968-01	9732	DOCK4	3.548874079		1.957267585							yes	well	Spindly		Triangular						
MDA-MB-231_siGENOME_1A	H7	MDA-MB-231_siGENOME_1A_H7	M-017968-01	9732	DOCK4	3.25583216	1.727174571								yes	well	Spindly	"Large, spread"							
MDA-MB-231_siGENOME_1B	J9	MDA-MB-231_siGENOME_1B_J9	M-018931-01	80005	DOCK5							-2.5181534	2.256315862		yes	well							Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
MDA-MB-231_siGENOME_1A	J9	MDA-MB-231_siGENOME_1A_J9	M-018931-01	80005	DOCK5							-3.202700282			yes	well							Low nuclear YAP/TAZ		
MDA-MB-231_siGENOME_1A	J17	MDA-MB-231_siGENOME_1A_J17	M-018931-01	80005	DOCK5							-1.883311226			yes	well							Low nuclear YAP/TAZ		
MDA-MB-231_siGENOME_1B	J17	MDA-MB-231_siGENOME_1B_J17	M-018931-01	80005	DOCK5	2.574631303						-1.782383424			yes	well	Spindly						Low nuclear YAP/TAZ		
MDA-MB-231_siGENOME_1B	L21	MDA-MB-231_siGENOME_1B_L21	M-031950-01	57572	DOCK6		2.487119853							-1.767435034	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	F13	MDA-MB-231_siGENOME_1A_F13	M-031950-01	57572	DOCK6				2.149331522	1.779704668					yes	well				Fan	"Round, small"				
MDA-MB-231_siGENOME_1A	L21	MDA-MB-231_siGENOME_1A_L21	M-031950-01	57572	DOCK6				1.902926254						yes	well				Fan					
MDA-MB-231_siGENOME_1B	L19	MDA-MB-231_siGENOME_1B_L19	M-031725-01	85440	DOCK7							-2.994115806	1.718313851		yes	well							Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
MDA-MB-231_siGENOME_1B	F15	MDA-MB-231_siGENOME_1B_F15	M-031725-01	85440	DOCK7							-2.537062555	1.85398698		yes	well							Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
MDA-MB-231_siGENOME_1A	F15	MDA-MB-231_siGENOME_1A_F15	M-031725-01	85440	DOCK7							-3.314683522	2.311061366		yes	well							Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
MDA-MB-231_siGENOME_1A	L19	MDA-MB-231_siGENOME_1A_L19	M-031725-01	85440	DOCK7							-3.234848279			yes	well							Low nuclear YAP/TAZ		
MDA-MB-231_siGENOME_1A	J11	MDA-MB-231_siGENOME_1A_J11	M-026106-01	81704	DOCK8						2.32379846				yes	well						High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1B	J11	MDA-MB-231_siGENOME_1B_J11	M-026106-01	81704	DOCK8						3.104684124				yes	well						High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1A	J3	MDA-MB-231_siGENOME_1A_J3	M-026106-01	81704	DOCK8						3.251371998				yes	well						High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1B	J3	MDA-MB-231_siGENOME_1B_J3	M-026106-01	81704	DOCK8						4.910965322				yes	well						High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1B	H5	MDA-MB-231_siGENOME_1B_H5	M-014040-00	23348	DOCK9									-4.089426966	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	L5	MDA-MB-231_siGENOME_1B_L5	M-014040-00	23348	DOCK9					3.03107741					yes	well					"Round, small"				
MDA-MB-231_siGENOME_1A	L5	MDA-MB-231_siGENOME_1A_L5	M-014040-00	23348	DOCK9					3.29014546					yes	well					"Round, small"				
MDA-MB-231_siGENOME_1A	F17	MDA-MB-231_siGENOME_1A_F17	M-006450-00	1894	ECT2		9.971050506	3.002185152	7.447044799		4.28778318			-4.075539071	yes	well		"Large, spread"	Triangular	Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	F17	MDA-MB-231_siGENOME_1B_F17	M-006450-00	1894	ECT2		10.67222902		4.653614873		4.064271011			-3.681173763	yes	well		"Large, spread"		Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	L9	MDA-MB-231_siGENOME_1A_L9	M-006450-00	1894	ECT2		9.421458777		5.968613187		3.139388757			-3.521138188	yes	well		"Large, spread"		Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	L9	MDA-MB-231_siGENOME_1B_L9	M-006450-00	1894	ECT2		3.656421162	1.855842389	7.582030564		3.377847602			-3.235290038	yes	well		"Large, spread"	Triangular	Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2B	G21	MDA-MB-231_siGENOME_2B_G21	M-020516-02	10144	FAM13A1			1.630956006			2.188038143			-2.52425728	yes	well			Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2B	M21	MDA-MB-231_siGENOME_2B_M21	M-020516-02	10144	FAM13A1			3.191895844			2.587536813			-2.379337502	yes	well			Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2A	M21	MDA-MB-231_siGENOME_2A_M21	M-020516-02	10144	FAM13A1		1.731413846	4.074418921			2.130263062			-2.228807396	yes	well		"Large, spread"	Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2A	G21	MDA-MB-231_siGENOME_2A_G21	M-020516-02	10144	FAM13A1			2.579024402			2.308304896			-1.903079859	yes	well			Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	N10	MDA-MB-231_siGENOME_1A_N10	M-035016-00	89839	FAM7A2									-2.042232576	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	F22	MDA-MB-231_siGENOME_1B_F22	M-035016-00	89839	FAM7A2									-1.570640014	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	N10	MDA-MB-231_siGENOME_1B_N10	M-035016-00	89839	FAM7A2	1.508595277			2.213268464						yes	well	Spindly			Fan					
MDA-MB-231_siGENOME_1A	C21	MDA-MB-231_siGENOME_1A_C21	M-008519-02	10160	FARP1								2.53768858		yes	well								High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
MDA-MB-231_siGENOME_1B	M5	MDA-MB-231_siGENOME_1B_M5	M-008519-02	10160	FARP1								3.055668384		yes	well								High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
MDA-MB-231_siGENOME_1A	M5	MDA-MB-231_siGENOME_1A_M5	M-008519-02	10160	FARP1					1.887593296		-2.011211185	4.18636642		yes	well					"Round, small"		Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
MDA-MB-231_siGENOME_1B	C21	MDA-MB-231_siGENOME_1B_C21	M-008519-02	10160	FARP1							-1.513929661			yes	well							Low nuclear YAP/TAZ		
